,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,updated_github_id,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,labels,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
41,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2025-10-23 02:27:22.000,2025-10-23 02:27:20,3158.0,55.0,452.0,38.0,1301.0,1881.0,8482.0,2025-10-11 01:46:24.000,2.26.0,239.0,230.0,44.0,38,True,,pdm,conda-forge/pdm,731.0,521.0,https://pypi.org/project/pdm,2025-10-11 01:46:20.000,210.0,6782086.0,6814113.0,https://anaconda.org/conda-forge/pdm,2025-10-11 06:32:11.088,1568116.0,2.0,,865.0,,,,,,,,,,,,,,,,,,
42,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2025-10-20 14:44:35.000,2025-10-20 14:44:33,1473.0,12.0,696.0,69.0,570.0,510.0,7405.0,2025-07-06 03:10:49.000,1.8.6,47.0,190.0,209.0,38,True,,bandit,conda-forge/bandit,61262.0,59432.0,https://pypi.org/project/bandit,2025-07-06 03:10:49.000,1830.0,10639101.0,10647971.0,https://anaconda.org/conda-forge/bandit,2025-07-06 11:19:39.653,531635.0,1.0,,888.0,,,,,,,,,,,3.0,,,,,,,
43,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2025-10-20 02:48:25.000,2025-10-20 02:48:00,3746.0,40.0,382.0,91.0,268.0,402.0,4636.0,2025-10-11 00:36:33.000,2.2.1,67.0,62.0,438.0,38,True,,invoke,conda-forge/invoke,32066.0,30857.0,https://pypi.org/project/invoke,2025-10-11 00:36:33.000,1209.0,46583299.0,46608177.0,https://anaconda.org/conda-forge/invoke,2025-10-11 01:29:11.650,1418061.0,2.0,,,,,,,,,,,,,,,,,,,,
44,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2025-10-20 23:56:50.000,2025-10-20 23:56:48,747.0,30.0,150.0,36.0,377.0,154.0,1988.0,2025-09-16 16:40:09.000,3.15.1,66.0,81.0,12.0,38,True,,pytest-mock,conda-forge/pytest-mock,128983.0,119570.0,https://pypi.org/project/pytest-mock,2025-09-16 16:37:25.000,9413.0,52967821.0,53031463.0,https://anaconda.org/conda-forge/pytest-mock,2025-09-17 09:28:14.765,4073094.0,2.0,['pytest'],121.0,,,,,,,,,,,,,,,,,,
45,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2025-10-07 22:36:58.000,2025-10-07 22:36:56,1345.0,11.0,325.0,38.0,706.0,499.0,1727.0,2025-09-04 15:43:15.000,6.2.0,59.0,131.0,56.0,38,True,,twine,conda-forge/twine,150112.0,127189.0,https://pypi.org/project/twine,2025-09-04 15:43:15.000,22923.0,20903980.0,20926201.0,https://anaconda.org/conda-forge/twine,2025-09-04 19:22:15.675,1422136.0,2.0,,100.0,,,,,,,,,,,,,,,,,,
46,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,Apache-2.0,2014-05-15 22:49:43.000,2025-10-21 19:23:14.000,2025-10-21 19:23:14,777.0,17.0,273.0,29.0,532.0,323.0,682.0,2025-04-19 11:49:36.000,25.0,47.0,126.0,120.0,38,True,,packaging,conda-forge/packaging,1803679.0,1789898.0,https://pypi.org/project/packaging,2025-04-19 11:48:57.000,13781.0,701559603.0,702769588.0,https://anaconda.org/conda-forge/packaging,2025-04-22 18:15:05.471,78648264.0,2.0,,928.0,,,,,,,,,,,,,,,,,,
47,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2025-10-22 19:38:01.000,2025-10-22 19:27:39,1401.0,71.0,431.0,57.0,490.0,210.0,14506.0,2025-10-16 02:25:26.000,1.19.1,34.0,59.0,45.0,37,True,,memray,conda-forge/memray,1835.0,1727.0,https://pypi.org/project/memray,2025-10-16 02:25:26.000,108.0,6196165.0,6208838.0,https://anaconda.org/conda-forge/memray,2025-10-16 04:54:16.143,532283.0,2.0,,,,,,,,,,,,,,,,,,,,
48,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2025-10-20 20:43:09.000,2025-10-10 07:11:17,841.0,10.0,486.0,73.0,761.0,719.0,12176.0,2025-09-30 06:35:16.000,1.8.0,66.0,166.0,160.0,37,True,,pipx,conda-forge/pipx,4650.0,4575.0,https://pypi.org/project/pipx,2025-09-30 06:35:05.000,75.0,10012661.0,10025092.0,https://anaconda.org/conda-forge/pipx,2025-04-22 14:58:07.924,162038.0,3.0,,659274.0,,,,,,,,,,,,,,,,,,
49,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2025-10-21 13:04:32.000,2025-10-21 13:04:32,2983.0,42.0,410.0,28.0,2383.0,1147.0,2790.0,2025-08-25 10:16:16.000,1.4.0,64.0,215.0,18.0,37,True,,wemake-python-styleguide,,17639.0,17537.0,https://pypi.org/project/wemake-python-styleguide,2025-08-25 10:15:06.000,102.0,218804.0,218804.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
50,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2025-09-11 17:34:36.964,2025-09-09 14:52:20,1053.0,39.0,222.0,40.0,280.0,292.0,1959.0,2025-09-09 10:57:00.000,7.0.0,53.0,100.0,147.0,37,True,,pytest-cov,conda-forge/pytest-cov,48176.0,,https://pypi.org/project/pytest-cov,2025-09-09 10:57:00.000,48176.0,92362841.0,92604170.0,https://anaconda.org/conda-forge/pytest-cov,2025-09-11 17:34:36.964,15686414.0,2.0,['pytest'],,,,,,,,,,,,,,,,,,,
51,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2017-07-25 20:24:25.000,2025-10-06 19:13:50.000,2025-10-06 19:13:48,986.0,3.0,168.0,30.0,255.0,402.0,539.0,2025-04-08 20:55:45.000,0.46.1,83.0,86.0,14.0,37,True,,wheel,conda-forge/wheel,392231.0,377372.0,https://pypi.org/project/wheel,2025-04-08 20:55:39.000,14859.0,298056620.0,300377489.0,https://anaconda.org/conda-forge/wheel,2025-04-22 14:56:25.544,143893926.0,2.0,,,,,,,,,,,,,,,,,,,,
52,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2025-10-16 01:33:09.000,2025-08-18 00:13:24,549.0,17.0,472.0,109.0,397.0,227.0,14454.0,2025-07-31 19:34:11.519,0.4.1,40.0,53.0,206.0,36,True,,py-spy,conda-forge/py-spy,7391.0,7275.0,https://pypi.org/project/py-spy,2025-07-31 19:33:13.000,112.0,11807408.0,11820489.333333334,https://anaconda.org/conda-forge/py-spy,2025-08-01 00:41:54.066,718411.0,2.0,,38070.0,,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2025-07-31 19:34:11.519,4.0,1171.3333333333333,441482.0,
53,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2025-09-03 16:04:18.705,2023-06-07 11:16:23,408.0,,1352.0,192.0,179.0,252.0,11988.0,2023-05-24 20:13:07.561,0.9.54,51.0,52.0,534.0,36,False,,pyautogui,conda-forge/pyautogui,56146.0,55112.0,https://pypi.org/project/pyautogui,2023-05-24 20:13:07.561,1034.0,1362688.0,1369029.0,https://anaconda.org/conda-forge/pyautogui,2025-09-03 16:04:18.705,380507.0,2.0,,,,,,,,,,,,,,,,,,,,
54,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2025-10-19 20:13:00.000,2025-10-19 09:19:41,1192.0,41.0,250.0,50.0,217.0,160.0,7425.0,2025-08-12 11:34:20.000,5.1.1,54.0,72.0,27.0,36,True,,pyinstrument,conda-forge/pyinstrument,3983.0,3770.0,https://pypi.org/project/pyinstrument,2025-08-12 11:34:20.000,213.0,6035155.0,6049588.0,https://anaconda.org/conda-forge/pyinstrument,2025-08-27 16:40:28.338,894905.0,2.0,,,,,,,,,,,,,,,,,,,,
55,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme from Read the Docs.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2025-09-14 07:56:58.802,2025-02-20 10:22:56,1507.0,,1766.0,167.0,757.0,670.0,4971.0,2024-11-13 11:06:02.000,3.0.2,61.0,118.0,251.0,36,True,,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,13229.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2024-11-13 11:06:02.000,13213.0,10839397.0,10911859.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2025-09-14 07:56:58.802,4637618.0,2.0,['sphinx'],,,,,,,,,,,,,,,,,,,
56,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2025-10-13 13:07:17.000,2025-01-14 14:39:50,2956.0,,289.0,68.0,268.0,392.0,4643.0,2025-01-14 14:46:15.000,2.3.2,82.0,64.0,124.0,36,True,,autopep8,conda-forge/autopep8,231068.0,229381.0,https://pypi.org/project/autopep8,2025-01-14 14:46:15.000,1687.0,7400002.0,7434747.0,https://anaconda.org/conda-forge/autopep8,2025-04-22 14:56:24.132,2223680.0,3.0,,,,,,,,,,,,,,,,,,,,
57,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2025-10-22 21:41:17.000,2025-10-22 01:53:41,841.0,25.0,168.0,30.0,537.0,225.0,1911.0,2025-09-24 14:14:58.000,3.6.2,107.0,53.0,35.0,36,True,,safety,conda-forge/safety,19128.0,18188.0,https://pypi.org/project/safety,2025-10-22 02:02:18.000,940.0,3584108.0,3600116.0,https://anaconda.org/conda-forge/safety,2025-09-24 17:51:51.981,145507.0,2.0,,904560.0,,,,,,,,,,,,,,,,,,
58,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000,2025-10-23 12:27:42.000,2025-10-22 20:52:13,1520.0,86.0,169.0,33.0,287.0,141.0,1492.0,2025-06-14 17:26:52.000,1.8.2,48.0,81.0,47.0,36,True,,logbook,conda-forge/logbook,7642.0,7368.0,https://pypi.org/project/logbook,2025-06-14 17:24:24.000,274.0,6150025.0,6155791.0,https://anaconda.org/conda-forge/logbook,2025-08-27 20:02:13.497,368774.0,2.0,,504.0,,,,,,,,,,,,,,,,,,
59,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2025-06-21 07:47:51.807,2025-06-20 18:44:19,579.0,,179.0,27.0,313.0,489.0,1436.0,2025-06-20 18:45:26.000,3.4.0,42.0,88.0,60.0,36,True,,pyflakes,conda-forge/pyflakes,327497.0,326192.0,https://pypi.org/project/pyflakes,2025-06-20 18:45:26.000,1305.0,49161805.0,49331790.0,https://anaconda.org/conda-forge/pyflakes,2025-06-21 07:47:51.807,9349189.0,1.0,,,,,,,,,,,,,3.0,,,,,,,
60,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2025-10-21 23:28:07.000,2025-10-21 23:28:06,3522.0,57.0,3190.0,385.0,1211.0,1818.0,43460.0,2025-10-15 11:41:09.000,2.6.11,100.0,466.0,78.0,35,True,,pyenv,,21.0,21.0,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,,8473.0,8473.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
61,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2025-09-23 12:46:08.000,2025-09-23 12:43:42,3430.0,99.0,428.0,86.0,385.0,333.0,13026.0,2025-09-23 12:46:08.000,1.5.55,181.0,57.0,170.0,35,True,,scalene,,972.0,920.0,https://pypi.org/project/scalene,2025-09-23 12:46:08.000,52.0,236377.0,236377.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
62,xonsh,xonsh/xonsh,shell,Python-powered shell. Full-featured and cross-platform.,,https://github.com/xonsh/xonsh,https://github.com/xonsh/xonsh,BSD-1-Clause,2015-01-21 22:05:27.000,2025-10-23 14:15:07.000,2025-10-23 14:14:18,10951.0,9.0,674.0,99.0,2942.0,2423.0,9015.0,2025-06-24 19:59:46.000,0.19.9,140.0,349.0,286.0,35,False,,xonsh,,1035.0,862.0,https://pypi.org/project/xonsh,2025-06-24 19:59:46.000,173.0,180007.0,180160.0,,,,1.0,,13846.0,,,,,,,,,,,,,,,,,,
63,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2025-08-19 19:29:42.000,2025-08-19 19:29:42,680.0,10.0,283.0,31.0,256.0,211.0,4438.0,2025-08-09 10:39:10.000,1.5.5,68.0,126.0,148.0,35,True,,freezegun,conda-forge/freezegun,1272.0,,https://pypi.org/project/freezegun,2025-08-09 10:39:06.000,1272.0,27050702.0,27079890.0,https://anaconda.org/conda-forge/freezegun,2025-08-09 15:49:47.831,1780102.0,2.0,,139.0,,,,,,,,,,,,,,,,,,
64,beartype,beartype/beartype,linters,Unbearably fast near-real-time pure-Python runtime-static type-checker.,,https://github.com/beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2025-10-23 07:51:51.627,2025-10-23 06:10:36,1652.0,75.0,64.0,12.0,63.0,340.0,3211.0,2025-10-23 06:20:01.000,0.22.3,58.0,28.0,98.0,35,True,,beartype,conda-forge/beartype,8661.0,7820.0,https://pypi.org/project/beartype,2025-10-23 06:20:01.000,841.0,10213922.0,10221329.0,https://anaconda.org/conda-forge/beartype,2025-10-23 07:51:51.627,474105.0,2.0,,,,,,,,,,,,,,,,,,,,
65,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2025-08-23 18:37:27.721,2025-08-23 15:12:20,1131.0,6.0,113.0,19.0,114.0,108.0,656.0,2025-08-23 15:15:25.000,0.8.5,28.0,51.0,13.0,35,True,,parso,conda-forge/parso,587460.0,586359.0,https://pypi.org/project/parso,2025-08-23 15:15:25.000,1101.0,79811482.0,80314212.0,https://anaconda.org/conda-forge/parso,2025-08-23 18:37:27.721,31672010.0,2.0,,,,,,,,,,,,,,,,,,,,
66,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2025-10-19 20:02:18.000,2025-10-19 20:02:15,10334.0,31.0,6063.0,1100.0,439.0,5307.0,35577.0,2025-10-07 08:48:26.000,1.9.10,126.0,148.0,62.0,34,True,,sqlmap,,33.0,21.0,https://pypi.org/project/sqlmap,2025-10-07 08:48:26.000,12.0,17900.0,17900.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
67,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,MIT,2009-10-02 00:43:37.000,2025-10-16 13:19:00.000,2025-10-16 13:18:39,1514.0,8.0,749.0,112.0,541.0,667.0,5126.0,2025-03-29 17:33:29.000,2.13.0,23.0,137.0,104.0,34,True,,pycodestyle,conda-forge/pycodestyle,2210.0,,https://pypi.org/project/pycodestyle,2025-06-20 18:49:47.000,2210.0,65034421.0,65210368.0,https://anaconda.org/conda-forge/pycodestyle,2025-06-22 18:14:44.520,9677112.0,2.0,,,,,,,,,,,,,,,,,,,,
68,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2025-10-20 08:31:09.000,2025-10-20 08:30:53,4831.0,20.0,334.0,47.0,50.0,1740.0,4679.0,2025-09-11 03:23:58.000,9.1.9,369.0,36.0,10.0,34,False,,pyarmor,,2049.0,1967.0,https://pypi.org/project/pyarmor,2025-09-11 03:23:42.000,82.0,455216.0,455216.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
69,pex,pantsbuild/pex,packaging,"A tool for generating .pex (Python EXecutable) files, lock files and venvs.",,https://github.com/pex-tool/pex,https://github.com/pex-tool/pex,Apache-2.0,2014-07-21 17:06:12.000,2025-10-22 18:44:09.000,2025-10-22 17:54:41,1860.0,104.0,305.0,53.0,1565.0,1137.0,4108.0,2025-10-22 18:44:09.000,2.63.0,392.0,124.0,62.0,34,True,pex-tool/pex,pex,,61.0,,https://pypi.org/project/pex,2025-10-22 18:44:09.000,61.0,2941542.0,2996419.0,,,,2.0,,658530.0,,,,,,,,,,,,,,,,,,
70,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2025-10-23 10:46:40.000,2025-10-23 10:46:40,4954.0,75.0,459.0,45.0,1405.0,776.0,3098.0,2025-08-26 00:54:48.000,0.3.25,59.0,189.0,190.0,34,True,,briefcase,,876.0,838.0,https://pypi.org/project/briefcase,2025-08-26 00:54:48.000,38.0,19916.0,19928.0,,,,2.0,,842.0,,,,,,,,,,,,,,,,,,
71,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,MIT-0,2013-08-04 21:12:50.000,2025-10-20 15:12:32.000,2025-10-20 15:12:32,1105.0,12.0,203.0,33.0,386.0,407.0,2406.0,2025-06-04 17:05:48.000,15.0.4,113.0,76.0,53.0,34,False,,pdoc,,4682.0,3978.0,https://pypi.org/project/pdoc,2025-06-04 17:05:48.000,704.0,1803912.0,1803912.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
72,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2025-10-17 13:13:45.000,2025-10-17 13:13:45,1368.0,47.0,147.0,34.0,342.0,310.0,2231.0,2025-03-25 08:03:19.000,3.12.0,53.0,81.0,138.0,34,True,,flit,conda-forge/flit,3452.0,2522.0,https://pypi.org/project/flit,2025-03-25 08:03:19.000,930.0,8870709.0,8875582.0,https://anaconda.org/conda-forge/flit,2025-04-22 14:56:31.709,297312.0,3.0,,,,,,,,,,,,,,,,,,,,
73,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2025-07-13 00:41:35.626,2025-07-12 17:41:05,3390.0,,171.0,26.0,393.0,261.0,2128.0,2025-07-12 17:46:05.000,1.14.0,95.0,83.0,120.0,34,True,,rope,conda-forge/rope,79053.0,78729.0,https://pypi.org/project/rope,2025-07-12 17:46:05.000,324.0,1262830.0,1297668.0,https://anaconda.org/conda-forge/rope,2025-07-13 00:41:35.626,2090219.0,1.0,,42.0,,,,,,,,,,,,,,,,,,
74,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2025-04-22 14:56:41.723,2024-08-25 11:10:59,704.0,,216.0,34.0,182.0,146.0,1755.0,2024-06-04 18:44:55.000,1.9.1,74.0,101.0,64.0,34,False,,nodeenv,conda-forge/nodeenv,124245.0,123992.0,https://pypi.org/project/nodeenv,2024-06-04 18:44:08.000,253.0,72315253.0,72423531.0,https://anaconda.org/conda-forge/nodeenv,2025-04-22 14:56:41.723,6929852.0,2.0,,,,,,,,,,,,,,,,,,,,
75,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2025-10-17 12:21:11.812,2025-10-17 01:50:42,717.0,23.0,169.0,18.0,598.0,362.0,1459.0,2025-10-17 01:53:05.000,2025.10.16,32.0,113.0,58.0,34,True,wntrblm/nox,nox,conda-forge/nox,8385.0,6971.0,https://pypi.org/project/nox,2025-10-17 01:53:05.000,1414.0,4065349.0,4073454.0,https://anaconda.org/conda-forge/nox,2025-10-17 12:21:11.812,518772.0,2.0,['pytest'],,,,,,,,,,,,,,,,,,,
76,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MIT,2015-04-14 19:22:42.000,2025-10-21 02:02:38.000,2025-10-21 02:02:38,610.0,24.0,248.0,22.0,498.0,260.0,753.0,2023-11-07 16:58:34.000,4.1.1,58.0,62.0,184.0,34,True,,pytest-html,conda-forge/pytest-html,57567.0,56945.0,https://pypi.org/project/pytest-html,2023-11-07 15:44:27.000,622.0,13768749.0,13782280.0,https://anaconda.org/conda-forge/pytest-html,2025-04-22 14:56:37.472,798356.0,2.0,['pytest'],,,,,,,,,,,,,,,,,,,
77,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2025-10-15 10:30:39.000,2025-10-15 10:30:37,1278.0,90.0,60.0,5.0,96.0,265.0,550.0,2025-09-05 15:02:32.000,1.14.0,148.0,42.0,28.0,34,True,,griffe,conda-forge/griffe,12990.0,12658.0,https://pypi.org/project/griffe,2025-09-05 15:02:27.000,332.0,13700563.0,13716174.0,https://anaconda.org/conda-forge/griffe,2025-09-06 05:56:34.053,671291.0,2.0,,,,,,,,,,,,,,,,,,,,
78,pyre-check,facebook/pyre-check,type-checkers,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2025-10-23 09:14:22.000,2025-10-23 09:08:38,20551.0,122.0,453.0,113.0,531.0,309.0,7097.0,2024-10-29 21:22:27.000,0.9.23,81.0,294.0,149.0,33,True,,pyre-check,,108.0,21.0,https://pypi.org/project/pyre-check,2025-07-07 15:59:16.000,87.0,147062.0,147062.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
79,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2025-10-21 02:18:52.000,2025-07-02 13:49:24,27694.0,,1648.0,187.0,6834.0,1038.0,5396.0,2025-05-12 21:41:22.000,4.3.0,146.0,891.0,764.0,33,True,,buildbot,conda-forge/buildbot,407.0,387.0,https://pypi.org/project/buildbot,2025-05-12 21:41:22.000,20.0,39568.0,42966.0,https://anaconda.org/conda-forge/buildbot,2025-05-13 11:35:44.706,161297.0,3.0,,85364.0,,,,,,,,,,,,,,,,,,
80,pytype,google/pytype,type-checkers,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2025-10-22 11:38:01.000,2025-10-22 11:37:53,6961.0,9.0,288.0,53.0,1188.0,745.0,5007.0,2024-10-11 08:28:27.000,2024.10.11,204.0,112.0,204.0,33,True,,pytype,conda-forge/pytype,4367.0,4136.0,https://pypi.org/project/pytype,2024-10-11 08:28:27.000,231.0,475806.0,484796.0,https://anaconda.org/conda-forge/pytype,2025-04-22 14:57:26.233,575423.0,3.0,,,,,,,,,,,,,,,,,,,,
81,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2025-10-14 14:43:56.000,2025-10-14 14:43:55,1265.0,15.0,199.0,33.0,573.0,446.0,3926.0,2025-10-09 19:32:25.000,3.21.0,175.0,36.0,19.0,33,True,,pyupgrade,conda-forge/pyupgrade,613.0,,https://pypi.org/project/pyupgrade,2025-10-09 19:32:25.000,613.0,1251194.0,1264640.0,https://anaconda.org/conda-forge/pyupgrade,2025-10-09 20:11:27.866,873992.0,2.0,,,,,,,,,,,,,,,,,,,,
82,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,,2011-05-13 23:44:30.000,2025-10-21 17:24:11.413,2025-10-21 16:35:20,1306.0,32.0,236.0,47.0,314.0,196.0,3162.0,2025-10-21 16:43:19.000,2025.1.3,85.0,99.0,164.0,33,False,,pudb,conda-forge/pudb,8402.0,8269.0,https://pypi.org/project/pudb,2025-10-21 16:42:44.000,133.0,1142661.0,1150176.0,https://anaconda.org/conda-forge/pudb,2025-10-21 17:24:11.413,375771.0,1.0,,8.0,,,,,,,,,,,,,,,,,,
