,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_latest_release_published_at,pypi_dependent_project_count,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
43,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-09-24 19:23:46.000,2024-02-07 20:13:25.000000,2024-02-07 20:13:24,8975.0,94.0,297.0,61.0,1059.0,2754.0,1898.0,2023-11-20 02:03:13.000,4.6.0,35.0,158.0,36,True,,658.0,scons,conda-forge/scons,,62.0,,https://pypi.org/project/scons,436417.0,449132.0,https://anaconda.org/conda-forge/scons,2024-01-02 02:37:29.147,533032.0,2.0,2024-01-02 01:03:28.000,62.0,1451.0,,,,,,,,,,,,,,,,
44,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2024-02-06 10:15:08.000000,2024-02-01 09:06:24,3273.0,55.0,210.0,27.0,370.0,243.0,1801.0,2024-01-18 04:51:10.000,1.12.0,93.0,81.0,36,True,,86.0,rope,conda-forge/rope,,73505.0,71862.0,https://pypi.org/project/rope,815679.0,850379.0,https://anaconda.org/conda-forge/rope,2024-01-18 06:12:43.442,1387769.0,1.0,2024-01-18 04:43:15.000,1643.0,6.0,,,,,,,,,,,,,,,,
45,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2023-12-25 07:46:21.000000,2023-05-24 18:28:10,920.0,,210.0,42.0,243.0,241.0,1621.0,2023-05-24 18:44:54.000,4.1.0,45.0,86.0,36,True,,151.0,pytest-cov,conda-forge/pytest-cov,['pytest'],333860.0,297703.0,https://pypi.org/project/pytest-cov,36162492.0,36269720.0,https://anaconda.org/conda-forge/pytest-cov,2023-06-16 13:15:36.736,10186673.0,1.0,2023-05-24 18:44:54.000,36157.0,,,,,,,,,,,,,,,,,
46,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2024-01-25 23:51:52.000000,2023-06-07 11:16:23,408.0,,1136.0,187.0,159.0,228.0,9222.0,,,12.0,52.0,35,True,,445.0,pyautogui,conda-forge/pyautogui,,31263.0,31263.0,https://pypi.org/project/pyautogui,693289.0,698702.0,https://anaconda.org/conda-forge/pyautogui,2023-10-16 16:49:29.444,216558.0,2.0,,,,,,,,,,,,,,,,,,,
47,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2024-02-08 11:17:17.000000,2024-02-07 14:28:34,686.0,98.0,340.0,75.0,572.0,594.0,8035.0,2024-01-16 16:21:09.000,1.4.3,33.0,130.0,35,True,,56.0,pipx,conda-forge/pipx,,1820.0,1820.0,https://pypi.org/project/pipx,3720369.0,3722696.0,https://anaconda.org/conda-forge/pipx,2024-01-17 09:19:13.109,43135.0,3.0,,,36113.0,,,,,,,,,,,,,,,,
48,pyre-check,facebook/pyre-check,type-checkers,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2024-02-08 00:08:00.000000,2024-02-08 00:01:11,15342.0,401.0,461.0,113.0,398.0,258.0,6620.0,2023-10-19 15:20:03.000,0.9.19,77.0,255.0,35,True,,142.0,pyre-check,,,75.0,21.0,https://pypi.org/project/pyre-check,72356.0,72356.0,,,,3.0,2023-10-19 15:20:03.000,54.0,,,,,,,,,,,,,,,,,
49,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2024-01-22 10:58:23.000000,2023-12-01 19:06:35,3701.0,3.0,385.0,93.0,248.0,403.0,4185.0,2023-07-12 18:05:35.085,2.2.0,65.0,60.0,35,True,,395.0,invoke,conda-forge/invoke,,26951.0,24128.0,https://pypi.org/project/invoke,7457884.0,7483756.0,https://anaconda.org/conda-forge/invoke,2023-07-13 01:13:36.486,957278.0,2.0,2023-07-12 18:05:35.085,2823.0,,,,,,,,,,,,,,,,,
50,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2024-01-21 20:46:26.000000,2024-01-14 11:14:37,613.0,18.0,266.0,34.0,229.0,190.0,3915.0,2023-12-19 10:46:44.000,1.4.0,62.0,113.0,35,True,,139.0,freezegun,conda-forge/freezegun,,4642.0,,https://pypi.org/project/freezegun,8947045.0,8984122.0,https://anaconda.org/conda-forge/freezegun,2023-12-19 12:37:51.731,1519989.0,2.0,2023-12-19 10:46:39.000,4642.0,11.0,,,,,,,,,,,,,,,,
51,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2024-02-08 09:12:51.000000,2024-02-08 09:12:35,2362.0,53.0,376.0,29.0,1770.0,962.0,2368.0,2023-05-31 14:30:27.000,0.18.0,55.0,184.0,35,True,,108.0,wemake-python-styleguide,,,16043.0,16043.0,https://pypi.org/project/wemake-python-styleguide,180355.0,180355.0,,,,1.0,,,,,,,,,,,,,,,,,,,
52,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme.",,https://github.com/sphinx-doc/alabaster,https://github.com/sphinx-doc/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2024-01-17 02:05:17.000000,2024-01-10 01:04:53,417.0,33.0,194.0,32.0,91.0,63.0,710.0,2024-01-10 00:56:08.000,0.7.16,29.0,37.0,35,True,sphinx-doc/alabaster,62.0,alabaster,conda-forge/alabaster,['sphinx'],127557.0,119800.0,https://pypi.org/project/alabaster,9781810.0,10321296.0,https://anaconda.org/conda-forge/alabaster,2024-01-10 01:09:16.100,7013326.0,2.0,2024-01-10 00:56:08.000,7757.0,,,,,,,,,,,,,,,,,
53,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2024-02-07 00:19:17.000000,2024-01-24 21:22:54,3234.0,36.0,2876.0,386.0,1024.0,1651.0,35353.0,2023-12-08 10:23:28.000,2.3.35,91.0,438.0,34,True,,43.0,pyenv,,,21.0,21.0,https://pypi.org/project/pyenv,12699.0,12699.0,,,,2.0,,,,,,,,,,,,,,,,,,,
54,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,,2011-12-04 08:49:15.000,2024-02-08 04:47:08.000000,2024-02-03 08:59:31,5314.0,78.0,1417.0,502.0,785.0,1528.0,24374.0,2023-05-18 15:52:21.000,3.4.0.2,34.0,180.0,34,False,,222.0,glances,conda-forge/glances,,806.0,806.0,https://pypi.org/project/glances,209261.0,211507.0,https://anaconda.org/conda-forge/glances,2023-06-05 20:53:05.651,211970.0,1.0,,,1572.0,,,,,,,,,,,,,,,,
55,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2024-02-06 21:49:22.000000,2024-02-06 21:49:22,708.0,27.0,855.0,126.0,801.0,1186.0,10089.0,2024-02-06 21:00:19.000,1.41.2,108.0,35.0,34,True,,39.0,playwright,,,496.0,21.0,https://pypi.org/project/playwright,2427855.0,2427855.0,,,,2.0,2024-02-06 21:00:19.000,475.0,,,,,,,,,,,,,,,,,
56,mimesis,lk-geimfari/mimesis,testing,Mimesis is a powerful Python library that empowers developers to generate massive amounts of synthetic data efficiently.,,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2024-02-08 10:49:23.000000,2024-01-31 14:29:58,2606.0,56.0,315.0,62.0,1115.0,330.0,4190.0,2024-01-31 14:16:38.000,14.0.0,57.0,118.0,34,True,,7.0,mimesis,conda-forge/mimesis,,1622.0,1622.0,https://pypi.org/project/mimesis,169086.0,173192.0,https://anaconda.org/conda-forge/mimesis,2024-01-24 22:04:50.706,176332.0,2.0,,,541.0,,,,,,,,,,,,,,,,
57,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2024-02-06 10:56:29.000000,2024-02-06 10:56:28,602.0,18.0,132.0,35.0,256.0,140.0,1718.0,2023-10-19 16:26:09.000,3.12.0,40.0,68.0,34,True,,12.0,pytest-mock,conda-forge/pytest-mock,['pytest'],74372.0,74372.0,https://pypi.org/project/pytest-mock,16937144.0,16992983.0,https://anaconda.org/conda-forge/pytest-mock,2023-10-19 18:22:47.849,2456939.0,2.0,,,16.0,,,,,,,,,,,,,,,,
58,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2023-12-23 18:52:59.000000,2023-02-28 17:40:55,262.0,,219.0,27.0,87.0,89.0,1625.0,2023-02-21 17:39:43.000,2.0.7,10.0,63.0,34,True,,11.0,python-json-logger,conda-forge/python-json-logger,,83887.0,83887.0,https://pypi.org/project/python-json-logger,22956460.0,23041921.0,https://anaconda.org/conda-forge/python-json-logger,2023-06-16 13:23:58.542,7007830.0,2.0,,,,,,,,,,,,,,,,,,,
59,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000,2024-02-08 12:35:55.000000,2023-12-14 19:36:04,1345.0,13.0,162.0,36.0,197.0,137.0,1455.0,2023-11-10 23:35:23.000,1.7.0.post0,45.0,79.0,34,True,,47.0,logbook,conda-forge/logbook,,6656.0,5462.0,https://pypi.org/project/logbook,4034543.0,4038356.0,https://anaconda.org/conda-forge/logbook,2023-11-11 10:50:13.350,167682.0,2.0,2023-11-10 23:32:34.000,1194.0,333.0,,,,,,,,,,,,,,,,
60,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2024-01-05 03:19:34.488000,2024-01-05 00:27:25,564.0,2.0,172.0,29.0,296.0,465.0,1322.0,,,17.0,84.0,34,True,,39.0,pyflakes,conda-forge/pyflakes,,266190.0,266190.0,https://pypi.org/project/pyflakes,28683300.0,28885113.0,https://anaconda.org/conda-forge/pyflakes,2024-01-05 03:19:34.488,7063486.0,2.0,,,,,,,,,,,,,,,,,,,
61,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2024-02-06 19:33:01.000000,2024-02-06 19:26:11,637.0,92.0,138.0,37.0,471.0,258.0,1282.0,2024-01-28 19:11:35.000,0.23.4,51.0,46.0,34,True,,45.0,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],1803.0,,https://pypi.org/project/pytest-asyncio,10648441.0,10689835.0,https://anaconda.org/conda-forge/pytest-asyncio,2024-01-31 14:59:09.016,1862446.0,2.0,2024-02-06 19:33:01.000,1803.0,181.0,,,,,,,,,,,,,,,,
62,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2024-02-05 18:24:55.000000,2024-01-19 17:05:01,1683.0,34.0,216.0,27.0,459.0,467.0,798.0,2023-10-02 15:14:31.000,8.0.4,85.0,132.0,34,True,,87.0,setuptools_scm,conda-forge/setuptools_scm,,834.0,,https://pypi.org/project/setuptools_scm,26649165.0,26696228.0,https://anaconda.org/conda-forge/setuptools_scm,2023-10-04 14:19:42.239,2117857.0,3.0,2023-10-02 15:14:31.000,834.0,,,,,,,,,,,,,,,,,
63,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-2-Clause,2011-12-14 15:33:15.000,2024-02-05 16:54:31.000000,2024-01-31 00:34:09,1151.0,25.0,137.0,23.0,331.0,218.0,771.0,2024-01-28 23:44:12.000,0.14.1,31.0,77.0,34,True,,51.0,nose2,conda-forge/nose2,,25676.0,24547.0,https://pypi.org/project/nose2,726285.0,728118.0,https://anaconda.org/conda-forge/nose2,2023-06-16 16:08:37.386,126525.0,2.0,2024-01-28 23:44:12.000,1129.0,,,,,,,,,,,,,,,,,
64,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2024-02-05 13:33:18.000000,2024-02-05 11:07:38,10139.0,30.0,5621.0,1091.0,378.0,5050.0,29877.0,2024-02-05 11:07:46.000,1.8.2,102.0,134.0,33,True,,62.0,sqlmap,,,31.0,21.0,https://pypi.org/project/sqlmap,9609.0,9609.0,,,,2.0,2024-02-05 11:07:46.000,10.0,,,,,,,,,,,,,,,,,
65,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2024-02-07 21:45:51.000000,2024-02-06 21:25:40,3134.0,66.0,357.0,92.0,289.0,274.0,10877.0,2024-01-28 17:09:09.000,1.5.34,56.0,45.0,33,True,,153.0,scalene,,,577.0,577.0,https://pypi.org/project/scalene,31318.0,31318.0,,,,2.0,,,,,,,,,,,,,,,,,,,
66,pytype,google/pytype,type-checkers,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2024-02-08 01:25:57.000000,2024-02-08 01:25:54,6487.0,134.0,278.0,56.0,898.0,532.0,4479.0,2024-01-25 00:13:11.000,2024.1.24,196.0,100.0,33,True,,147.0,pytype,conda-forge/pytype,,153.0,,https://pypi.org/project/pytype,636509.0,640819.0,https://anaconda.org/conda-forge/pytype,2024-01-25 06:16:44.828,189660.0,3.0,2024-01-25 00:13:11.000,153.0,,,,,,,,,,,,,,,,,
67,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2024-01-19 19:55:57.000000,2024-01-19 19:55:53,752.0,12.0,176.0,26.0,152.0,176.0,2910.0,2024-01-19 19:44:22.000,2.11,51.0,41.0,33,True,,27.0,vulture,conda-forge/vulture,,4601.0,4322.0,https://pypi.org/project/vulture,585971.0,586836.0,https://anaconda.org/conda-forge/vulture,2023-06-16 13:24:21.364,77851.0,2.0,2024-01-19 19:42:34.000,279.0,,,,,,,,,,,,,,,,,
68,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,,2017-08-26 04:11:53.000,2024-02-07 23:58:02.000000,2024-02-07 23:58:01,4381.0,72.0,249.0,45.0,43.0,1381.0,2750.0,2024-01-26 23:25:12.000,8.4.7,100.0,33.0,33,False,,9.0,pyarmor,,,1096.0,1096.0,https://pypi.org/project/pyarmor,150224.0,150224.0,,,,2.0,,,,,,,,,,,,,,,,,,,
69,pex,pantsbuild/pex,packaging,"A tool for generating .pex (Python EXecutable) files, lock files and venvs.",,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2024-02-07 14:52:57.000000,2024-02-07 14:51:33,1438.0,35.0,243.0,56.0,1220.0,942.0,2421.0,2024-02-07 14:54:17.000,2.1.163,100.0,119.0,33,True,,152.0,pex,,,547.0,547.0,https://pypi.org/project/pex,1617365.0,1750369.0,,,,2.0,,,3325103.0,,,,,,,,,,,,,,,,
70,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2024-02-08 02:02:05.000000,2024-02-07 22:45:45,3784.0,242.0,303.0,45.0,841.0,571.0,2244.0,2024-02-06 06:05:56.000,0.3.17,27.0,136.0,33,True,,122.0,briefcase,,,521.0,521.0,https://pypi.org/project/briefcase,9457.0,9461.0,,,,2.0,,,238.0,,,,,,,,,,,,,,,,
71,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/landscapeio/prospector,https://github.com/landscapeio/prospector,GPL-2.0,2013-08-05 07:26:30.000,2024-02-06 02:45:23.000000,2023-10-18 06:21:56,1396.0,,174.0,36.0,279.0,315.0,1894.0,2023-10-18 06:23:27.000,1.10.3,125.0,90.0,33,True,landscapeio/prospector,58.0,prospector,conda-forge/prospector,,5465.0,4758.0,https://pypi.org/project/prospector,735530.0,738073.0,https://anaconda.org/conda-forge/prospector,2023-10-19 14:14:48.980,99206.0,1.0,2023-10-18 06:23:27.000,707.0,,,,,,,,,,,,,,,,,
72,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2024-02-07 21:01:37.000000,2024-02-07 14:44:49,2091.0,106.0,429.0,69.0,1543.0,976.0,1691.0,2024-02-07 10:08:25.000,1.40.2,124.0,203.0,33,True,,145.0,sentry-sdk,conda-forge/sentry-sdk,,,,https://pypi.org/project/sentry-sdk,27524598.0,27541108.0,https://anaconda.org/conda-forge/sentry-sdk,2024-02-07 12:42:46.859,722349.0,2.0,,,3829.0,,,,,,,,,,,,,,,,
73,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2023-12-20 13:33:36.000000,2023-10-05 17:12:04,684.0,,191.0,37.0,166.0,136.0,1658.0,2023-05-12 08:13:47.000,1.8.0,72.0,93.0,33,True,,55.0,nodeenv,conda-forge/nodeenv,,73835.0,72876.0,https://pypi.org/project/nodeenv,18947693.0,18992763.0,https://anaconda.org/conda-forge/nodeenv,2023-06-16 13:21:50.931,3470455.0,2.0,2023-05-12 08:10:47.532,959.0,,,,,,,,,,,,,,,,,
74,typeguard,agronholm/typeguard,type-checkers,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,,2015-12-27 23:15:37.000,2024-02-05 20:16:08.000000,2024-02-05 20:16:07,588.0,11.0,95.0,23.0,123.0,279.0,1393.0,2023-09-11 07:31:36.000,4.1.5,26.0,34.0,33,False,,21.0,typeguard,conda-forge/typeguard,,20933.0,20933.0,https://pypi.org/project/typeguard,11783191.0,11794118.0,https://anaconda.org/conda-forge/typeguard,2023-10-24 19:46:37.353,480826.0,3.0,,,,,,,,,,,,,,,,,,,
75,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/jazzband/prettytable,https://github.com/jazzband/prettytable,,2016-01-15 02:39:17.000,2024-02-03 14:42:13.000000,2024-02-03 14:42:13,573.0,50.0,139.0,22.0,156.0,91.0,1203.0,2023-09-11 14:02:21.000,3.9.0,21.0,55.0,33,False,,34.0,prettytable,conda-forge/prettytable,,54361.0,54361.0,https://pypi.org/project/prettytable,11949976.0,11983187.0,https://anaconda.org/conda-forge/prettytable,2023-09-11 20:34:41.890,1295248.0,2.0,,,,,,,,,,,,,,,,,,,
76,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2024-01-25 09:16:59.000000,2024-01-25 09:16:55,1094.0,40.0,141.0,22.0,71.0,213.0,835.0,2023-12-18 13:26:55.000,4.3.2,106.0,45.0,33,True,,4.0,progressbar2,conda-forge/progressbar2,,1610.0,,https://pypi.org/project/progressbar2,24315682.0,24341410.0,https://anaconda.org/conda-forge/progressbar2,2023-12-21 22:48:56.610,1130858.0,2.0,2023-12-18 13:26:48.000,1610.0,2154.0,,,,,,,,,,,6.0,,,,,
77,asv,airspeed-velocity/asv,testing,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,,https://github.com/airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2024-02-06 18:46:30.000000,2024-02-04 17:44:41,2396.0,53.0,166.0,22.0,805.0,443.0,818.0,2023-09-11 14:23:39.000,0.6.1,14.0,80.0,33,True,,128.0,asv,conda-forge/asv,,1062.0,1062.0,https://pypi.org/project/asv,88351.0,105316.0,https://anaconda.org/conda-forge/asv,2023-10-03 19:44:19.217,763385.0,2.0,,,160.0,,,,,,,,,,,,,,,,
78,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2024-02-05 14:29:49.000000,2024-01-13 17:27:19,317.0,4.0,946.0,231.0,118.0,105.0,16175.0,2024-01-05 13:51:59.000,1.2.0,59.0,27.0,32,True,,27.0,pysnooper,conda-forge/pysnooper,,1746.0,1690.0,https://pypi.org/project/pysnooper,374693.0,376470.0,https://anaconda.org/conda-forge/pysnooper,2023-07-27 14:52:53.379,72861.0,1.0,2023-07-15 15:06:01.470,56.0,,,,,,,,,,,,,,,,,
79,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2024-02-08 02:45:29.000000,2024-02-06 16:20:59,1151.0,37.0,384.0,57.0,335.0,132.0,11869.0,2023-12-04 20:37:33.000,1.11.0,19.0,43.0,32,True,,21.0,memray,conda-forge/memray,,317.0,298.0,https://pypi.org/project/memray,374576.0,378667.0,https://anaconda.org/conda-forge/memray,2023-10-05 21:58:12.929,90006.0,2.0,2023-12-04 20:37:33.000,19.0,,,,,,,,,,,,,,,,,
80,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2024-01-22 21:37:09.000000,2023-12-16 00:50:19,486.0,6.0,377.0,111.0,314.0,190.0,11508.0,2022-09-07 21:58:56.000,0.3.14,20.0,37.0,32,True,,144.0,py-spy,conda-forge/py-spy,,3561.0,3561.0,https://pypi.org/project/py-spy,1969453.0,1979883.3333333333,https://anaconda.org/conda-forge/py-spy,2023-06-16 16:18:45.113,507099.0,2.0,,,15201.0,,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,403.3333333333333,409452.0,
81,xonsh,xonsh/xonsh,shell,"Python-powered, cross-platform, Unix-gazing shell.",,https://github.com/xonsh/xonsh,https://github.com/xonsh/xonsh,BSD-1-Clause,2015-01-21 22:05:27.000,2024-02-05 23:29:46.000000,2024-02-05 23:29:45,10497.0,29.0,634.0,105.0,2602.0,2209.0,7538.0,2024-01-16 14:00:03.000,0.14.4,126.0,323.0,32,False,,287.0,xonsh,,,98.0,,https://pypi.org/project/xonsh,25372.0,25475.0,,,,1.0,2024-01-16 14:00:03.000,98.0,9644.0,,,,,,,,,,,,,,,,
82,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2024-02-06 09:58:00.000000,2024-02-06 09:57:53,950.0,11.0,214.0,53.0,156.0,115.0,5933.0,2023-10-12 08:46:13.000,4.6.0,32.0,55.0,32,True,,20.0,pyinstrument,conda-forge/pyinstrument,,2012.0,2012.0,https://pypi.org/project/pyinstrument,762153.0,768951.0,https://anaconda.org/conda-forge/pyinstrument,2024-01-26 23:44:31.158,285555.0,2.0,,,,,,,,,,,,,,,,,,,
83,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2024-01-16 12:36:07.000000,2023-10-08 03:21:32,337.0,,360.0,56.0,177.0,108.0,5639.0,2023-04-14 07:11:09.000,0.4.13,6.0,60.0,32,True,,147.0,pipreqs,conda-forge/pipreqs,,26738.0,26738.0,https://pypi.org/project/pipreqs,571044.0,571567.0,https://anaconda.org/conda-forge/pipreqs,2023-06-16 13:23:05.413,46553.0,3.0,,,,,,,,,,,,,,,,,,,
84,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2024-02-07 11:18:16.000000,2024-02-07 09:43:18,1002.0,10.0,378.0,41.0,496.0,395.0,3349.0,2023-07-19 09:04:00.000,3.3.0,43.0,130.0,32,True,,195.0,factory_boy,conda-forge/factory_boy,,846.0,,https://pypi.org/project/factory_boy,3767704.0,3771140.0,https://anaconda.org/conda-forge/factory_boy,2023-07-19 13:42:09.417,140886.0,2.0,2023-07-19 09:04:00.000,846.0,,,,,,,,,,,,,,,,,
85,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2024-01-08 22:40:26.000000,2024-01-08 22:40:25,1156.0,8.0,167.0,35.0,512.0,401.0,3186.0,2023-10-07 18:35:56.000,3.15.0,166.0,35.0,32,True,,15.0,pyupgrade,conda-forge/pyupgrade,,196.0,,https://pypi.org/project/pyupgrade,550321.0,563956.0,https://anaconda.org/conda-forge/pyupgrade,2023-10-07 20:00:06.902,613611.0,2.0,2023-10-07 18:35:56.000,196.0,,,,,,,,,,,,,,,,,
