,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_latest_release_published_at,pypi_dependent_project_count,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
43,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2023-11-02 08:34:45.000,2023-11-02 08:34:44,2481.0,81.0,263.0,31.0,815.0,44.0,1255.0,5465.0,2023-10-26 02:22:24.000,2.10.0,177.0,148.0,35,True,,pdm,conda-forge/pdm,,229.0,182.0,https://pypi.org/project/pdm,547827.0,555750.0,https://anaconda.org/conda-forge/pdm,2023-10-26 05:07:00.063,206015.0,2.0,2023-10-26 02:22:19.000,47.0,4.0,,,,,,,,,,,,,,,,
44,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2023-09-23 23:30:59.000,2023-09-23 23:30:57,3698.0,2.0,352.0,93.0,245.0,375.0,402.0,4107.0,2023-07-12 18:05:35.085,2.2.0,65.0,60.0,35,True,,invoke,conda-forge/invoke,,25743.0,22957.0,https://pypi.org/project/invoke,6500850.0,6528588.0,https://anaconda.org/conda-forge/invoke,2023-07-13 01:13:36.486,943113.0,2.0,2023-07-12 18:05:35.085,2786.0,,,,,,,,,,,,,,,,,
45,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2023-11-01 06:05:43.000,2023-11-01 06:05:38,2305.0,61.0,376.0,29.0,1699.0,111.0,961.0,2312.0,2023-05-31 14:30:27.000,0.18.0,56.0,183.0,35,True,,wemake-python-styleguide,,,15597.0,15550.0,https://pypi.org/project/wemake-python-styleguide,171787.0,171787.0,,,,1.0,2020-01-19 11:56:48.000,47.0,,,,,,,,,,,,,,,,,
46,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2023-11-01 17:27:06.000,2023-10-30 04:25:15,3181.0,29.0,187.0,28.0,356.0,79.0,234.0,1706.0,2023-09-28 02:02:47.000,1.10.0,91.0,79.0,35,True,,rope,conda-forge/rope,,71479.0,69840.0,https://pypi.org/project/rope,805254.0,841187.0,https://anaconda.org/conda-forge/rope,2023-09-28 04:24:54.952,1329530.0,1.0,2023-09-28 02:02:47.000,1639.0,,,,,,,,,,,,,,,,,
47,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2023-10-15 13:01:19.000,2023-05-24 18:28:10,920.0,,199.0,39.0,240.0,135.0,239.0,1553.0,,,20.0,86.0,35,True,,pytest-cov,conda-forge/pytest-cov,['pytest'],282009.0,282009.0,https://pypi.org/project/pytest-cov,41333764.0,41440853.0,https://anaconda.org/conda-forge/pytest-cov,2023-06-16 13:15:36.736,9852192.0,1.0,,,,,,,,,,,,,,,,,,,
48,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2023-10-26 03:07:36.000,2023-10-23 01:45:10,1083.0,4.0,300.0,38.0,537.0,50.0,424.0,1478.0,2022-12-01 01:51:31.000,4.0.2,52.0,117.0,35,True,,twine,conda-forge/twine,,112019.0,96526.0,https://pypi.org/project/twine,3842375.0,3852535.0,https://anaconda.org/conda-forge/twine,2023-06-16 13:23:13.063,883980.0,2.0,2022-12-01 01:49:17.129,15493.0,,,,,,,,,,,,,,,,,
49,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000,2023-10-04 13:00:31.000,2023-10-03 15:46:09,1327.0,40.0,161.0,35.0,185.0,47.0,136.0,1451.0,2023-10-03 15:11:19.000,1.7.0,44.0,78.0,35,True,,logbook,conda-forge/logbook,,6247.0,5054.0,https://pypi.org/project/logbook,4019345.0,4023221.0,https://anaconda.org/conda-forge/logbook,2023-10-03 21:18:01.244,158814.0,2.0,2023-10-03 15:11:19.000,1193.0,333.0,,,,,,,,,,,,,,,,
50,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2023-09-27 11:36:48.000,2023-07-31 23:20:08,562.0,,166.0,29.0,295.0,38.0,456.0,1303.0,,,16.0,84.0,35,True,,pyflakes,conda-forge/pyflakes,,252191.0,252191.0,https://pypi.org/project/pyflakes,26965666.0,27181076.0,https://anaconda.org/conda-forge/pyflakes,2023-07-29 18:48:34.199,6893132.0,1.0,,,,,,,,,,,,,,,,,,,
51,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,,2011-12-04 08:49:15.000,2023-11-01 16:28:51.000,2023-11-01 09:28:02,5229.0,97.0,1386.0,502.0,770.0,210.0,1498.0,23717.0,2023-05-18 15:52:21.000,3.4.0.2,34.0,177.0,34,False,,glances,conda-forge/glances,,739.0,739.0,https://pypi.org/project/glances,137186.0,139463.0,https://anaconda.org/conda-forge/glances,2023-06-05 20:53:05.651,208190.0,1.0,,,1551.0,,,,,,,,,,,,,,,,
52,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2023-10-30 17:05:43.000,2023-10-30 17:05:41,678.0,24.0,799.0,124.0,767.0,41.0,1115.0,9553.0,2023-10-17 19:43:41.000,1.39.0,104.0,33.0,34,True,,playwright,,,355.0,21.0,https://pypi.org/project/playwright,2317411.0,2317411.0,,,,2.0,2023-10-17 19:43:41.000,334.0,,,,,,,,,,,,,,,,,
53,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2023-10-16 16:49:29.444,2023-06-07 11:16:23,408.0,,1094.0,187.0,157.0,432.0,227.0,8804.0,,,12.0,52.0,34,True,,pyautogui,conda-forge/pyautogui,,28073.0,28073.0,https://pypi.org/project/pyautogui,736546.0,742259.0,https://anaconda.org/conda-forge/pyautogui,2023-10-16 16:49:29.444,211402.0,2.0,,,,,,,,,,,,,,,,,,,
54,mimesis,lk-geimfari/mimesis,testing,Mimesis is a powerful Python library that empowers developers to generate massive amounts of synthetic data efficiently.,,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2023-11-01 10:32:23.000,2023-10-30 16:31:41,2550.0,50.0,306.0,62.0,1074.0,9.0,319.0,4092.0,2023-08-19 20:40:36.000,11.1.0,51.0,117.0,34,True,,mimesis,conda-forge/mimesis,,1530.0,1530.0,https://pypi.org/project/mimesis,155882.0,159965.0,https://anaconda.org/conda-forge/mimesis,2023-08-19 22:03:10.196,163149.0,2.0,,,514.0,,,,,,,,,,,,,,,,
55,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/landscapeio/prospector,https://github.com/landscapeio/prospector,GPL-2.0,2013-08-05 07:26:30.000,2023-10-19 14:14:48.980,2023-10-18 06:21:56,1396.0,13.0,163.0,35.0,273.0,56.0,312.0,1863.0,2023-10-18 06:22:58.000,1.10.3,53.0,90.0,34,True,landscapeio/prospector,prospector,conda-forge/prospector,,4602.0,4602.0,https://pypi.org/project/prospector,1066822.0,1069402.0,https://anaconda.org/conda-forge/prospector,2023-10-19 14:14:48.980,92909.0,1.0,,,,,,,,,,,,,,,,,,,
56,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-09-24 19:23:46.000,2023-10-30 01:41:15.000,2023-10-30 01:41:15,8880.0,107.0,285.0,62.0,1035.0,658.0,2739.0,1819.0,2023-03-21 16:25:11.000,4.5.2,32.0,155.0,34,True,,scons,conda-forge/scons,,62.0,,https://pypi.org/project/scons,370613.0,383698.0,https://anaconda.org/conda-forge/scons,2023-09-22 18:37:33.979,509399.0,2.0,2022-07-30 21:23:00.222,62.0,1398.0,,,,,,,,,,,,,,,,
57,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2023-10-31 07:15:49.000,2023-10-24 11:32:02,584.0,21.0,129.0,34.0,246.0,12.0,136.0,1671.0,2023-10-19 16:26:09.000,3.12.0,40.0,67.0,34,True,,pytest-mock,conda-forge/pytest-mock,['pytest'],69823.0,69823.0,https://pypi.org/project/pytest-mock,14147965.0,14205751.0,https://anaconda.org/conda-forge/pytest-mock,2023-10-19 18:22:47.849,2369255.0,2.0,,,10.0,,,,,,,,,,,,,,,,
58,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-2-Clause,2011-12-14 15:33:15.000,2023-10-30 16:54:45.000,2023-10-04 23:09:46,1124.0,10.0,137.0,23.0,319.0,52.0,217.0,760.0,2023-10-04 23:07:52.000,0.14.0,30.0,76.0,34,True,,nose2,conda-forge/nose2,,25155.0,24030.0,https://pypi.org/project/nose2,681054.0,682882.0,https://anaconda.org/conda-forge/nose2,2023-06-16 16:08:37.386,120649.0,2.0,2023-10-04 23:07:52.000,1125.0,,,,,,,,,,,,,,,,,
59,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2023-10-31 14:16:17.000,2023-10-31 14:16:15,10109.0,23.0,5372.0,1092.0,363.0,63.0,5006.0,28689.0,2023-10-06 17:56:37.000,1.7.10,96.0,130.0,33,True,,sqlmap,,,30.0,21.0,https://pypi.org/project/sqlmap,10849.0,10849.0,,,,2.0,2023-10-06 17:56:37.000,9.0,,,,,,,,,,,,,,,,,
60,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2023-11-01 20:12:24.000,2023-10-23 11:00:02,588.0,15.0,298.0,77.0,474.0,125.0,479.0,7087.0,2023-10-23 10:34:43.000,1.2.1,25.0,105.0,33,True,,pipx,conda-forge/pipx,,1530.0,1530.0,https://pypi.org/project/pipx,1822583.0,1824561.0,https://anaconda.org/conda-forge/pipx,2023-10-23 20:34:38.730,37650.0,3.0,,,17467.0,,,,,,,,,,,,,,,,
61,pyre-check,facebook/pyre-check,type-checkers,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2023-11-01 18:53:37.000,2023-11-01 18:49:07,14917.0,418.0,408.0,111.0,396.0,119.0,257.0,6524.0,2023-02-14 00:24:14.000,0.9.18,11.0,251.0,33,True,,pyre-check,,,21.0,21.0,https://pypi.org/project/pyre-check,74402.0,74402.0,,,,3.0,,,,,,,,,,,,,,,,,,,
62,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2023-10-23 21:48:42.000,2023-10-23 21:48:41,1146.0,49.0,167.0,36.0,507.0,15.0,391.0,2905.0,2023-10-07 18:35:56.000,3.15.0,166.0,35.0,33,True,,pyupgrade,conda-forge/pyupgrade,,160.0,,https://pypi.org/project/pyupgrade,458747.0,472984.0,https://anaconda.org/conda-forge/pyupgrade,2023-10-07 20:00:06.902,597973.0,2.0,2023-10-07 18:35:56.000,160.0,,,,,,,,,,,,,,,,,
63,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,,2017-08-26 04:11:53.000,2023-11-02 13:50:26.000,2023-11-02 13:50:17,4300.0,128.0,244.0,44.0,40.0,8.0,1302.0,2560.0,2023-10-30 00:51:41.000,8.4.2,100.0,31.0,33,False,,pyarmor,,,988.0,988.0,https://pypi.org/project/pyarmor,159229.0,159229.0,,,,2.0,,,,,,,,,,,,,,,,,,,
64,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2023-10-19 11:12:20.000,2023-04-30 10:08:19,610.0,,141.0,20.0,94.0,83.0,132.0,1814.0,2022-10-06 17:23:25.701,0.9.0,27.0,84.0,33,True,,tabulate,conda-forge/tabulate,,154033.0,145897.0,https://pypi.org/project/tabulate,50271725.0,50338269.0,https://anaconda.org/conda-forge/tabulate,2023-06-16 13:16:13.524,5988981.0,2.0,2022-10-06 17:23:25.701,8136.0,,,,,,,,,,,,,,,,,
65,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2023-10-09 11:59:37.000,2023-02-28 17:40:55,262.0,,214.0,27.0,86.0,12.0,89.0,1573.0,2023-02-21 17:40:52.893,2.0.7,27.0,63.0,33,True,,python-json-logger,conda-forge/python-json-logger,,71796.0,70952.0,https://pypi.org/project/python-json-logger,19928790.0,20010209.0,https://anaconda.org/conda-forge/python-json-logger,2023-06-16 13:23:58.542,6432112.0,2.0,2023-02-21 17:40:52.893,844.0,,,,,,,,,,,,,,,,,
66,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2023-06-16 13:17:32.308,2016-03-04 01:16:26,1004.0,,387.0,48.0,261.0,452.0,465.0,1358.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,33,False,,nose,conda-forge/nose,,191754.0,146994.0,https://pypi.org/project/nose,5023418.0,5056529.0,https://anaconda.org/conda-forge/nose,2023-06-16 13:17:32.308,2980071.0,2.0,2015-06-02 09:12:36.000,44760.0,,,,,,,,,,,,,,,,,
67,typeguard,agronholm/typeguard,type-checkers,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,,2015-12-27 23:15:37.000,2023-10-30 17:52:36.000,2023-10-23 22:00:54,576.0,37.0,95.0,21.0,112.0,15.0,276.0,1324.0,2023-09-11 07:31:36.000,4.1.5,26.0,33.0,33,False,,typeguard,conda-forge/typeguard,,18709.0,18709.0,https://pypi.org/project/typeguard,10357554.0,10368329.0,https://anaconda.org/conda-forge/typeguard,2023-10-24 19:46:37.353,441788.0,3.0,,,,,,,,,,,,,,,,,,,
68,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2023-11-01 22:34:29.000,2023-10-29 12:08:28,1072.0,18.0,198.0,56.0,330.0,139.0,202.0,1220.0,2023-10-10 20:02:40.000,7.0.0,96.0,58.0,33,True,,pytest-bdd,conda-forge/pytest-bdd,['pytest'],3287.0,3102.0,https://pypi.org/project/pytest-bdd,763838.0,773085.0,https://anaconda.org/conda-forge/pytest-bdd,2023-10-10 21:40:59.858,55487.0,2.0,2023-10-10 20:02:40.000,185.0,,,,,,,,,,,,,,,,,
69,asv,airspeed-velocity/asv,testing,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,,https://github.com/airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2023-10-10 22:17:49.000,2023-09-11 04:46:13,2341.0,120.0,161.0,21.0,793.0,131.0,426.0,807.0,2023-09-11 14:23:39.000,0.6.1,14.0,76.0,33,True,,asv,conda-forge/asv,,1010.0,1010.0,https://pypi.org/project/asv,76985.0,94889.0,https://anaconda.org/conda-forge/asv,2023-10-03 19:44:19.217,751947.0,2.0,,,159.0,,,,,,,,,,,,,,,,
70,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,,2015-04-14 19:22:42.000,2023-11-01 22:18:47.000,2023-11-01 16:50:26,498.0,20.0,213.0,25.0,360.0,133.0,231.0,628.0,2023-09-14 07:11:29.000,4.0.2,21.0,53.0,33,False,,pytest-html,conda-forge/pytest-html,['pytest'],40496.0,40496.0,https://pypi.org/project/pytest-html,4178748.0,4192340.0,https://anaconda.org/conda-forge/pytest-html,2023-06-28 12:16:30.274,489314.0,2.0,,,,,,,,,,,,,,,,,,,
71,memray,bloomberg/memray,profiling,The endgame Python memory profiler.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2023-11-01 20:37:34.000,2023-10-24 01:56:41,1101.0,37.0,362.0,57.0,297.0,17.0,121.0,11361.0,2023-10-05 16:24:07.000,1.10.0,18.0,39.0,32,True,,memray,conda-forge/memray,,235.0,224.0,https://pypi.org/project/memray,347052.0,351108.0,https://anaconda.org/conda-forge/memray,2023-10-05 21:58:12.929,77072.0,2.0,2023-10-05 16:24:07.000,11.0,,,,,,,,,,,,,,,,,
72,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2023-10-31 18:07:59.000,2023-10-23 21:50:31,479.0,4.0,371.0,112.0,304.0,133.0,189.0,11055.0,2022-09-07 21:58:56.000,0.3.14,20.0,34.0,32,True,,py-spy,conda-forge/py-spy,,3174.0,3174.0,https://pypi.org/project/py-spy,2257746.0,2268260.3333333335,https://anaconda.org/conda-forge/py-spy,2023-06-16 16:18:45.113,490055.0,2.0,,,14316.0,,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,238.33333333333334,408127.0,
73,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2023-10-27 18:06:50.000,2023-10-27 18:06:50,3068.0,82.0,334.0,87.0,264.0,144.0,260.0,10256.0,2023-09-15 20:38:44.000,1.5.31.1,51.0,43.0,32,True,,scalene,,,543.0,543.0,https://pypi.org/project/scalene,29048.0,29048.0,,,,2.0,,,,,,,,,,,,,,,,,,,
74,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2023-10-28 20:01:34.000,2023-10-12 08:45:32,935.0,40.0,206.0,56.0,150.0,19.0,109.0,5636.0,2023-10-12 08:46:13.000,4.6.0,30.0,52.0,32,True,,pyinstrument,conda-forge/pyinstrument,,1788.0,1788.0,https://pypi.org/project/pyinstrument,791222.0,798015.0,https://anaconda.org/conda-forge/pyinstrument,2023-10-13 07:38:06.601,264931.0,2.0,,,,,,,,,,,,,,,,,,,
75,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2023-10-14 08:25:25.000,2023-10-11 10:07:31,992.0,8.0,378.0,41.0,487.0,195.0,395.0,3220.0,2023-07-19 09:04:00.000,3.3.0,43.0,129.0,32,True,,factory_boy,conda-forge/factory_boy,,805.0,,https://pypi.org/project/factory_boy,3447977.0,3451608.0,https://anaconda.org/conda-forge/factory_boy,2023-07-19 13:42:09.417,138013.0,2.0,2023-07-19 09:04:00.000,805.0,,,,,,,,,,,,5.0,,,,,
76,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2023-10-06 15:53:30.000,2023-10-06 15:53:20,740.0,23.0,140.0,27.0,144.0,20.0,171.0,2805.0,2023-10-06 15:53:34.000,2.10,50.0,37.0,32,True,,vulture,conda-forge/vulture,,4383.0,4121.0,https://pypi.org/project/vulture,497636.0,498507.0,https://anaconda.org/conda-forge/vulture,2023-06-16 13:24:21.364,75844.0,2.0,2023-10-06 15:53:22.000,262.0,,,,,,,,,,,,,,,,,
77,pex,pantsbuild/pex,packaging,"A tool for generating .pex (Python EXecutable) files, lock files and venvs.",,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2023-10-13 07:38:58.000,2023-10-13 07:38:57,1390.0,31.0,244.0,56.0,1173.0,160.0,917.0,2384.0,2023-10-02 04:57:59.000,2.1.148,237.0,117.0,32,True,,pex,,,139.0,,https://pypi.org/project/pex,956443.0,1093007.0,,,,2.0,2023-10-02 04:57:59.000,139.0,3550687.0,,,,,,,,,,,,,,,,
78,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2023-11-01 09:00:38.000,2023-11-01 09:00:37,979.0,19.0,205.0,27.0,288.0,16.0,325.0,1652.0,2023-09-10 21:22:11.000,14.1.0,100.0,55.0,32,True,,pdoc,,,2588.0,2267.0,https://pypi.org/project/pdoc,157116.0,157116.0,,,,2.0,2023-09-10 21:22:11.000,321.0,,,,,,,,,,,,,,,,,
79,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2023-10-23 13:45:06.000,2023-10-05 17:12:04,684.0,2.0,184.0,36.0,159.0,55.0,135.0,1631.0,2023-05-12 08:13:47.000,1.8.0,72.0,93.0,32,True,,nodeenv,conda-forge/nodeenv,,64133.0,63181.0,https://pypi.org/project/nodeenv,16602097.0,16646456.0,https://anaconda.org/conda-forge/nodeenv,2023-06-16 13:21:50.931,3282566.0,2.0,2023-05-12 08:10:47.532,952.0,,,,,,,,,,,,,,,,,
80,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2023-10-28 16:17:40.000,2023-10-28 16:12:11,609.0,21.0,96.0,14.0,168.0,46.0,322.0,1399.0,2023-09-02 09:32:18.000,0.23.0,51.0,40.0,32,True,,mkdocstrings,conda-forge/mkdocstrings,['mkdocs'],10071.0,9642.0,https://pypi.org/project/mkdocstrings,613318.0,615896.0,https://anaconda.org/conda-forge/mkdocstrings,2023-09-02 18:04:24.292,95393.0,2.0,2023-09-02 09:32:07.000,429.0,,,,,,,,,,,,,,,,,
81,cx_Freeze,marcelotduarte/cx_Freeze,packaging,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",,https://github.com/marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,PSF-2.0,2017-01-22 04:25:52.000,2023-11-02 08:31:41.000,2023-11-02 08:17:59,1768.0,100.0,203.0,28.0,1115.0,45.0,836.0,1155.0,2023-10-24 14:56:23.000,6.15.10,81.0,107.0,32,True,,cx_freeze,conda-forge/cx_freeze,,51.0,,https://pypi.org/project/cx_freeze,143671.0,150201.0,https://anaconda.org/conda-forge/cx_freeze,2023-10-24 20:14:19.337,274262.0,2.0,2023-10-24 14:56:23.000,51.0,,,,,,,,,,,,5.0,,,,,
82,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2023-11-02 08:20:58.000,2023-11-01 16:38:59,745.0,2.0,183.0,19.0,317.0,113.0,225.0,1106.0,2023-01-17 20:28:28.000,6.3.0,17.0,92.0,32,True,,pydocstyle,conda-forge/pydocstyle,,59827.0,59827.0,https://pypi.org/project/pydocstyle,4410246.0,4429178.0,https://anaconda.org/conda-forge/pydocstyle,2023-06-16 13:18:02.967,1666079.0,2.0,,,69.0,,,,,,,,,,,,,,,,
83,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2023-10-03 01:50:38.000,2023-10-03 01:50:36,969.0,104.0,100.0,22.0,68.0,9.0,205.0,830.0,2022-10-26 13:49:10.642,4.2.0,103.0,43.0,32,True,,progressbar2,conda-forge/progressbar2,,1577.0,,https://pypi.org/project/progressbar2,20452526.0,20464777.0,https://anaconda.org/conda-forge/progressbar2,2023-06-16 13:18:55.458,1039040.0,2.0,2022-11-01 15:41:03.059,1577.0,2085.0,,,,,,,,,,,,,,,,
84,executing,alexmojaki/executing,ast,"Get information about what a Python frame is currently doing, particularly the AST node being executed.",,https://github.com/alexmojaki/executing,https://github.com/alexmojaki/executing,MIT,2019-05-25 08:22:26.000,2023-10-29 11:48:33.889,2023-10-29 10:15:06,468.0,32.0,27.0,10.0,41.0,20.0,25.0,278.0,2023-10-29 10:17:10.000,2.0.1,33.0,9.0,32,True,,executing,conda-forge/executing,,119297.0,119115.0,https://pypi.org/project/executing,21006399.0,21267185.0,https://anaconda.org/conda-forge/executing,2023-10-29 11:48:33.889,9649094.0,1.0,2023-10-29 10:17:10.000,182.0,,,,,,,,,,,,,,,,,
85,xonsh,xonsh/xonsh,shell,"Python-powered, cross-platform, Unix-gazing shell.",,https://github.com/xonsh/xonsh,https://github.com/xonsh/xonsh,BSD-1-Clause,2015-01-21 22:05:27.000,2023-10-30 17:40:33.000,2023-10-25 20:26:04,10467.0,18.0,614.0,106.0,2581.0,269.0,2199.0,7364.0,2023-08-16 07:03:44.000,0.14.1,123.0,317.0,31,False,,xonsh,,,97.0,,https://pypi.org/project/xonsh,6679.0,6767.0,,,,1.0,2023-08-16 07:03:44.000,97.0,9248.0,,,,,,,,,,,,,,,,
