,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
43,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2024-02-22 09:51:19.000000,2024-02-21 16:41:24,727.0,39.0,855.0,127.0,828.0,1189.0,10190.0,2024-02-06 21:00:19.000,1.41.2,108.0,36.0,36,True,,39.0,playwright,,,,2546438.0,13776.0,13301.0,https://pypi.org/project/playwright,2024-02-06 21:00:19.000,475.0,2546438.0,,,,2.0,,,,,,,,,,,,,,,,
44,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2024-01-25 23:51:52.000000,2023-06-07 11:16:23,408.0,,1141.0,188.0,159.0,229.0,9274.0,2023-05-24 20:13:07.561,0.9.54,51.0,52.0,36,True,,455.0,pyautogui,conda-forge/pyautogui,,,696374.0,32662.0,31753.0,https://pypi.org/project/pyautogui,2023-05-24 20:13:07.561,909.0,690944.0,https://anaconda.org/conda-forge/pyautogui,2023-10-16 16:49:29.444,217204.0,2.0,,,,,,,,,,,,,,,,
45,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2024-02-20 07:58:49.000000,2024-02-20 07:58:48,693.0,102.0,343.0,75.0,575.0,597.0,8211.0,2024-01-16 16:21:09.000,1.4.3,33.0,131.0,36,True,,57.0,pipx,conda-forge/pipx,,40293.0,4438833.0,1878.0,1878.0,https://pypi.org/project/pipx,,,4436408.0,https://anaconda.org/conda-forge/pipx,2024-01-17 09:19:13.109,43655.0,2.0,,,,,,,,,,,,,,,,
46,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2024-02-22 04:33:52.000000,2024-02-22 04:29:30,2612.0,99.0,311.0,29.0,905.0,1401.0,6182.0,2024-02-01 05:03:18.000,2.12.3,188.0,167.0,36,True,,45.0,pdm,conda-forge/pdm,,4.0,730360.0,316.0,244.0,https://pypi.org/project/pdm,2024-02-01 05:03:11.000,72.0,721977.0,https://anaconda.org/conda-forge/pdm,2024-02-01 06:53:12.992,243132.0,2.0,,,,,,,,,,,,,,,,
47,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2024-02-22 01:33:32.000000,2024-02-18 19:41:36,24727.0,447.0,1493.0,200.0,5795.0,879.0,5149.0,2024-01-25 19:46:24.000,3.11.0,64.0,857.0,36,True,,702.0,buildbot,conda-forge/buildbot,,36785.0,23879.0,346.0,346.0,https://pypi.org/project/buildbot,,,21320.0,https://anaconda.org/conda-forge/buildbot,2024-01-25 22:08:36.918,92560.0,2.0,,,,,,,,,,,,,,,,
48,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,MIT,2009-10-02 00:43:37.000,2024-02-20 15:20:54.000000,2024-02-20 15:20:53,1450.0,8.0,801.0,115.0,501.0,638.0,4952.0,2023-10-12 23:39:38.000,2.11.1,19.0,134.0,36,True,,109.0,pycodestyle,conda-forge/pycodestyle,,,36229153.0,11716.0,20.0,https://pypi.org/project/pycodestyle,2023-10-12 23:39:38.000,11696.0,36018929.0,https://anaconda.org/conda-forge/pycodestyle,2023-10-13 13:17:36.027,7357869.0,2.0,,,,,,,,,,,,,,,,
49,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2024-01-23 07:06:05.000000,2023-10-27 07:04:25,2846.0,,287.0,72.0,236.0,362.0,4489.0,2023-08-26 13:59:08.000,2.0.4,25.0,60.0,36,True,,125.0,autopep8,conda-forge/autopep8,,,4137305.0,202222.0,202222.0,https://pypi.org/project/autopep8,,,4105092.0,https://anaconda.org/conda-forge/autopep8,2023-08-26 14:51:03.645,1417382.0,3.0,,,,,,,,,,,,,,,,
50,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2024-02-13 23:39:29.000000,2024-02-13 23:39:28,3282.0,64.0,210.0,27.0,370.0,245.0,1803.0,2024-01-18 04:51:10.000,1.12.0,93.0,81.0,36,True,,93.0,rope,conda-forge/rope,,14.0,869832.0,73699.0,72056.0,https://pypi.org/project/rope,2024-01-18 04:43:15.000,1643.0,834955.0,https://anaconda.org/conda-forge/rope,2024-01-18 06:12:43.442,1394539.0,1.0,,,,,,,,,,,,,,,,
51,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2024-01-22 10:58:23.000000,2023-12-01 19:06:35,3701.0,3.0,386.0,93.0,248.0,404.0,4199.0,2023-07-12 18:05:35.085,2.2.0,65.0,60.0,35,True,,395.0,invoke,conda-forge/invoke,,,7841102.0,27137.0,24309.0,https://pypi.org/project/invoke,2023-07-12 18:05:35.085,2828.0,7815162.0,https://anaconda.org/conda-forge/invoke,2023-07-13 01:13:36.486,959806.0,2.0,,,,,,,,,,,,,,,,
52,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2024-02-16 20:32:08.000000,2024-02-16 20:32:07,615.0,20.0,266.0,34.0,231.0,192.0,3919.0,2023-12-19 10:46:44.000,1.4.0,62.0,114.0,35,True,,139.0,freezegun,conda-forge/freezegun,,12.0,9307211.0,4650.0,,https://pypi.org/project/freezegun,2023-12-19 10:46:39.000,4650.0,9270066.0,https://anaconda.org/conda-forge/freezegun,2023-12-19 12:37:51.731,1522706.0,2.0,,,,,,,,,6.0,,,,,,,
53,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2024-02-20 07:51:30.000000,2024-02-20 07:51:27,2374.0,57.0,373.0,29.0,1781.0,962.0,2375.0,2023-05-31 14:30:27.000,0.18.0,56.0,183.0,35,True,,111.0,wemake-python-styleguide,,,,170832.0,16143.0,16096.0,https://pypi.org/project/wemake-python-styleguide,2020-01-19 11:56:48.000,47.0,170832.0,,,,2.0,,,,,,,,,,,,,,,,
54,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2023-12-23 18:52:59.000000,2023-02-28 17:40:55,262.0,,265.0,27.0,87.0,89.0,1632.0,2023-02-21 17:40:52.893,2.0.7,27.0,63.0,35,True,,20.0,python-json-logger,conda-forge/python-json-logger,,,25410597.0,86817.0,85925.0,https://pypi.org/project/python-json-logger,2023-02-21 17:40:52.893,892.0,25324128.0,https://anaconda.org/conda-forge/python-json-logger,2023-06-16 13:23:58.542,7090536.0,2.0,,,,,,,,,,,,,,,,
55,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2024-02-15 02:52:43.000000,2023-05-24 18:28:10,920.0,,203.0,40.0,244.0,241.0,1629.0,,,20.0,86.0,35,True,,142.0,pytest-cov,conda-forge/pytest-cov,['pytest'],,37881055.0,300020.0,300020.0,https://pypi.org/project/pytest-cov,,,37773308.0,https://anaconda.org/conda-forge/pytest-cov,2023-06-16 13:15:36.736,10235988.0,2.0,,,,,,,,,,,,,,,,
56,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2024-02-21 10:32:05.000000,2024-02-21 10:32:04,1704.0,44.0,216.0,26.0,462.0,475.0,805.0,2023-10-02 15:14:31.000,8.0.4,85.0,133.0,35,True,,87.0,setuptools_scm,conda-forge/setuptools_scm,,,27951776.0,834.0,,https://pypi.org/project/setuptools_scm,2023-10-02 15:14:31.000,834.0,27904289.0,https://anaconda.org/conda-forge/setuptools_scm,2023-10-04 14:19:42.239,2136936.0,2.0,,,,,,,,,5.0,,,,,,,
57,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2024-02-20 17:42:28.000000,2024-02-20 17:42:21,3240.0,30.0,2881.0,387.0,1026.0,1653.0,35532.0,2024-02-13 21:59:44.000,2.3.36,92.0,438.0,34,True,,43.0,pyenv,,,,12282.0,21.0,21.0,https://pypi.org/project/pyenv,,,12282.0,,,,2.0,,,,,,,,,,,,,,,,
58,mimesis,lk-geimfari/mimesis,testing,Mimesis is a powerful Python library that empowers developers to generate massive amounts of synthetic data efficiently.,,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2024-02-21 10:39:31.000000,2024-01-31 14:29:58,2606.0,51.0,322.0,62.0,1120.0,330.0,4226.0,2024-01-31 14:17:15.000,14.0.0,57.0,121.0,34,True,,9.0,mimesis,conda-forge/mimesis,,553.0,169016.0,1715.0,1639.0,https://pypi.org/project/mimesis,2024-01-31 14:17:15.000,76.0,164865.0,https://anaconda.org/conda-forge/mimesis,2024-01-24 22:04:50.706,178247.0,2.0,,,,,,,,,,,,,,,,
59,pex,pantsbuild/pex,packaging,"A tool for generating .pex (Python EXecutable) files, lock files and venvs.",,https://github.com/pex-tool/pex,https://github.com/pex-tool/pex,Apache-2.0,2014-07-21 17:06:12.000,2024-02-22 04:40:05.000000,2024-02-18 20:33:13,1450.0,45.0,243.0,56.0,1234.0,944.0,2427.0,2024-02-16 02:36:05.000,2.2.1,100.0,119.0,34,True,pex-tool/pex,152.0,pex,,,3467574.0,1606794.0,554.0,554.0,https://pypi.org/project/pex,,,1462312.0,,,,2.0,,,,,,,,,,,,,,,,
60,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2024-02-20 00:33:35.000000,2024-02-20 00:33:34,606.0,21.0,133.0,35.0,259.0,140.0,1725.0,2023-10-19 16:26:09.000,3.12.0,40.0,69.0,34,True,,12.0,pytest-mock,conda-forge/pytest-mock,['pytest'],16.0,17728960.0,75059.0,75059.0,https://pypi.org/project/pytest-mock,,,17672875.0,https://anaconda.org/conda-forge/pytest-mock,2023-10-19 18:22:47.849,2467767.0,2.0,,,,,,,,,,,,,,,,
61,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000,2024-02-22 12:13:11.000000,2024-02-10 00:53:11,1352.0,13.0,162.0,36.0,200.0,137.0,1457.0,2023-11-10 23:35:23.000,1.7.0.post0,45.0,79.0,34,True,,47.0,logbook,conda-forge/logbook,,333.0,4047135.0,6720.0,5525.0,https://pypi.org/project/logbook,2023-11-10 23:32:34.000,1195.0,4043301.0,https://anaconda.org/conda-forge/logbook,2023-11-11 10:50:13.350,168597.0,2.0,,,,,,,,,,,,,,,,
62,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/jazzband/prettytable,https://github.com/jazzband/prettytable,BSD-1-Clause,2016-01-15 02:39:17.000,2024-02-19 20:20:46.344000,2024-02-19 16:26:16,577.0,51.0,140.0,22.0,159.0,92.0,1214.0,2024-02-19 16:32:50.000,3.10.0,32.0,55.0,34,False,,40.0,prettytable,conda-forge/prettytable,,,12220930.0,56186.0,54924.0,https://pypi.org/project/prettytable,2024-02-19 16:32:50.000,1262.0,12187091.0,https://anaconda.org/conda-forge/prettytable,2024-02-19 20:20:46.344,1319755.0,2.0,,,,,,,,,,,,,,,,
63,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MIT,2015-04-14 19:22:42.000,2024-02-20 00:25:47.000000,2024-02-02 10:40:15,511.0,4.0,257.0,24.0,374.0,250.0,645.0,2023-11-07 16:58:34.000,4.1.1,58.0,55.0,34,True,,144.0,pytest-html,conda-forge/pytest-html,['pytest'],,4886989.0,44810.0,43983.0,https://pypi.org/project/pytest-html,2023-11-07 15:44:27.000,827.0,4873960.0,https://anaconda.org/conda-forge/pytest-html,2023-11-23 18:39:24.921,508168.0,2.0,,,,,,,,,,,,,,,,
64,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2023-06-18 23:54:48.000000,2023-06-18 23:54:47,1112.0,,98.0,22.0,107.0,104.0,579.0,2021-11-30 21:07:01.473,0.8.3,26.0,46.0,34,True,,11.0,parso,conda-forge/parso,,,26973333.0,403475.0,397365.0,https://pypi.org/project/parso,2021-11-30 21:07:01.473,6110.0,26738335.0,https://anaconda.org/conda-forge/parso,2023-06-16 13:24:17.757,17389863.0,2.0,,,,,,,,,,,,,,,,
65,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2024-02-20 00:31:45.000000,2024-02-20 00:31:42,3140.0,68.0,368.0,91.0,293.0,277.0,10933.0,2024-01-28 17:10:54.000,1.5.34,157.0,46.0,33,True,,157.0,scalene,,,,29263.0,591.0,585.0,https://pypi.org/project/scalene,2024-01-28 17:10:54.000,6.0,29263.0,,,,2.0,,,,,,,,,,,,,,,,
66,pyre-check,facebook/pyre-check,type-checkers,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2024-02-21 17:46:22.000000,2024-02-21 17:41:47,15435.0,429.0,415.0,113.0,398.0,258.0,6632.0,2023-02-14 00:24:14.000,0.9.18,11.0,255.0,33,True,,122.0,pyre-check,,,,75878.0,21.0,21.0,https://pypi.org/project/pyre-check,,,75878.0,,,,3.0,,,,,,,,,,,,,,,,
67,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2024-02-21 11:59:00.000000,2024-02-18 17:35:24,363.0,9.0,362.0,56.0,180.0,108.0,5662.0,2024-02-18 18:23:06.000,0.5.0,6.0,66.0,33,True,,149.0,pipreqs,conda-forge/pipreqs,,,596268.0,27073.0,27073.0,https://pypi.org/project/pipreqs,,,595744.0,https://anaconda.org/conda-forge/pipreqs,2023-06-16 13:23:05.413,46669.0,3.0,,,,,,,,,,,,,,,,
68,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,,2017-08-26 04:11:53.000,2024-02-07 23:58:02.000000,2024-02-07 23:58:01,4381.0,66.0,252.0,45.0,43.0,1387.0,2773.0,2024-01-26 23:25:12.000,8.4.7,100.0,33.0,33,False,,11.0,pyarmor,,,,152678.0,1112.0,1112.0,https://pypi.org/project/pyarmor,,,152678.0,,,,2.0,,,,,,,,,,,,,,,,
69,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2024-02-21 18:35:51.000000,2024-02-19 22:45:35,3842.0,236.0,311.0,45.0,858.0,578.0,2249.0,2024-02-06 06:06:22.000,0.3.17,51.0,137.0,33,True,,130.0,briefcase,,,239.0,8929.0,544.0,525.0,https://pypi.org/project/briefcase,2024-02-06 06:06:22.000,19.0,8925.0,,,,2.0,,,,,,,,,,,,,,,,
70,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-09-24 19:23:46.000,2024-02-21 02:41:02.000000,2024-02-17 00:00:01,8989.0,98.0,298.0,61.0,1065.0,2756.0,1902.0,2023-11-20 02:03:13.000,4.6.0,20.0,159.0,33,True,,624.0,scons,conda-forge/scons,,1457.0,466882.0,,,https://pypi.org/project/scons,,,454086.0,https://anaconda.org/conda-forge/scons,2024-01-02 02:37:29.147,536430.0,3.0,,,,,,,,,,,,,,,,
71,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/landscapeio/prospector,https://github.com/landscapeio/prospector,GPL-2.0,2013-08-05 07:26:30.000,2024-02-21 19:45:27.000000,2023-10-18 06:21:56,1396.0,,174.0,36.0,281.0,315.0,1894.0,2023-10-18 06:23:27.000,1.10.3,125.0,90.0,33,True,landscapeio/prospector,58.0,prospector,conda-forge/prospector,,,898023.0,5480.0,4772.0,https://pypi.org/project/prospector,2023-10-18 06:23:27.000,708.0,895459.0,https://anaconda.org/conda-forge/prospector,2023-10-19 14:14:48.980,100031.0,1.0,,,,,,,,,,,,,,,,
72,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2023-12-20 13:33:36.000000,2023-10-05 17:12:04,684.0,,191.0,37.0,166.0,137.0,1659.0,2023-05-12 08:13:47.000,1.8.0,72.0,93.0,33,True,,55.0,nodeenv,conda-forge/nodeenv,,,19324495.0,75495.0,74534.0,https://pypi.org/project/nodeenv,2023-05-12 08:10:47.532,961.0,19279076.0,https://anaconda.org/conda-forge/nodeenv,2023-06-16 13:21:50.931,3497296.0,2.0,,,,,,,,,,,,,,,,
73,typeguard,agronholm/typeguard,type-checkers,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,,2015-12-27 23:15:37.000,2024-02-19 18:01:51.000000,2024-02-05 20:16:07,588.0,10.0,95.0,23.0,124.0,280.0,1402.0,2023-09-11 07:31:36.000,4.1.5,26.0,34.0,33,False,,24.0,typeguard,conda-forge/typeguard,,,11898031.0,21207.0,21207.0,https://pypi.org/project/typeguard,,,11886966.0,https://anaconda.org/conda-forge/typeguard,2023-10-24 19:46:37.353,486877.0,3.0,,,,,,,,,,,,,,,,
74,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2024-02-22 01:16:49.000000,2024-02-18 22:24:48,1096.0,38.0,141.0,22.0,71.0,212.0,834.0,2023-12-18 13:26:55.000,4.3.2,106.0,45.0,33,True,,5.0,progressbar2,conda-forge/progressbar2,,2161.0,25372452.0,1611.0,,https://pypi.org/project/progressbar2,2023-12-18 13:26:48.000,1611.0,25346254.0,https://anaconda.org/conda-forge/progressbar2,2023-12-21 22:48:56.610,1151558.0,2.0,,,,,,,,,5.0,,,,,,,
75,asv,airspeed-velocity/asv,testing,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,,https://github.com/airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2024-02-21 14:18:44.000000,2024-02-21 14:18:43,2427.0,83.0,166.0,22.0,810.0,457.0,822.0,2024-02-12 12:17:37.000,0.6.2,15.0,81.0,33,True,,122.0,asv,conda-forge/asv,,220.0,117432.0,1064.0,1064.0,https://pypi.org/project/asv,,,100434.0,https://anaconda.org/conda-forge/asv,2023-10-03 19:44:19.217,764852.0,2.0,,,,,,,,,,,,,,,,
76,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme.",,https://github.com/sphinx-doc/alabaster,https://github.com/sphinx-doc/alabaster,,2013-12-07 00:03:15.000,2024-01-17 02:05:17.000000,2024-01-10 01:04:53,417.0,33.0,179.0,32.0,91.0,63.0,710.0,2024-01-10 00:55:48.000,0.7.16,8.0,37.0,33,False,sphinx-doc/alabaster,62.0,alabaster,conda-forge/alabaster,['sphinx'],,10521641.0,120940.0,120940.0,https://pypi.org/project/alabaster,,,9979852.0,https://anaconda.org/conda-forge/alabaster,2024-01-10 01:09:16.100,7043260.0,2.0,,,,,,,,,,,,,,,,
77,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2024-02-05 14:29:49.000000,2024-01-13 17:27:19,317.0,4.0,946.0,231.0,118.0,106.0,16183.0,2024-01-05 13:51:59.000,1.2.0,59.0,27.0,32,True,,27.0,pysnooper,conda-forge/pysnooper,,,365697.0,1758.0,1702.0,https://pypi.org/project/pysnooper,2023-07-15 15:06:01.470,56.0,363919.0,https://anaconda.org/conda-forge/pysnooper,2023-07-27 14:52:53.379,72933.0,1.0,,,,,,,,,,,,,,,,
78,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2024-02-22 00:37:49.000000,2024-02-13 15:55:42,1162.0,41.0,384.0,57.0,341.0,133.0,12275.0,2023-12-04 20:37:33.000,1.11.0,19.0,43.0,32,True,,21.0,memray,conda-forge/memray,,,406978.0,323.0,304.0,https://pypi.org/project/memray,2023-12-04 20:37:33.000,19.0,402800.0,https://anaconda.org/conda-forge/memray,2024-02-15 20:29:16.364,91918.0,2.0,,,,,,,,,,,,,,,,
79,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2024-02-07 11:18:16.000000,2024-02-07 09:43:18,1002.0,10.0,378.0,41.0,496.0,396.0,3357.0,2023-07-19 09:04:00.000,3.3.0,43.0,130.0,32,True,,195.0,factory_boy,conda-forge/factory_boy,,,3884366.0,846.0,,https://pypi.org/project/factory_boy,2023-07-19 09:04:00.000,846.0,3880923.0,https://anaconda.org/conda-forge/factory_boy,2023-07-19 13:42:09.417,141180.0,2.0,,,,,,,,,5.0,,,,,,,
80,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2024-01-19 19:55:57.000000,2024-01-19 19:55:53,752.0,9.0,176.0,26.0,152.0,176.0,2926.0,2024-01-19 19:44:22.000,2.11,51.0,41.0,32,True,,27.0,vulture,conda-forge/vulture,,,599822.0,4634.0,4355.0,https://pypi.org/project/vulture,2024-01-19 19:42:34.000,279.0,598955.0,https://anaconda.org/conda-forge/vulture,2023-06-16 13:24:21.364,78071.0,2.0,,,,,,,,,,,,,,,,
81,beartype,beartype/beartype,linters,Unbearably fast near-real-time hybrid runtime-static type-checking in pure Python.,,https://github.com/beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2024-02-22 08:07:16.000000,2024-02-22 08:07:15,1154.0,79.0,46.0,14.0,47.0,201.0,2284.0,2024-02-14 06:47:55.000,0.17.2,36.0,21.0,32,True,,53.0,beartype,conda-forge/beartype,,,2395756.0,213.0,,https://pypi.org/project/beartype,2024-02-14 06:47:55.000,213.0,2393930.0,https://anaconda.org/conda-forge/beartype,2024-02-14 08:46:20.588,80375.0,2.0,,,,,,,,,,,,,,,,
82,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2024-01-22 16:58:52.000000,2023-04-30 10:08:19,610.0,,147.0,22.0,100.0,133.0,1924.0,2022-10-06 17:23:25.701,0.9.0,27.0,84.0,32,True,,83.0,tabulate,conda-forge/tabulate,,,49536561.0,8537.0,,https://pypi.org/project/tabulate,2022-10-06 17:23:25.701,8537.0,49468523.0,https://anaconda.org/conda-forge/tabulate,2023-06-16 13:16:13.524,6327608.0,3.0,,,,,,,,,7.0,,,,,,,
83,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2023-11-03 22:28:46.000000,2023-11-03 22:28:45,746.0,,187.0,19.0,318.0,225.0,1107.0,2023-01-17 20:31:11.783,6.3.0,23.0,92.0,32,True,,121.0,pydocstyle,conda-forge/pydocstyle,,69.0,4675646.0,65591.0,62746.0,https://pypi.org/project/pydocstyle,2023-01-17 20:31:11.783,2845.0,4656452.0,https://anaconda.org/conda-forge/pydocstyle,2023-06-16 13:18:02.967,1746689.0,2.0,,,,,,,,,,,,,,,,
84,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2024-02-14 03:13:51.000000,2024-02-14 03:13:50,373.0,42.0,102.0,8.0,244.0,162.0,1026.0,2024-02-07 04:25:21.000,24.2.6,68.0,83.0,32,True,,56.0,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],,2849905.0,36827.0,36280.0,https://pypi.org/project/flake8-bugbear,2024-02-07 04:25:21.000,547.0,2830299.0,https://anaconda.org/conda-forge/flake8-bugbear,2024-02-07 19:51:02.821,764652.0,2.0,,,,,,,,,,,,,,,,
