,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,labels,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
41,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2025-08-10 14:18:58.000,2025-08-10 14:10:26,971.0,29.0,741.0,141.0,261.0,232.0,886.0,22582.0,2024-12-06 11:25:42.000,0.7.3,22.0,67.0,38,True,,loguru,conda-forge/loguru,152407.0,141753.0,https://pypi.org/project/loguru,2024-12-06 11:20:54.000,10654.0,35885562.0,35942222.0,https://anaconda.org/conda-forge/loguru,2025-05-07 16:22:25.668,3569620.0,2.0,,,,,,,,,,,,,,,,,,,,
42,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2025-08-27 01:20:05.000,2025-08-27 01:19:56,3136.0,70.0,449.0,40.0,1279.0,44.0,1869.0,8454.0,2025-08-22 10:28:14.000,2.25.9,238.0,226.0,38,True,,pdm,conda-forge/pdm,709.0,506.0,https://pypi.org/project/pdm,2025-08-22 10:28:11.000,203.0,6679960.0,6712101.0,https://anaconda.org/conda-forge/pdm,2025-07-30 09:44:31.684,1509614.0,2.0,,713.0,,,,,,,,,,,,,,,,,,
43,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2025-08-25 23:41:37.000,2025-08-25 23:41:36,1465.0,14.0,675.0,68.0,557.0,199.0,509.0,7262.0,2025-07-06 03:10:49.000,1.8.6,47.0,187.0,38,True,,bandit,conda-forge/bandit,60237.0,58407.0,https://pypi.org/project/bandit,2025-07-06 03:10:49.000,1830.0,9608939.0,9617718.0,https://anaconda.org/conda-forge/bandit,2025-07-06 11:19:39.653,508612.0,1.0,,881.0,,,,,,,,,,,,,,,,,,
44,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,Apache-2.0,2013-08-13 15:55:58.000,2025-08-18 14:08:53.000,2025-08-18 14:08:47,1737.0,20.0,248.0,33.0,366.0,39.0,338.0,4192.0,2025-06-02 08:21:11.000,25.4.0,41.0,133.0,38,True,,structlog,conda-forge/structlog,26267.0,24792.0,https://pypi.org/project/structlog,2025-06-02 08:21:11.000,1475.0,32468909.0,32482738.0,https://anaconda.org/conda-forge/structlog,2025-06-02 14:06:59.579,760624.0,2.0,,,,,,,,,,,,,,,,,,,,
45,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2025-08-27 17:58:56.000,2025-08-27 17:58:56,2954.0,62.0,406.0,30.0,2356.0,18.0,1141.0,2767.0,2025-08-25 10:16:16.000,1.4.0,64.0,213.0,38,True,,wemake-python-styleguide,,17624.0,17522.0,https://pypi.org/project/wemake-python-styleguide,2025-08-25 10:15:06.000,102.0,216583.0,216583.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
46,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2025-08-22 23:58:55.000,2025-08-18 22:24:41,1380.0,60.0,420.0,58.0,476.0,42.0,209.0,14329.0,2025-08-08 19:47:03.000,1.18.0,32.0,59.0,37,True,,memray,conda-forge/memray,1550.0,1452.0,https://pypi.org/project/memray,2025-08-08 19:47:03.000,98.0,5538337.0,5550732.0,https://anaconda.org/conda-forge/memray,2025-08-09 14:43:13.617,495839.0,2.0,,,,,,,,,,,,,,,,,,,,
47,xonsh,xonsh/xonsh,shell,Python-powered shell. Full-featured and cross-platform.,,https://github.com/xonsh/xonsh,https://github.com/xonsh/xonsh,BSD-1-Clause,2015-01-21 22:05:27.000,2025-08-25 17:31:20.000,2025-08-11 12:55:58,10946.0,67.0,669.0,102.0,2936.0,285.0,2421.0,8949.0,2025-06-24 19:59:46.000,0.19.9,140.0,348.0,37,False,,xonsh,,1034.0,861.0,https://pypi.org/project/xonsh,2025-06-24 19:59:46.000,173.0,175386.0,175541.0,,,,1.0,,13702.0,,,,,,,,,,,,,,,,,,
48,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2025-08-25 22:40:09.000,2025-08-25 22:40:07,726.0,16.0,148.0,37.0,359.0,13.0,151.0,1976.0,2025-05-26 13:58:59.000,3.14.1,64.0,79.0,37,True,,pytest-mock,conda-forge/pytest-mock,123735.0,116636.0,https://pypi.org/project/pytest-mock,2025-05-26 13:58:43.000,7099.0,48141146.0,48203059.0,https://anaconda.org/conda-forge/pytest-mock,2025-05-26 17:57:58.503,3838632.0,2.0,['pytest'],104.0,,,,,,,,,,,,,,,,,,
49,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2025-08-12 03:27:26.000,2025-08-12 03:27:23,1340.0,10.0,322.0,40.0,698.0,52.0,497.0,1716.0,2025-01-21 18:45:24.000,6.1.0,58.0,131.0,37,True,,twine,conda-forge/twine,141939.0,125011.0,https://pypi.org/project/twine,2025-01-21 18:45:24.000,16928.0,19436562.0,19458275.0,https://anaconda.org/conda-forge/twine,2025-04-22 14:56:27.094,1346182.0,2.0,,84.0,,,,,,,,,,,,,,,,,,
50,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2017-07-25 20:24:25.000,2025-07-31 14:18:31.000,2025-07-31 14:18:31,984.0,1.0,165.0,32.0,254.0,15.0,402.0,539.0,2025-04-08 20:55:45.000,0.46.1,83.0,86.0,37,True,,wheel,conda-forge/wheel,389208.0,374744.0,https://pypi.org/project/wheel,2025-04-08 20:55:39.000,14464.0,283843332.0,286132205.0,https://anaconda.org/conda-forge/wheel,2025-04-22 14:56:25.544,137332390.0,2.0,,,,,,,,,,,,,,,,,,,,
51,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2025-08-18 00:13:25.000,2025-08-18 00:13:24,549.0,31.0,469.0,110.0,392.0,206.0,227.0,14155.0,2025-07-31 19:34:11.519,0.4.1,40.0,53.0,36,True,,py-spy,conda-forge/py-spy,6990.0,6874.0,https://pypi.org/project/py-spy,2025-07-31 19:33:13.000,112.0,8837015.0,8850220.333333334,https://anaconda.org/conda-forge/py-spy,2025-08-01 00:41:54.066,699363.0,2.0,,33482.0,,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2025-07-31 19:34:11.519,4.0,1283.3333333333333,439395.0,
52,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2025-08-27 16:40:28.338,2025-08-26 15:37:32,1180.0,32.0,247.0,51.0,210.0,28.0,156.0,7299.0,2025-08-12 11:34:20.000,5.1.1,54.0,70.0,36,True,,pyinstrument,conda-forge/pyinstrument,3907.0,3694.0,https://pypi.org/project/pyinstrument,2025-08-12 11:34:20.000,213.0,4235754.0,4249637.0,https://anaconda.org/conda-forge/pyinstrument,2025-08-27 16:40:28.338,833021.0,2.0,,,,,,,,,,,,,,,,,,,,
53,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2025-08-21 15:29:42.000,2025-07-02 13:49:24,27694.0,296.0,1648.0,194.0,6793.0,764.0,1038.0,5379.0,2025-05-12 21:41:22.000,4.3.0,146.0,891.0,36,True,,buildbot,conda-forge/buildbot,406.0,386.0,https://pypi.org/project/buildbot,2025-05-12 21:41:22.000,20.0,32324.0,36101.0,https://anaconda.org/conda-forge/buildbot,2025-05-13 11:35:44.706,155570.0,2.0,,119042.0,,,,,,,,,,,,,,,,,,
54,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,MIT,2009-10-02 00:43:37.000,2025-08-12 02:06:01.000,2025-08-12 02:05:59,1512.0,13.0,750.0,115.0,539.0,105.0,666.0,5113.0,2025-03-29 17:33:29.000,2.13.0,23.0,137.0,36,True,,pycodestyle,conda-forge/pycodestyle,2210.0,,https://pypi.org/project/pycodestyle,2025-06-20 18:49:47.000,2210.0,68481738.0,68658532.0,https://anaconda.org/conda-forge/pycodestyle,2025-06-22 18:14:44.520,9370122.0,1.0,,,,,,,,,,,,,,,,,,,,
55,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2025-08-18 20:02:34.000,2025-01-14 14:39:50,2956.0,,289.0,71.0,266.0,124.0,392.0,4636.0,2025-01-14 14:46:15.000,2.3.2,82.0,64.0,36,True,,autopep8,conda-forge/autopep8,230627.0,228940.0,https://pypi.org/project/autopep8,2025-01-14 14:46:15.000,1687.0,6976628.0,7010122.0,https://anaconda.org/conda-forge/autopep8,2025-04-22 14:56:24.132,2076673.0,3.0,,,,,,,,,,,,,,,,,,,,
56,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2025-08-09 16:48:18.000,2025-06-15 22:37:24,3706.0,4.0,373.0,94.0,265.0,429.0,401.0,4609.0,2023-07-12 18:05:35.085,2.2.0,65.0,60.0,36,True,,invoke,conda-forge/invoke,31506.0,30501.0,https://pypi.org/project/invoke,2023-07-12 18:05:35.085,1005.0,37270767.0,37292841.0,https://anaconda.org/conda-forge/invoke,2025-04-22 14:56:22.672,1214122.0,2.0,,,,,,,,,,,,,,,,,,,,
57,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2025-07-13 00:41:35.626,2025-07-12 17:41:05,3390.0,16.0,170.0,27.0,392.0,117.0,261.0,2105.0,2025-07-12 17:46:05.000,1.14.0,95.0,82.0,36,True,,rope,conda-forge/rope,78988.0,78667.0,https://pypi.org/project/rope,2025-07-12 17:46:05.000,321.0,1454687.0,1488661.0,https://anaconda.org/conda-forge/rope,2025-07-13 00:41:35.626,1970377.0,1.0,,42.0,,,,,,,,,,,,,,,,,,
58,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2025-08-25 14:56:21.000,2025-08-25 14:56:21,820.0,24.0,165.0,32.0,516.0,32.0,221.0,1888.0,2025-07-09 11:49:50.000,3.6.0,103.0,52.0,36,True,,safety,conda-forge/safety,18368.0,17635.0,https://pypi.org/project/safety,2025-08-25 14:21:51.000,733.0,3791513.0,3807247.0,https://anaconda.org/conda-forge/safety,2025-07-10 01:32:47.084,138933.0,2.0,,861542.0,,,,,,,,,,,,,,,,,,
59,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2025-06-21 07:47:51.807,2025-06-20 18:44:19,579.0,1.0,181.0,29.0,313.0,59.0,488.0,1434.0,2025-06-20 18:45:26.000,3.4.0,42.0,88.0,36,True,,pyflakes,conda-forge/pyflakes,326355.0,325050.0,https://pypi.org/project/pyflakes,2025-06-20 18:45:26.000,1305.0,52731785.0,52902447.0,https://anaconda.org/conda-forge/pyflakes,2025-06-21 07:47:51.807,9045118.0,1.0,,,,,,,,,,,,,,,,,,,,
60,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2025-08-26 21:10:25.000,2025-08-26 21:10:22,3416.0,89.0,423.0,90.0,380.0,168.0,332.0,12908.0,2025-08-25 19:13:01.000,1.5.54,180.0,57.0,35,True,,scalene,,949.0,902.0,https://pypi.org/project/scalene,2025-08-25 19:13:01.000,47.0,264645.0,264645.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
61,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2025-04-22 14:56:43.041,2023-06-07 11:16:23,408.0,,1336.0,194.0,177.0,534.0,250.0,11800.0,2023-05-24 20:13:07.561,0.9.54,51.0,52.0,35,False,,pyautogui,conda-forge/pyautogui,55871.0,54837.0,https://pypi.org/project/pyautogui,2023-05-24 20:13:07.561,1034.0,1438303.0,1444561.0,https://anaconda.org/conda-forge/pyautogui,2025-04-22 14:56:43.041,363019.0,2.0,,,,,,,,,,,,,,,,,,,,
62,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme from Read the Docs.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2025-04-22 14:56:26.071,2025-02-20 10:22:56,1507.0,,1766.0,171.0,756.0,251.0,669.0,4946.0,2024-11-13 11:06:02.000,3.0.2,61.0,118.0,35,True,,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,13229.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2024-11-13 11:06:02.000,13213.0,10270583.0,10343595.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2025-04-22 14:56:26.071,4526758.0,2.0,['sphinx'],,,,,,,,,,,,,,,,,,,
63,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2025-08-19 19:29:42.000,2025-08-19 19:29:42,680.0,16.0,283.0,33.0,256.0,148.0,210.0,4404.0,2025-08-09 10:39:10.000,1.5.5,68.0,126.0,35,True,,freezegun,conda-forge/freezegun,1272.0,,https://pypi.org/project/freezegun,2025-08-09 10:39:06.000,1272.0,24981318.0,25010658.0,https://anaconda.org/conda-forge/freezegun,2025-08-09 15:49:47.831,1730758.0,2.0,,128.0,,,,,,,,,,,,,,,,,,
64,beartype,beartype/beartype,linters,Unbearably fast near-real-time hybrid runtime-static type-checking in pure Python.,,https://github.com/beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2025-08-28 06:38:06.000,2025-08-28 06:22:50,1602.0,84.0,63.0,14.0,59.0,101.0,324.0,3159.0,2025-05-22 05:09:24.000,0.21.0,54.0,26.0,35,True,,beartype,conda-forge/beartype,8315.0,7602.0,https://pypi.org/project/beartype,2025-05-22 05:09:24.000,713.0,6377672.0,6384388.0,https://anaconda.org/conda-forge/beartype,2025-05-22 18:52:36.044,416409.0,2.0,,,,,,,,,,,,,,,,,,,,
65,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000,2025-08-27 20:02:13.497,2025-07-26 22:01:40,1435.0,33.0,167.0,35.0,251.0,47.0,139.0,1485.0,2025-06-14 17:26:52.000,1.8.2,48.0,80.0,35,True,,logbook,conda-forge/logbook,7617.0,7343.0,https://pypi.org/project/logbook,2025-06-14 17:24:24.000,274.0,6751631.0,6757344.0,https://anaconda.org/conda-forge/logbook,2025-08-27 20:02:13.497,354004.0,2.0,,499.0,,,,,,,,,,,,,,,,,,
66,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2025-08-23 18:37:27.721,2025-08-23 15:12:20,1131.0,7.0,114.0,20.0,114.0,13.0,108.0,646.0,2025-08-23 15:15:25.000,0.8.5,28.0,51.0,35,True,,parso,conda-forge/parso,585566.0,584482.0,https://pypi.org/project/parso,2025-08-23 15:15:25.000,1084.0,74809885.0,75307071.0,https://anaconda.org/conda-forge/parso,2025-08-23 18:37:27.721,30328374.0,2.0,,,,,,,,,,,,,,,,,,,,
67,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2025-08-28 07:54:50.000,2025-08-28 07:54:50,3481.0,38.0,3178.0,391.0,1188.0,78.0,1807.0,43008.0,2025-08-15 18:50:20.000,2.6.7,100.0,465.0,34,True,,pyenv,,21.0,21.0,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,,10557.0,10557.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
68,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2025-08-24 08:32:10.000,2025-08-24 08:32:06,10320.0,40.0,5979.0,1107.0,432.0,61.0,5300.0,35143.0,2025-08-05 12:58:17.000,1.9.8,124.0,146.0,34,True,,sqlmap,,33.0,21.0,https://pypi.org/project/sqlmap,2025-08-05 12:58:17.000,12.0,13964.0,13964.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
69,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2025-08-25 18:23:58.000,2025-08-10 02:01:42,832.0,2.0,472.0,75.0,747.0,141.0,712.0,11966.0,2024-08-23 16:54:00.000,1.7.1,65.0,162.0,34,True,,pipx,conda-forge/pipx,4590.0,4532.0,https://pypi.org/project/pipx,2024-08-23 16:53:46.000,58.0,10330138.0,10341256.0,https://anaconda.org/conda-forge/pipx,2025-04-22 14:58:07.924,149045.0,3.0,,556671.0,,,,,,,,,,,,,,,,,,
70,pex,pantsbuild/pex,packaging,"A tool for generating .pex (Python EXecutable) files, lock files and venvs.",,https://github.com/pex-tool/pex,https://github.com/pex-tool/pex,Apache-2.0,2014-07-21 17:06:12.000,2025-08-27 22:51:00.000,2025-08-27 22:05:17,1819.0,92.0,305.0,53.0,1530.0,71.0,1114.0,4056.0,2025-08-27 23:00:03.000,2.54.1,370.0,123.0,34,True,pex-tool/pex,pex,,61.0,,https://pypi.org/project/pex,2025-08-27 22:51:00.000,61.0,2676681.0,2859917.0,,,,2.0,,2382069.0,,,,,,,,,,,,,,,,,,
71,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2025-08-18 12:46:20.000,2025-08-18 12:46:18,1286.0,13.0,232.0,50.0,310.0,161.0,195.0,3137.0,2025-05-06 22:09:45.000,2025.1,82.0,99.0,34,True,,pudb,conda-forge/pudb,8342.0,8224.0,https://pypi.org/project/pudb,2025-05-06 20:43:17.000,118.0,1236202.0,1243444.0,https://anaconda.org/conda-forge/pudb,2025-06-04 20:11:24.709,347638.0,1.0,,,,,,,,,,,,,,,,,,,,
72,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2025-08-26 07:14:55.000,2025-08-26 07:14:55,4910.0,85.0,458.0,47.0,1348.0,179.0,768.0,3049.0,2025-08-26 00:54:48.000,0.3.25,59.0,187.0,34,True,,briefcase,,870.0,832.0,https://pypi.org/project/briefcase,2025-08-26 00:54:48.000,38.0,19836.0,19846.0,,,,2.0,,746.0,,,,,,,,,,,,,,,,,,
73,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2019-09-02 14:34:19.000,2025-07-23 18:54:27.000,2025-07-23 18:54:26,739.0,11.0,173.0,21.0,128.0,120.0,147.0,2428.0,2022-10-06 17:23:25.701,0.9.0,27.0,102.0,34,True,,tabulate,conda-forge/tabulate,8388.0,,https://pypi.org/project/tabulate,2022-10-06 17:23:25.701,8388.0,105966103.0,106154108.0,https://anaconda.org/conda-forge/tabulate,2025-04-22 14:56:22.696,10152310.0,2.0,,,,,,,,,,,,,,,,,,,,
74,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2025-08-13 10:04:01.000,2025-08-13 10:03:53,1335.0,21.0,146.0,36.0,332.0,135.0,308.0,2226.0,2025-03-25 08:03:19.000,3.12.0,53.0,80.0,34,True,,flit,conda-forge/flit,3400.0,2470.0,https://pypi.org/project/flit,2025-03-25 08:03:19.000,930.0,7912701.0,7917380.0,https://anaconda.org/conda-forge/flit,2025-04-22 14:56:31.709,276091.0,3.0,,,,,,,,,,,,,,,,,,,,
75,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/prospector-dev/prospector,https://github.com/prospector-dev/prospector,GPL-2.0,2013-08-05 07:26:30.000,2025-08-25 17:18:41.000,2025-08-25 17:18:41,1590.0,24.0,177.0,34.0,384.0,35.0,367.0,2030.0,2025-08-13 11:19:10.000,1.17.3,144.0,98.0,34,True,prospector-dev/prospector,prospector,conda-forge/prospector,5509.0,5223.0,https://pypi.org/project/prospector,2025-08-13 11:19:10.000,286.0,557145.0,560085.0,https://anaconda.org/conda-forge/prospector,2025-08-13 18:22:44.075,167609.0,1.0,,,,,,,,,,,,,,,,,,,,
76,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2025-04-22 14:56:41.723,2024-08-25 11:10:59,704.0,,216.0,34.0,182.0,64.0,146.0,1747.0,2024-06-04 18:44:55.000,1.9.1,74.0,101.0,34,True,,nodeenv,conda-forge/nodeenv,122736.0,122483.0,https://pypi.org/project/nodeenv,2024-06-04 18:44:08.000,253.0,68181164.0,68287212.0,https://anaconda.org/conda-forge/nodeenv,2025-04-22 14:56:41.723,6574982.0,2.0,,,,,,,,,,,,,,,,,,,,
77,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/prettytable/prettytable,https://github.com/prettytable/prettytable,,2016-01-15 02:39:17.000,2025-08-01 10:16:12.000,2025-08-01 10:16:10,730.0,12.0,174.0,25.0,252.0,26.0,123.0,1537.0,2025-03-24 19:39:02.000,3.16.0,41.0,66.0,34,False,prettytable/prettytable,prettytable,conda-forge/prettytable,80796.0,78162.0,https://pypi.org/project/prettytable,2025-03-24 19:39:02.000,2634.0,21410781.0,21490419.0,https://anaconda.org/conda-forge/prettytable,2025-04-22 14:56:24.496,4539391.0,2.0,,,,,,,,,,,,,,,,,,,,
78,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MIT,2015-04-14 19:22:42.000,2025-08-26 04:44:59.000,2025-08-26 04:44:58,593.0,16.0,243.0,24.0,476.0,174.0,260.0,744.0,2023-11-07 16:58:34.000,4.1.1,58.0,61.0,34,True,,pytest-html,conda-forge/pytest-html,57192.0,56570.0,https://pypi.org/project/pytest-html,2023-11-07 15:44:27.000,622.0,12018152.0,12031264.0,https://anaconda.org/conda-forge/pytest-html,2025-04-22 14:56:37.472,747437.0,2.0,['pytest'],,,,,,,,,,,,,,,,,,,
79,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2025-08-26 20:31:14.134,2025-08-26 13:46:32,1218.0,46.0,51.0,6.0,88.0,32.0,252.0,520.0,2025-08-26 13:27:16.000,1.13.0,147.0,39.0,34,True,,griffe,conda-forge/griffe,12629.0,12304.0,https://pypi.org/project/griffe,2025-08-26 13:27:09.000,325.0,13996311.0,14011473.0,https://anaconda.org/conda-forge/griffe,2025-08-26 20:31:14.134,621644.0,2.0,,,,,,,,,,,,,,,,,,,,
80,pyre-check,facebook/pyre-check,type-checkers,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2025-08-28 09:51:08.000,2025-08-28 09:46:03,20468.0,116.0,453.0,114.0,527.0,149.0,309.0,7085.0,2024-10-29 21:22:27.000,0.9.23,81.0,293.0,33,True,,pyre-check,,108.0,21.0,https://pypi.org/project/pyre-check,2025-07-07 15:59:16.000,87.0,171209.0,171209.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
81,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2025-07-20 18:54:32.000,2025-07-20 18:54:29,724.0,22.0,215.0,50.0,55.0,14.0,227.0,6016.0,2025-07-20 02:10:37.000,3.3.0,36.0,10.0,33,True,,alive-progress,conda-forge/alive-progress,5266.0,4677.0,https://pypi.org/project/alive-progress,2025-07-20 02:10:37.000,589.0,2382348.0,2384936.0,https://anaconda.org/conda-forge/alive-progress,2025-04-22 14:57:21.935,157926.0,2.0,,,,,,,,,,,,,,,,,,,,
82,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2025-08-13 14:20:08.000,2025-08-13 14:20:07,1254.0,13.0,196.0,36.0,568.0,22.0,444.0,3873.0,2025-05-23 18:55:41.000,3.20.0,174.0,36.0,33,True,,pyupgrade,conda-forge/pyupgrade,515.0,,https://pypi.org/project/pyupgrade,2025-05-23 18:55:41.000,515.0,1080681.0,1094227.0,https://anaconda.org/conda-forge/pyupgrade,2025-05-24 00:48:10.166,853408.0,2.0,,,,,,,,,,,,,,,,,,,,
