,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,trending,conda_forge
43,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,,2011-12-04 08:49:15.000,2023-09-27 05:20:12.000,2023-09-23 07:22:30,5181.0,89.0,1384.0,502.0,756.0,208.0,1485.0,23551.0,2023-05-18 15:52:21.000,3.4.0.2,34.0,175.0,35,False,,glances,conda-forge/glances,,720.0,720.0,https://pypi.org/project/glances,,,167757.0,170063.0,https://anaconda.org/conda-forge/glances,2023-06-05 20:53:05.651,206225.0,1.0,1548.0,,,,,,,,,,,,,,,,
44,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2023-09-28 12:03:45.000,2023-09-27 00:25:54,2446.0,91.0,250.0,30.0,788.0,39.0,1222.0,5259.0,2023-09-25 09:24:04.000,2.9.3,176.0,136.0,35,True,,pdm,conda-forge/pdm,,220.0,174.0,https://pypi.org/project/pdm,2023-09-25 09:23:59.000,46.0,488106.0,496143.0,https://anaconda.org/conda-forge/pdm,2023-09-25 12:02:12.493,192906.0,2.0,4.0,,,,,,,,,,,,,,,,
45,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2023-09-20 13:38:12.000,2023-09-19 13:52:42,1430.0,50.0,182.0,34.0,262.0,28.0,264.0,2765.0,2023-04-06 12:17:40.000,23.1.0,13.0,102.0,35,False,,structlog,conda-forge/structlog,,9472.0,9472.0,https://pypi.org/project/structlog,,,7499437.0,7503301.0,https://anaconda.org/conda-forge/structlog,2023-06-09 16:58:07.029,332367.0,2.0,,,,,,,,,,,,,,,,,
46,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2023-09-28 04:24:54.952,2023-09-28 01:58:36,3170.0,18.0,187.0,28.0,348.0,79.0,231.0,1688.0,2023-09-28 02:02:47.000,1.10.0,91.0,77.0,35,True,,rope,conda-forge/rope,,69600.0,67963.0,https://pypi.org/project/rope,2023-09-28 02:02:47.000,1637.0,793342.0,829932.0,https://anaconda.org/conda-forge/rope,2023-09-28 04:24:54.952,1280678.0,1.0,,,,,,,,,,,,,,,,,
47,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2023-09-26 21:56:54.000,2023-06-07 11:16:23,408.0,,1089.0,186.0,157.0,424.0,225.0,8655.0,,,12.0,52.0,34,True,,pyautogui,conda-forge/pyautogui,,27164.0,27164.0,https://pypi.org/project/pyautogui,,,679827.0,682796.0,https://anaconda.org/conda-forge/pyautogui,2023-06-12 20:13:48.004,207832.0,2.0,,,,,,,,,,,,,,,,,
48,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2023-09-23 23:30:59.000,2023-09-23 23:30:57,3698.0,4.0,348.0,93.0,245.0,305.0,402.0,4079.0,,,25.0,60.0,34,True,,invoke,conda-forge/invoke,,22497.0,22497.0,https://pypi.org/project/invoke,,,5993753.0,6022864.0,https://anaconda.org/conda-forge/invoke,2023-07-13 01:13:36.486,931579.0,2.0,,,,,,,,,,,,,,,,,
49,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2023-09-23 13:01:10.000,2023-09-23 13:01:03,4248.0,132.0,241.0,45.0,40.0,12.0,1248.0,2487.0,2023-09-23 00:11:50.000,8.3.9,327.0,31.0,34,False,,pyarmor,,,974.0,946.0,https://pypi.org/project/pyarmor,2023-09-23 00:11:50.000,28.0,144091.0,144091.0,,,,2.0,,,,,,,,,,,,,,,,,
50,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-09-24 19:23:46.000,2023-09-27 14:09:48.000,2023-09-22 23:21:19,8837.0,108.0,285.0,62.0,1021.0,658.0,2734.0,1788.0,2023-03-21 16:25:11.000,4.5.2,32.0,154.0,34,True,,scons,conda-forge/scons,,60.0,,https://pypi.org/project/scons,2022-07-30 21:23:00.222,60.0,368164.0,381593.0,https://anaconda.org/conda-forge/scons,2023-09-22 18:37:33.979,495966.0,2.0,1386.0,,,,,,,,,,,,,,,,
51,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2023-08-28 06:35:28.000,2023-04-30 10:08:19,610.0,,141.0,21.0,91.0,83.0,132.0,1776.0,2022-10-06 17:23:25.701,0.9.0,27.0,84.0,34,True,,tabulate,conda-forge/tabulate,,148613.0,140567.0,https://pypi.org/project/tabulate,2022-10-06 17:23:25.701,8046.0,48327860.0,48393109.0,https://anaconda.org/conda-forge/tabulate,2023-06-16 13:16:13.524,5741918.0,2.0,,,,,,,,,,,,,,,,,
52,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2023-08-21 09:24:23.000,2023-05-12 08:01:49,682.0,,184.0,35.0,158.0,55.0,134.0,1621.0,2023-05-12 08:13:47.000,1.8.0,72.0,91.0,34,True,,nodeenv,conda-forge/nodeenv,,60563.0,59620.0,https://pypi.org/project/nodeenv,2023-05-12 08:10:47.532,943.0,15672326.0,15715791.0,https://anaconda.org/conda-forge/nodeenv,2023-06-16 13:21:50.931,3129511.0,2.0,,,,,,,,,,,,,,,,,
53,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2023-09-05 00:15:46.000,2023-09-05 00:15:45,1081.0,2.0,300.0,37.0,534.0,49.0,420.0,1464.0,2022-12-01 01:51:31.000,4.0.2,52.0,117.0,34,True,,twine,conda-forge/twine,,110302.0,95119.0,https://pypi.org/project/twine,2022-12-01 01:49:17.129,15183.0,3691282.0,3701379.0,https://anaconda.org/conda-forge/twine,2023-06-16 13:23:13.063,858290.0,2.0,,,,,,,,,,,,,,,,,
54,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,,2010-07-22 10:13:12.000,2023-09-26 12:58:25.000,2023-09-22 23:49:51,1319.0,90.0,154.0,35.0,184.0,41.0,136.0,1450.0,2023-07-30 20:22:26.000,1.6.0,4.0,78.0,34,False,,logbook,conda-forge/logbook,,4894.0,4894.0,https://pypi.org/project/logbook,,,3549375.0,3553293.0,https://anaconda.org/conda-forge/logbook,2023-09-24 18:27:18.872,152686.0,2.0,322.0,,,,,,,,,,,,,,,,
55,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2023-09-27 11:36:48.000,2023-07-31 23:20:08,562.0,2.0,164.0,29.0,295.0,37.0,455.0,1294.0,,,16.0,84.0,34,True,,pyflakes,conda-forge/pyflakes,,246009.0,246009.0,https://pypi.org/project/pyflakes,,,25413267.0,25637847.0,https://anaconda.org/conda-forge/pyflakes,2023-07-29 18:48:34.199,6737401.0,2.0,,,,,,,,,,,,,,,,,
56,typeguard,agronholm/typeguard,type-checkers,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,,2015-12-27 23:15:37.000,2023-09-25 22:12:22.000,2023-09-25 22:12:21,572.0,44.0,94.0,21.0,107.0,14.0,276.0,1284.0,2023-09-11 07:31:36.000,4.1.5,26.0,32.0,34,False,,typeguard,conda-forge/typeguard,,17920.0,17920.0,https://pypi.org/project/typeguard,,,13165682.0,13176109.0,https://anaconda.org/conda-forge/typeguard,2023-09-11 11:55:19.488,406689.0,3.0,,,,,,,,,,,,,,,,,
57,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2023-09-20 00:37:20.000,2023-09-18 22:04:51,665.0,14.0,787.0,127.0,751.0,38.0,1079.0,9398.0,2023-09-18 22:14:26.000,1.38.0,102.0,32.0,33,True,,playwright,,,294.0,15.0,https://pypi.org/project/playwright,2023-09-18 22:14:26.000,279.0,1482405.0,1482405.0,,,,2.0,,,,,,,,,,,,,,,,,
58,pyre-check,facebook/pyre-check,type-checkers,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2023-09-28 04:27:34.000,2023-09-28 04:24:52,14794.0,438.0,402.0,112.0,387.0,119.0,255.0,6478.0,2023-02-14 00:24:14.000,0.9.18,11.0,251.0,33,True,,pyre-check,,,15.0,15.0,https://pypi.org/project/pyre-check,,,65986.0,65986.0,,,,3.0,,,,,,,,,,,,,,,,,
59,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2023-09-23 19:58:04.909,2023-09-07 18:35:16,920.0,46.0,228.0,56.0,145.0,19.0,106.0,5594.0,2023-09-07 19:19:05.000,4.5.3,42.0,51.0,33,True,,pyinstrument,conda-forge/pyinstrument,,1833.0,1712.0,https://pypi.org/project/pyinstrument,2023-09-07 18:53:39.000,121.0,676707.0,683453.0,https://anaconda.org/conda-forge/pyinstrument,2023-09-23 19:58:04.909,249608.0,2.0,,,,,,,,,,,,,,,,,
60,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2023-09-28 02:14:40.000,2023-04-14 07:08:49,336.0,,355.0,58.0,156.0,140.0,99.0,5390.0,2023-04-14 07:11:09.000,0.4.13,6.0,59.0,33,True,,pipreqs,conda-forge/pipreqs,,22746.0,22746.0,https://pypi.org/project/pipreqs,,,481898.0,482413.0,https://anaconda.org/conda-forge/pipreqs,2023-06-16 13:23:05.413,43285.0,3.0,,,,,,,,,,,,,,,,,
61,pytype,google/pytype,type-checkers,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2023-09-27 22:28:54.000,2023-09-27 20:23:01,6247.0,203.0,278.0,58.0,858.0,141.0,511.0,4349.0,2023-09-27 22:25:49.000,2023.9.27,185.0,99.0,33,True,,pytype,conda-forge/pytype,,147.0,,https://pypi.org/project/pytype,2023-09-27 22:25:49.000,147.0,404816.0,409296.0,https://anaconda.org/conda-forge/pytype,2023-09-12 03:57:47.405,174747.0,3.0,,,,,,,,,,,,,,,,,
62,mimesis,lk-geimfari/mimesis,testing,Mimesis is a powerful Python library that empowers developers to generate massive amounts of synthetic data efficiently.,,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2023-09-21 10:23:37.000,2023-09-13 13:35:19,2534.0,36.0,306.0,61.0,1057.0,5.0,315.0,4064.0,2023-08-19 20:40:36.000,11.1.0,51.0,116.0,33,True,,mimesis,conda-forge/mimesis,,1483.0,1483.0,https://pypi.org/project/mimesis,,,122795.0,126901.0,https://anaconda.org/conda-forge/mimesis,2023-08-19 22:03:10.196,155856.0,2.0,480.0,,,,,,,,,,,,,,,,
63,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2023-09-26 15:08:24.000,2023-08-31 08:03:20,736.0,19.0,140.0,26.0,143.0,20.0,169.0,2729.0,2023-08-21 14:26:53.000,2.9.1,49.0,36.0,33,True,,vulture,conda-forge/vulture,,4305.0,4049.0,https://pypi.org/project/vulture,2023-08-21 14:26:43.000,256.0,645710.0,646590.0,https://anaconda.org/conda-forge/vulture,2023-06-16 13:24:21.364,74818.0,2.0,,,,,,,,,,,,,,,,,
64,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/landscapeio/prospector,https://github.com/landscapeio/prospector,GPL-2.0,2013-08-05 07:26:30.000,2023-09-21 21:39:53.000,2023-09-21 21:39:46,1390.0,8.0,170.0,36.0,269.0,54.0,312.0,1853.0,2023-05-25 01:30:01.451,1.10.2,124.0,90.0,33,True,landscapeio/prospector,prospector,conda-forge/prospector,,5206.0,4517.0,https://pypi.org/project/prospector,2023-05-25 01:30:01.451,689.0,997784.0,998822.0,https://anaconda.org/conda-forge/prospector,2023-06-16 13:23:52.144,88234.0,1.0,,,,,,,,,,,,,,,,,
65,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2023-09-19 12:16:11.000,2023-09-19 12:16:11,568.0,6.0,131.0,34.0,237.0,12.0,134.0,1654.0,2023-06-16 00:00:00.984,3.11.1,60.0,66.0,33,True,,pytest-mock,conda-forge/pytest-mock,['pytest'],73625.0,68417.0,https://pypi.org/project/pytest-mock,2023-06-16 00:00:00.984,5208.0,12331942.0,12390566.0,https://anaconda.org/conda-forge/pytest-mock,2023-06-16 11:09:53.662,2286354.0,2.0,6.0,,,,,,,,,,,,,,,,
66,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2023-07-04 07:05:55.000,2023-02-28 17:40:55,262.0,,212.0,27.0,84.0,8.0,89.0,1550.0,2023-02-21 17:39:43.000,2.0.7,10.0,63.0,33,True,,python-json-logger,conda-forge/python-json-logger,,66640.0,66640.0,https://pypi.org/project/python-json-logger,,,21314262.0,21390219.0,https://anaconda.org/conda-forge/python-json-logger,2023-06-16 13:23:58.542,5848758.0,2.0,,,,,,,,,,,,,,,,,
67,asv,airspeed-velocity/asv,testing,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,,https://github.com/airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2023-09-11 07:57:02.553,2023-09-11 04:46:13,2341.0,160.0,159.0,21.0,791.0,131.0,423.0,800.0,2023-09-11 14:23:39.000,0.6.1,14.0,76.0,33,True,,asv,conda-forge/asv,,991.0,991.0,https://pypi.org/project/asv,,,56356.0,74962.0,https://anaconda.org/conda-forge/asv,2023-09-11 07:57:02.553,744217.0,2.0,101.0,,,,,,,,,,,,,,,,
68,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,,2015-04-14 19:22:42.000,2023-09-26 08:58:33.000,2023-09-14 21:24:53,494.0,30.0,210.0,25.0,353.0,132.0,223.0,622.0,2023-09-14 07:11:29.000,4.0.2,21.0,52.0,33,False,,pytest-html,conda-forge/pytest-html,['pytest'],39250.0,39250.0,https://pypi.org/project/pytest-html,,,3868046.0,3881957.0,https://anaconda.org/conda-forge/pytest-html,2023-06-28 12:16:30.274,472995.0,2.0,,,,,,,,,,,,,,,,,
69,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2023-09-25 13:27:25.000,2023-09-05 05:07:24,476.0,4.0,364.0,111.0,296.0,129.0,188.0,10860.0,2022-09-07 21:58:56.000,0.3.14,20.0,34.0,32,True,,py-spy,conda-forge/py-spy,,3060.0,3060.0,https://pypi.org/project/py-spy,,,2243449.0,2254288.6666666665,https://anaconda.org/conda-forge/py-spy,2023-06-16 16:18:45.113,477706.0,2.0,14027.0,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,396.6666666666667,407836.0,,
70,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2023-09-22 13:29:53.000,2023-09-21 13:44:40,3062.0,92.0,329.0,86.0,259.0,141.0,259.0,10089.0,2023-09-15 20:38:44.000,1.5.31.1,154.0,43.0,32,True,,scalene,,,505.0,500.0,https://pypi.org/project/scalene,2023-09-15 20:40:10.000,5.0,37672.0,37672.0,,,,2.0,,,,,,,,,,,,,,,,,
71,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2023-09-22 05:33:38.000,2023-09-05 06:23:53,581.0,14.0,308.0,76.0,465.0,137.0,467.0,6963.0,2023-03-12 06:23:00.522,1.2.0,52.0,103.0,32,True,,pipx,conda-forge/pipx,,1484.0,1468.0,https://pypi.org/project/pipx,2023-03-12 06:23:00.522,16.0,1582529.0,1584438.0,https://anaconda.org/conda-forge/pipx,2023-06-16 19:28:18.672,34670.0,3.0,12729.0,,,,,,,,,,,,,,,,
72,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2023-09-28 11:19:52.000,2023-08-29 23:16:22,1470.0,16.0,1570.0,165.0,703.0,170.0,617.0,4469.0,,,21.0,115.0,32,True,,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],16.0,16.0,https://pypi.org/project/sphinx_rtd_theme,,,4312935.0,4404678.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-08-22 09:02:27.150,3578015.0,2.0,,,,,,,,,,,,,,,,,
73,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000,2023-09-28 00:39:42.000,2023-09-22 18:13:12,658.0,14.0,489.0,68.0,281.0,71.0,158.0,1754.0,,,11.0,94.0,32,True,,pyelftools,conda-forge/pyelftools,,6601.0,6047.0,https://pypi.org/project/pyelftools,2023-09-06 23:43:51.000,554.0,2199232.0,2203313.0,https://anaconda.org/conda-forge/pyelftools,2023-09-23 20:45:10.696,142848.0,1.0,,,,,,,,,,,,,,,,,
74,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2023-09-18 20:17:18.000,2023-09-18 20:17:18,606.0,30.0,94.0,14.0,164.0,45.0,318.0,1355.0,2023-09-02 09:32:18.000,0.23.0,17.0,39.0,32,True,,mkdocstrings,conda-forge/mkdocstrings,['mkdocs'],9214.0,9214.0,https://pypi.org/project/mkdocstrings,,,587275.0,589825.0,https://anaconda.org/conda-forge/mkdocstrings,2023-09-02 18:04:24.292,89266.0,2.0,,,,,,,,,,,,,,,,,
75,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2023-09-26 08:57:58.000,2023-09-18 19:11:09,1057.0,34.0,194.0,56.0,325.0,103.0,200.0,1206.0,2022-11-09 16:51:21.000,6.1.1,5.0,58.0,32,True,,pytest-bdd,conda-forge/pytest-bdd,['pytest'],3049.0,3049.0,https://pypi.org/project/pytest-bdd,,,733195.0,734254.0,https://anaconda.org/conda-forge/pytest-bdd,2023-06-16 16:15:16.989,55069.0,2.0,,,,,,,,,,,,,,,,,
76,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2023-09-25 20:41:36.795,2023-07-16 13:59:19,540.0,13.0,138.0,23.0,412.0,57.0,272.0,1122.0,2023-04-23 01:43:49.000,2023.04.22,25.0,91.0,32,True,wntrblm/nox,nox,conda-forge/nox,['pytest'],4502.0,4502.0,https://pypi.org/project/nox,,,978458.0,984193.0,https://anaconda.org/conda-forge/nox,2023-09-25 20:41:36.795,223692.0,2.0,,,,,,,,,,,,,,,,,
77,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2023-09-21 11:16:56.000,2023-09-16 20:25:08,329.0,13.0,96.0,8.0,211.0,53.0,151.0,974.0,2023-09-16 20:25:57.000,23.9.16,41.0,77.0,32,True,,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],34228.0,34228.0,https://pypi.org/project/flake8-bugbear,,,2145883.0,2167612.0,https://anaconda.org/conda-forge/flake8-bugbear,2023-09-18 23:27:35.475,738810.0,2.0,,,,,,,,,,,,,,,,,
78,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2023-09-12 11:42:19.000,2023-09-12 11:42:18,961.0,96.0,99.0,22.0,68.0,9.0,204.0,826.0,2022-10-26 13:49:10.642,4.2.0,103.0,43.0,32,True,,progressbar2,conda-forge/progressbar2,,1573.0,,https://pypi.org/project/progressbar2,2022-11-01 15:41:03.059,1573.0,17052445.0,17064722.0,https://anaconda.org/conda-forge/progressbar2,2023-06-16 13:18:55.458,1016745.0,2.0,2081.0,,,,,,,,,,,,,,,,
79,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2023-07-27 14:52:53.379,2023-07-15 15:04:46,313.0,5.0,933.0,235.0,117.0,25.0,104.0,16052.0,,,24.0,27.0,31,True,,pysnooper,conda-forge/pysnooper,,1542.0,1542.0,https://pypi.org/project/pysnooper,,,610647.0,612579.0,https://anaconda.org/conda-forge/pysnooper,2023-07-27 14:52:53.379,69587.0,1.0,,,,,,,,,,,,,,,,,
80,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2023-09-27 20:09:16.000,2023-09-26 21:22:09,1083.0,39.0,334.0,57.0,288.0,17.0,119.0,11201.0,2023-08-01 23:22:17.000,1.9.1,17.0,38.0,31,True,,memray,conda-forge/memray,,217.0,209.0,https://pypi.org/project/memray,2023-08-01 23:22:17.000,8.0,266330.0,270279.0,https://anaconda.org/conda-forge/memray,2023-09-26 13:44:41.175,67137.0,2.0,,,,,,,,,,,,,,,,,
81,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,,2009-10-02 00:43:37.000,2023-09-26 13:01:32.000,2023-09-26 13:01:30,1433.0,60.0,674.0,118.0,490.0,90.0,613.0,4909.0,2017-10-25 15:35:12.000,1.7.1,12.0,132.0,31,True,,pycodestyle,conda-forge/pycodestyle,,15.0,15.0,https://pypi.org/project/pycodestyle,,,33009445.0,33241980.0,https://anaconda.org/conda-forge/pycodestyle,2023-07-30 14:00:03.599,6976052.0,2.0,,,,,,,,,,,,,,,,,
82,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/jazzband/prettytable,https://github.com/jazzband/prettytable,,2016-01-15 02:39:17.000,2023-09-11 20:34:41.890,2023-09-11 14:29:26,521.0,5.0,130.0,21.0,139.0,38.0,86.0,1117.0,2023-09-11 14:02:21.000,3.9.0,21.0,54.0,31,False,,prettytable,conda-forge/prettytable,,48792.0,48792.0,https://pypi.org/project/prettytable,,,9868541.0,9904508.0,https://anaconda.org/conda-forge/prettytable,2023-09-11 20:34:41.890,1222884.0,3.0,,,,,,,,,,,,,,,,,
83,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2023-09-22 14:11:51.000,2023-09-22 14:11:51,744.0,2.0,182.0,19.0,315.0,112.0,225.0,1095.0,2023-01-17 20:28:28.000,6.3.0,17.0,91.0,31,True,,pydocstyle,conda-forge/pydocstyle,,58779.0,58779.0,https://pypi.org/project/pydocstyle,,,3783139.0,3801763.0,https://anaconda.org/conda-forge/pydocstyle,2023-06-16 13:18:02.967,1601674.0,2.0,69.0,,,,,,,,,,,,,,,,
84,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2023-09-16 14:13:15.000,2023-06-19 12:19:25,147.0,,56.0,17.0,60.0,14.0,39.0,597.0,2022-01-24 01:14:49.000,0.7.0,13.0,23.0,31,True,,mccabe,conda-forge/mccabe,,413778.0,397800.0,https://pypi.org/project/mccabe,2022-01-24 01:14:49.000,15978.0,30648778.0,30734229.0,https://anaconda.org/conda-forge/mccabe,2023-06-16 13:17:55.573,7434320.0,2.0,,,,,,,,,,,,,,,,,
