,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
42,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000,2023-09-07 12:34:57.000,2023-09-05 22:57:07,1303.0,106.0,160.0,35.0,180.0,45.0,136.0,1444.0,2023-07-30 20:22:26.000,1.6.0,43.0,78.0,36,True,,logbook,conda-forge/logbook,,6031.0,4840.0,https://pypi.org/project/logbook,2023-07-30 20:18:43.000,1191.0,3425644.0,3429473.0,https://anaconda.org/conda-forge/logbook,2023-07-31 08:36:53.455,149249.0,2.0,322.0,,,,,,,,,,,,,,,,
43,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2023-09-05 10:24:49.000,2023-09-05 10:24:48,1112.0,18.0,202.0,48.0,375.0,225.0,329.0,1230.0,2023-05-19 10:55:22.213,3.3.1,65.0,90.0,36,True,,pytest-xdist,conda-forge/pytest-xdist,['pytest'],5253.0,,https://pypi.org/project/pytest-xdist,2023-05-19 10:55:22.213,5253.0,11260012.0,11320173.0,https://anaconda.org/conda-forge/pytest-xdist,2023-06-16 13:21:13.802,5173887.0,1.0,,,,,,,,,,8.0,,,,,,,
44,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2023-09-07 08:37:02.000,2023-09-07 08:36:40,3159.0,52.0,2845.0,381.0,978.0,29.0,1606.0,33226.0,2023-09-07 08:37:02.000,2.3.26,82.0,424.0,35,True,,pyenv,,,14.0,13.0,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,1.0,9902.0,9902.0,,,,2.0,,,,,,,,,,,,,,,,,
45,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2023-09-04 21:08:04.000,2023-08-18 03:18:51,1319.0,8.0,548.0,66.0,391.0,195.0,456.0,5428.0,2023-03-10 01:08:04.773,1.7.5,36.0,172.0,35,True,,bandit,conda-forge/bandit,,45548.0,43774.0,https://pypi.org/project/bandit,2023-03-10 01:08:04.773,1774.0,3244837.0,3249842.0,https://anaconda.org/conda-forge/bandit,2023-06-16 16:15:12.910,259708.0,1.0,729.0,,,,,,,,,,,,,,,,
46,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2023-09-07 07:02:12.000,2023-09-07 05:55:19,1405.0,52.0,184.0,33.0,260.0,30.0,261.0,2738.0,2023-04-06 12:20:58.979,23.1.0,31.0,101.0,35,False,,structlog,conda-forge/structlog,,10374.0,9287.0,https://pypi.org/project/structlog,2023-04-06 12:20:58.979,1087.0,7177321.0,7181121.0,https://anaconda.org/conda-forge/structlog,2023-06-09 16:58:07.029,326880.0,2.0,,,,,,,,,,,,,,,,,
47,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2023-07-31 23:20:09.000,2023-07-31 23:20:08,562.0,6.0,164.0,29.0,295.0,37.0,453.0,1292.0,,,16.0,84.0,35,True,,pyflakes,conda-forge/pyflakes,,242542.0,242542.0,https://pypi.org/project/pyflakes,,,24036538.0,24257759.0,https://anaconda.org/conda-forge/pyflakes,2023-07-29 18:48:34.199,6636658.0,2.0,,,,,,,,,,,,,,,,,
48,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,,2014-05-15 22:49:43.000,2023-09-06 17:33:37.000,2023-09-06 00:22:12,661.0,16.0,209.0,28.0,390.0,67.0,261.0,520.0,2023-04-12 16:11:39.000,23.1,18.0,97.0,35,False,,packaging,conda-forge/packaging,,850505.0,850505.0,https://pypi.org/project/packaging,,,160782084.0,161216658.0,https://anaconda.org/conda-forge/packaging,2023-06-16 13:17:40.629,37806665.0,2.0,738.0,,,,,,,,,,,,,,,,
49,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2017-07-25 20:24:25.000,2023-09-05 07:08:52.000,2023-09-05 07:08:51,896.0,31.0,129.0,31.0,195.0,32.0,339.0,440.0,,,32.0,74.0,35,True,,wheel,conda-forge/wheel,,225954.0,225954.0,https://pypi.org/project/wheel,,,258474677.0,260489419.0,https://anaconda.org/conda-forge/wheel,2023-08-22 10:40:09.822,74545478.0,2.0,,,,,,,,,,,,,,,,,
50,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2023-09-05 08:54:05.000,2023-07-12 18:04:56,3696.0,4.0,346.0,92.0,245.0,304.0,400.0,4057.0,,,25.0,60.0,34,True,,invoke,conda-forge/invoke,,22143.0,22143.0,https://pypi.org/project/invoke,,,5830159.0,5859135.0,https://anaconda.org/conda-forge/invoke,2023-07-13 01:13:36.486,927261.0,2.0,,,,,,,,,,,,,,,,,
51,mimesis,lk-geimfari/mimesis,testing,Mimesis is a powerful Python library that empowers developers to generate massive amounts of synthetic data efficiently.,,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2023-09-07 10:27:39.000,2023-09-03 18:36:12,2531.0,52.0,313.0,61.0,1052.0,11.0,314.0,4031.0,2023-08-19 20:41:39.000,11.1.0,51.0,116.0,34,True,,mimesis,conda-forge/mimesis,,1528.0,1458.0,https://pypi.org/project/mimesis,2023-08-19 20:41:39.000,70.0,122840.0,126798.0,https://anaconda.org/conda-forge/mimesis,2023-08-19 22:03:10.196,150239.0,2.0,468.0,,,,,,,,,,,,,,,,
52,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2023-09-06 02:14:37.000,2023-09-06 02:14:31,4225.0,143.0,241.0,45.0,40.0,9.0,1213.0,2449.0,2023-08-28 10:49:29.000,8.3.5,323.0,31.0,34,False,,pyarmor,,,956.0,929.0,https://pypi.org/project/pyarmor,2023-08-28 10:32:18.000,27.0,138344.0,138344.0,,,,2.0,,,,,,,,,,,,,,,,,
53,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2023-09-06 18:20:46.000,2023-09-06 18:20:46,8807.0,103.0,285.0,62.0,1011.0,658.0,2731.0,1766.0,2023-03-21 16:25:11.000,4.5.2,32.0,152.0,34,True,,scons,conda-forge/scons,,60.0,,https://pypi.org/project/scons,2022-07-30 21:23:00.222,60.0,366246.0,372532.0,https://anaconda.org/conda-forge/scons,2023-06-16 13:25:22.382,488367.0,2.0,1356.0,,,,,,,,,,,,,,,,
54,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2023-07-20 16:20:17.824,2023-06-29 12:24:48,3152.0,7.0,164.0,27.0,347.0,79.0,230.0,1679.0,2023-07-20 16:20:17.824,0.8.2,90.0,77.0,34,True,,rope,conda-forge/rope,,68834.0,67200.0,https://pypi.org/project/rope,2023-07-20 16:20:17.824,1634.0,743860.0,779771.0,https://anaconda.org/conda-forge/rope,2023-06-29 17:22:42.966,1256898.0,1.0,,,,,,,,,,,,,,,,,
55,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2023-08-25 13:06:56.000,2023-08-25 13:06:56,565.0,13.0,131.0,34.0,234.0,12.0,132.0,1639.0,2023-06-16 00:00:00.984,3.11.1,60.0,66.0,34,True,,pytest-mock,conda-forge/pytest-mock,['pytest'],72645.0,67482.0,https://pypi.org/project/pytest-mock,2023-06-16 00:00:00.984,5163.0,11565932.0,11623474.0,https://anaconda.org/conda-forge/pytest-mock,2023-06-16 11:09:53.662,2244144.0,2.0,5.0,,,,,,,,,,,,,,,,
56,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2023-09-05 00:15:46.000,2023-09-05 00:15:45,1081.0,2.0,300.0,37.0,534.0,49.0,418.0,1460.0,2022-12-01 01:51:31.000,4.0.2,52.0,117.0,34,True,,twine,conda-forge/twine,,109316.0,94259.0,https://pypi.org/project/twine,2022-12-01 01:49:17.129,15057.0,3625885.0,3635795.0,https://anaconda.org/conda-forge/twine,2023-06-16 13:23:13.063,842377.0,2.0,,,,,,,,,,,,,,,,,
57,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2023-09-04 18:56:43.000,2023-08-30 13:11:44,468.0,43.0,124.0,36.0,360.0,27.0,216.0,1204.0,2023-07-12 10:20:06.993,0.21.1,37.0,42.0,34,True,,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],1074.0,,https://pypi.org/project/pytest-asyncio,2023-07-12 10:20:06.993,1074.0,7457222.0,7501068.0,https://anaconda.org/conda-forge/pytest-asyncio,2023-07-12 15:08:45.602,1753591.0,2.0,150.0,,,,,,,,,,,,,,,,
58,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2023-08-29 01:09:27.000,2023-08-29 01:09:26,954.0,89.0,98.0,22.0,68.0,8.0,204.0,824.0,2022-10-26 13:47:55.000,4.2.0,44.0,42.0,34,True,,progressbar2,conda-forge/progressbar2,,30528.0,30528.0,https://pypi.org/project/progressbar2,,,16897531.0,16909647.0,https://anaconda.org/conda-forge/progressbar2,2023-06-16 13:18:55.458,1003386.0,2.0,2074.0,,,,,,,,,,,,,,,,
59,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2023-09-07 09:03:06.000,2023-09-07 09:03:01,10100.0,22.0,5372.0,1086.0,358.0,63.0,4973.0,27996.0,2023-09-04 16:34:35.000,1.7.9,95.0,129.0,33,True,,sqlmap,,,22.0,13.0,https://pypi.org/project/sqlmap,2023-09-04 16:34:35.000,9.0,9359.0,9359.0,,,,2.0,,,,,,,,,,,,,,,,,
60,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2023-07-27 14:52:53.379,2023-07-15 15:04:46,313.0,5.0,946.0,235.0,117.0,25.0,104.0,16018.0,2023-07-15 15:06:01.470,1.2.0,59.0,27.0,33,True,,pysnooper,conda-forge/pysnooper,,1564.0,1511.0,https://pypi.org/project/pysnooper,2023-07-15 15:06:01.470,53.0,555209.0,557120.0,https://anaconda.org/conda-forge/pysnooper,2023-07-27 14:52:53.379,68831.0,1.0,,,,,,,,,,,,,,,,,
61,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2023-09-07 13:52:28.000,2023-09-06 23:10:31,3036.0,70.0,318.0,85.0,252.0,141.0,253.0,9817.0,2023-09-01 22:37:45.000,1.5.27,150.0,43.0,33,True,,scalene,,,489.0,484.0,https://pypi.org/project/scalene,2023-09-01 22:37:45.000,5.0,26510.0,26510.0,,,,2.0,,,,,,,,,,,,,,,,,
62,pyre-check,facebook/pyre-check,type-checkers,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2023-09-07 09:53:17.000,2023-09-07 09:46:38,14695.0,415.0,401.0,112.0,383.0,113.0,251.0,6460.0,2023-02-14 00:24:14.000,0.9.18,11.0,251.0,33,True,,pyre-check,,,13.0,13.0,https://pypi.org/project/pyre-check,,,68454.0,68454.0,,,,3.0,,,,,,,,,,,,,,,,,
63,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2023-09-01 10:35:45.000,2023-09-01 10:35:33,918.0,44.0,228.0,56.0,142.0,19.0,106.0,5533.0,2023-09-01 10:36:46.000,4.5.1,41.0,52.0,33,True,,pyinstrument,conda-forge/pyinstrument,,1795.0,1677.0,https://pypi.org/project/pyinstrument,2023-07-22 22:32:54.000,118.0,617490.0,624021.0,https://anaconda.org/conda-forge/pyinstrument,2023-07-23 00:53:24.914,241669.0,2.0,,,,,,,,,,,,,,,,,
64,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2023-09-07 04:48:04.000,2023-09-07 01:47:14,2429.0,123.0,241.0,30.0,776.0,37.0,1200.0,5158.0,2023-09-03 07:05:47.000,2.9.1,100.0,134.0,33,True,,pdm,conda-forge/pdm,,167.0,167.0,https://pypi.org/project/pdm,,,426659.0,434449.0,https://anaconda.org/conda-forge/pdm,2023-09-03 09:50:26.516,186966.0,2.0,4.0,,,,,,,,,,,,,,,,
65,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2023-08-25 00:29:01.000,2023-02-22 05:49:22,592.0,,254.0,33.0,222.0,139.0,178.0,3799.0,2022-08-12 12:25:03.405,1.2.2,59.0,109.0,33,True,,freezegun,conda-forge/freezegun,,4572.0,,https://pypi.org/project/freezegun,2022-08-12 12:25:03.405,4572.0,6433044.0,6448816.0,https://anaconda.org/conda-forge/freezegun,2023-06-16 13:17:16.464,1419546.0,2.0,,,,,,,,,,7.0,,,,,,,
66,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2023-09-05 13:06:04.000,2023-09-05 13:06:03,1107.0,64.0,163.0,38.0,491.0,17.0,376.0,2812.0,2023-07-30 23:59:01.000,3.10.1,159.0,34.0,33,True,,pyupgrade,conda-forge/pyupgrade,,155.0,,https://pypi.org/project/pyupgrade,2023-07-30 23:59:01.000,155.0,456185.0,470708.0,https://anaconda.org/conda-forge/pyupgrade,2023-07-31 03:46:27.643,580934.0,2.0,,,,,,,,,,,,,,,,,
67,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2023-09-03 10:55:14.000,2023-08-31 08:03:20,736.0,19.0,140.0,26.0,142.0,20.0,167.0,2712.0,2023-08-21 14:26:53.000,2.9.1,49.0,36.0,33,True,,vulture,conda-forge/vulture,,4257.0,4001.0,https://pypi.org/project/vulture,2023-08-21 14:26:43.000,256.0,582351.0,583223.0,https://anaconda.org/conda-forge/vulture,2023-06-16 13:24:21.364,74125.0,2.0,,,,,,,,,,,,,,,,,
68,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/landscapeio/prospector,https://github.com/landscapeio/prospector,GPL-2.0,2013-08-05 07:26:30.000,2023-09-06 19:53:15.000,2023-09-06 19:53:12,1387.0,8.0,170.0,36.0,266.0,54.0,311.0,1849.0,2023-05-25 01:30:01.451,1.10.2,124.0,89.0,33,True,landscapeio/prospector,prospector,conda-forge/prospector,,5138.0,4449.0,https://pypi.org/project/prospector,2023-05-25 01:30:01.451,689.0,789979.0,790988.0,https://anaconda.org/conda-forge/prospector,2023-06-16 13:23:52.144,85846.0,1.0,,,,,,,,,,,,,,,,,
69,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2023-08-28 06:35:28.000,2023-04-30 10:08:19,610.0,,135.0,21.0,91.0,67.0,132.0,1758.0,,,13.0,84.0,33,True,,tabulate,conda-forge/tabulate,,137309.0,137309.0,https://pypi.org/project/tabulate,,,48378347.0,48442011.0,https://anaconda.org/conda-forge/tabulate,2023-06-16 13:16:13.524,5602514.0,2.0,,,,,,,,,,,,,,,,,
70,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2023-07-04 07:05:55.000,2023-02-28 17:40:55,262.0,,211.0,27.0,84.0,12.0,89.0,1540.0,2023-02-21 17:40:52.893,2.0.7,27.0,63.0,33,True,,python-json-logger,conda-forge/python-json-logger,,64764.0,63941.0,https://pypi.org/project/python-json-logger,2023-02-21 17:40:52.893,823.0,19846026.0,19917089.0,https://anaconda.org/conda-forge/python-json-logger,2023-06-16 13:23:58.542,5471909.0,2.0,,,,,,,,,,,,,,,,,
71,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2023-06-16 13:17:32.308,2016-03-04 01:16:26,1004.0,,387.0,49.0,261.0,452.0,465.0,1358.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,33,False,,nose,conda-forge/nose,,190122.0,145384.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,44738.0,4762291.0,4795403.0,https://anaconda.org/conda-forge/nose,2023-06-16 13:17:32.308,2913893.0,2.0,,,,,,,,,,,,,,,,,
72,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-2-Clause,2011-12-14 15:33:15.000,2023-09-05 17:13:31.000,2023-09-05 17:13:22,1118.0,4.0,137.0,23.0,314.0,52.0,215.0,756.0,2023-04-29 18:30:51.495,0.13.0,29.0,76.0,33,True,,nose2,conda-forge/nose2,,24880.0,23762.0,https://pypi.org/project/nose2,2023-04-29 18:30:51.495,1118.0,564990.0,566743.0,https://anaconda.org/conda-forge/nose2,2023-06-16 16:08:37.386,112253.0,2.0,,,,,,,,,,,,,,,,,
73,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2023-09-06 10:51:12.000,2023-08-29 06:32:18,1523.0,25.0,201.0,25.0,398.0,91.0,403.0,751.0,2023-07-20 15:35:38.874,1.12.0,80.0,119.0,33,True,,setuptools_scm,conda-forge/setuptools_scm,,639.0,,https://pypi.org/project/setuptools_scm,2023-07-20 15:35:38.874,639.0,16671808.0,16692865.0,https://anaconda.org/conda-forge/setuptools_scm,2023-06-16 13:24:17.147,1895174.0,3.0,,,,,,,,,,,,,,,,,
74,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,,2015-04-14 19:22:42.000,2023-09-01 18:49:42.000,2023-09-01 18:48:44,490.0,26.0,208.0,25.0,349.0,127.0,219.0,622.0,2023-09-01 18:52:19.000,4.0.0,21.0,50.0,33,False,,pytest-html,conda-forge/pytest-html,['pytest'],38268.0,38268.0,https://pypi.org/project/pytest-html,,,3485023.0,3498668.0,https://anaconda.org/conda-forge/pytest-html,2023-06-28 12:16:30.274,463962.0,2.0,,,,,,,,,,,,,,,,,
75,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2023-09-06 16:03:28.000,2023-09-05 23:30:12,1069.0,46.0,329.0,57.0,275.0,16.0,113.0,11117.0,2023-08-01 22:54:13.000,1.9.1,15.0,37.0,32,True,,memray,conda-forge/memray,,202.0,202.0,https://pypi.org/project/memray,,,327896.0,331575.0,https://anaconda.org/conda-forge/memray,2023-08-02 04:02:48.763,62557.0,2.0,,,,,,,,,,,,,,,,,
76,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2023-09-06 01:24:07.000,2023-09-05 05:07:24,476.0,5.0,376.0,111.0,295.0,137.0,188.0,10793.0,2022-09-07 22:01:08.223,0.3.14,38.0,34.0,32,True,,py-spy,conda-forge/py-spy,,3044.0,2998.0,https://pypi.org/project/py-spy,2022-09-07 22:00:23.982,45.0,2772351.0,2783144.6666666665,https://anaconda.org/conda-forge/py-spy,2023-06-16 16:18:45.113,471837.0,2.0,13809.0,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2022-09-07 22:01:08.223,1.0,478.6666666666667,407646.0,
77,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2023-09-06 14:30:01.000,2023-09-05 06:23:53,581.0,20.0,287.0,75.0,462.0,115.0,464.0,6878.0,2023-03-12 06:08:11.000,1.2.0,24.0,103.0,32,True,,pipx,conda-forge/pipx,,1425.0,1425.0,https://pypi.org/project/pipx,,,1492963.0,1494773.0,https://anaconda.org/conda-forge/pipx,2023-06-16 19:28:18.672,33455.0,3.0,10647.0,,,,,,,,,,,,,,,,
78,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2023-08-02 22:25:18.000,2023-04-14 07:08:49,336.0,,359.0,59.0,149.0,177.0,98.0,5354.0,2023-04-14 07:11:09.000,0.4.13,42.0,59.0,32,True,,pipreqs,conda-forge/pipreqs,,22609.0,22231.0,https://pypi.org/project/pipreqs,2023-04-14 07:10:52.947,378.0,430088.0,430579.0,https://anaconda.org/conda-forge/pipreqs,2023-06-16 13:23:05.413,41303.0,3.0,,,,,,,,,,,,,,,,,
79,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2023-09-05 08:37:51.000,2023-09-05 08:37:50,987.0,12.0,378.0,41.0,483.0,195.0,392.0,3184.0,2023-07-19 09:04:00.000,3.3.0,43.0,128.0,32,True,,factory_boy,conda-forge/factory_boy,,805.0,,https://pypi.org/project/factory_boy,2023-07-19 09:04:00.000,805.0,3090205.0,3093940.0,https://anaconda.org/conda-forge/factory_boy,2023-07-19 13:42:09.417,134463.0,2.0,,,,,,,,,,6.0,,,,,,,
80,pex,pantsbuild/pex,packaging,"A tool for generating .pex (Python EXecutable) files, lock files and venvs.",,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2023-09-05 21:27:26.000,2023-09-05 21:27:26,1371.0,38.0,244.0,55.0,1151.0,160.0,906.0,2368.0,2023-08-28 22:42:08.000,2.1.145,234.0,115.0,32,True,,pex,,,138.0,,https://pypi.org/project/pex,2023-08-28 22:41:57.000,138.0,894158.0,1021909.0,,,,2.0,3193787.0,,,,,,,,,,,,,,,,
81,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000,2023-09-07 14:09:30.000,2023-09-07 14:09:30,653.0,10.0,489.0,68.0,272.0,71.0,154.0,1738.0,,,11.0,93.0,32,True,,pyelftools,conda-forge/pyelftools,,6474.0,5922.0,https://pypi.org/project/pyelftools,2023-09-06 23:43:51.000,552.0,1609592.0,1611150.0,https://anaconda.org/conda-forge/pyelftools,2023-06-16 13:24:33.275,140284.0,1.0,,,,,,,,,,,,,,,,,
82,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2023-09-06 18:44:32.000,2023-09-06 08:39:43,968.0,37.0,179.0,27.0,280.0,17.0,316.0,1622.0,2023-06-19 11:55:01.926,14.0.0,99.0,53.0,32,True,,pdoc,,,2439.0,2129.0,https://pypi.org/project/pdoc,2023-06-19 11:55:01.926,310.0,136175.0,136175.0,,,,2.0,,,,,,,,,,,,,,,,,
83,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,,2011-03-29 15:28:56.000,2023-08-21 09:24:23.000,2023-05-12 08:01:49,682.0,,179.0,35.0,158.0,49.0,134.0,1616.0,2023-05-12 08:13:47.000,1.8.0,46.0,91.0,32,False,,nodeenv,conda-forge/nodeenv,,57251.0,57251.0,https://pypi.org/project/nodeenv,,,14569899.0,14612127.0,https://anaconda.org/conda-forge/nodeenv,2023-06-16 13:21:50.931,3040439.0,2.0,,,,,,,,,,,,,,,,,
84,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2023-09-04 13:41:16.000,2023-09-04 13:41:10,602.0,26.0,96.0,14.0,161.0,44.0,312.0,1328.0,2023-09-02 09:32:18.000,0.23.0,51.0,37.0,32,True,,mkdocstrings,conda-forge/mkdocstrings,['mkdocs'],9407.0,8978.0,https://pypi.org/project/mkdocstrings,2023-09-02 09:32:07.000,429.0,556639.0,559076.0,https://anaconda.org/conda-forge/mkdocstrings,2023-09-02 18:04:24.292,85323.0,2.0,,,,,,,,,,,,,,,,,
