,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
43,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2024-03-21 10:29:45.000000,2024-03-21 09:17:54,2643.0,84.0,323.0,29.0,926.0,1433.0,6333.0,2024-02-26 02:22:33.000,2.12.4,100.0,170.0,36,True,,46.0,pdm,conda-forge/pdm,,4.0,799611.0,262.0,262.0,https://pypi.org/project/pdm,791333.0,https://anaconda.org/conda-forge/pdm,2024-02-26 19:51:12.473,248351.0,2.0,,,,,,,,,,,,,,,,,,
44,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2024-03-21 06:20:02.000000,2024-03-04 02:34:36,24789.0,266.0,1589.0,201.0,5822.0,885.0,5158.0,2024-03-04 02:01:18.000,3.11.1,130.0,857.0,36,True,,720.0,buildbot,conda-forge/buildbot,,37066.0,21568.0,806.0,348.0,https://pypi.org/project/buildbot,19051.0,https://anaconda.org/conda-forge/buildbot,2024-03-04 04:16:13.190,92788.0,2.0,2024-03-04 02:01:18.000,458.0,,,,,,,,,,,,,,,,
45,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2024-03-20 13:07:34.000000,2024-03-20 13:07:34,3313.0,84.0,161.0,27.0,375.0,255.0,1820.0,2024-01-18 04:51:10.000,1.12.0,27.0,81.0,36,True,,96.0,rope,conda-forge/rope,,25.0,946004.0,72525.0,72525.0,https://pypi.org/project/rope,911674.0,https://anaconda.org/conda-forge/rope,2024-01-18 06:12:43.442,1407058.0,1.0,,,,,,,,,,,,,,,,,,
46,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,,2014-05-15 22:49:43.000,2024-03-12 22:13:43.000000,2024-03-11 17:54:41,694.0,15.0,222.0,28.0,427.0,288.0,575.0,2024-03-10 09:39:50.000,24.0,20.0,107.0,36,False,,70.0,packaging,conda-forge/packaging,,794.0,319102307.0,1096260.0,1096260.0,https://pypi.org/project/packaging,318161156.0,https://anaconda.org/conda-forge/packaging,2024-03-10 13:08:54.872,43292327.0,2.0,,,,,,,,,,,,,,,,,,
47,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2024-03-17 05:04:44.000000,2023-06-07 11:16:23,408.0,,1153.0,185.0,161.0,231.0,9397.0,,,12.0,52.0,35,True,,450.0,pyautogui,conda-forge/pyautogui,,,687185.0,32748.0,32748.0,https://pypi.org/project/pyautogui,681862.0,https://anaconda.org/conda-forge/pyautogui,2023-10-16 16:49:29.444,218243.0,2.0,,,,,,,,,,,,,,,,,,
48,pyre-check,facebook/pyre-check,type-checkers,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2024-03-21 01:23:23.000000,2024-03-21 01:16:33,15568.0,405.0,461.0,113.0,400.0,258.0,6658.0,2023-10-19 15:20:03.000,0.9.19,77.0,258.0,35,True,,142.0,pyre-check,,,,87418.0,75.0,21.0,https://pypi.org/project/pyre-check,87418.0,,,,3.0,2023-10-19 15:20:03.000,54.0,,,,,,,,,,,,,,,,
49,pytype,google/pytype,type-checkers,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2024-03-20 19:19:38.000000,2024-03-20 17:29:51,6573.0,160.0,264.0,54.0,915.0,536.0,4517.0,2024-03-19 21:03:23.000,2024.3.19,201.0,100.0,35,True,,152.0,pytype,conda-forge/pytype,,,512903.0,3652.0,3489.0,https://pypi.org/project/pytype,508611.0,https://anaconda.org/conda-forge/pytype,2024-02-10 17:48:30.581,193165.0,3.0,2024-03-19 21:03:23.000,163.0,,,,,,,,,,,,,,,,
50,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2024-03-14 05:37:16.000000,2024-03-14 05:37:15,1543.0,58.0,202.0,34.0,293.0,287.0,3086.0,2024-01-08 09:51:37.000,24.1.0,16.0,114.0,35,False,,24.0,structlog,conda-forge/structlog,,,11748121.0,11189.0,11189.0,https://pypi.org/project/structlog,11738419.0,https://anaconda.org/conda-forge/structlog,2024-02-12 20:32:00.254,368710.0,2.0,,,,,,,,,,,,,,,,,,
51,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2024-03-21 06:02:37.000000,2024-03-21 06:02:34,2402.0,76.0,375.0,29.0,1812.0,962.0,2392.0,2023-05-31 14:30:27.000,0.18.0,55.0,183.0,35,True,,109.0,wemake-python-styleguide,,,,185989.0,16190.0,16190.0,https://pypi.org/project/wemake-python-styleguide,185989.0,,,,1.0,,,,,,,,,,,,,,,,,,
52,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2024-03-21 13:37:43.000000,2024-03-19 14:07:42,608.0,16.0,136.0,36.0,263.0,140.0,1733.0,2023-10-19 16:26:09.000,3.12.0,61.0,69.0,35,True,,14.0,pytest-mock,conda-forge/pytest-mock,['pytest'],18.0,19721254.0,82067.0,76296.0,https://pypi.org/project/pytest-mock,19665888.0,https://anaconda.org/conda-forge/pytest-mock,2023-10-19 18:22:47.849,2491501.0,2.0,2023-10-19 16:25:55.000,5771.0,,,,,,,,,,,,,,,,
53,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2024-03-09 10:31:03.000000,2023-02-28 17:40:55,262.0,,223.0,27.0,88.0,89.0,1639.0,2023-02-21 17:39:43.000,2.0.7,10.0,63.0,35,False,,12.0,python-json-logger,conda-forge/python-json-logger,,,30978533.0,89854.0,89854.0,https://pypi.org/project/python-json-logger,30891125.0,https://anaconda.org/conda-forge/python-json-logger,2023-06-16 13:23:58.542,7254918.0,2.0,,,,,,,,,,,,,,,,,,
54,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2024-03-07 14:47:18.000000,2024-03-07 14:47:17,567.0,5.0,172.0,29.0,299.0,469.0,1333.0,,,17.0,86.0,35,True,,38.0,pyflakes,conda-forge/pyflakes,,,32830626.0,271668.0,271668.0,https://pypi.org/project/pyflakes,32632550.0,https://anaconda.org/conda-forge/pyflakes,2024-01-05 03:19:34.488,7130759.0,1.0,,,,,,,,,,,,,,,,,,
55,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme.",,https://github.com/sphinx-doc/alabaster,https://github.com/sphinx-doc/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2024-01-17 02:05:17.000000,2024-01-10 01:04:53,417.0,33.0,194.0,32.0,91.0,63.0,713.0,2024-01-10 00:56:08.000,0.7.16,29.0,37.0,35,True,sphinx-doc/alabaster,62.0,alabaster,conda-forge/alabaster,['sphinx'],,11156154.0,130952.0,123185.0,https://pypi.org/project/alabaster,10648473.0,https://anaconda.org/conda-forge/alabaster,2024-01-10 01:09:16.100,7107536.0,2.0,2024-01-10 00:56:08.000,7767.0,,,,,,,,,,,,,,,,
56,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2024-03-20 00:10:48.000000,2024-03-19 20:43:01,3257.0,32.0,2896.0,385.0,1037.0,1663.0,35964.0,2024-02-13 21:59:44.000,2.3.36,92.0,439.0,34,True,,43.0,pyenv,,,,12201.0,21.0,21.0,https://pypi.org/project/pyenv,12201.0,,,,2.0,,,,,,,,,,,,,,,,,,
57,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,,2011-12-04 08:49:15.000,2024-03-20 16:52:47.000000,2024-03-17 16:29:01,5384.0,102.0,1427.0,504.0,794.0,1543.0,24639.0,2023-05-18 15:52:21.000,3.4.0.2,34.0,184.0,34,False,,220.0,glances,conda-forge/glances,,1579.0,210716.0,838.0,838.0,https://pypi.org/project/glances,208489.0,https://anaconda.org/conda-forge/glances,2023-06-05 20:53:05.651,212441.0,1.0,,,,,,,,,,,,,,,,,,
58,mimesis,lk-geimfari/mimesis,testing,Mimesis is a powerful Python library that empowers developers to generate massive amounts of synthetic data efficiently.,,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2024-03-20 10:36:49.000000,2024-03-05 17:47:16,2617.0,62.0,319.0,62.0,1135.0,332.0,4269.0,2024-02-27 23:38:12.000,15.1.0,59.0,118.0,34,True,,9.0,mimesis,conda-forge/mimesis,,561.0,202112.0,1680.0,1680.0,https://pypi.org/project/mimesis,197984.0,https://anaconda.org/conda-forge/mimesis,2024-01-24 22:04:50.706,181398.0,2.0,,,,,,,,,,,,,,,,,,
59,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2024-03-12 23:11:04.000000,2023-12-01 19:06:35,3701.0,,357.0,93.0,250.0,404.0,4217.0,,,25.0,60.0,34,True,,317.0,invoke,conda-forge/invoke,,,8687903.0,24623.0,24623.0,https://pypi.org/project/invoke,8662530.0,https://anaconda.org/conda-forge/invoke,2023-07-13 01:13:36.486,964195.0,2.0,,,,,,,,,,,,,,,,,,
60,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2024-03-20 14:44:14.000000,2024-03-20 14:43:59,4401.0,52.0,257.0,45.0,43.0,1402.0,2817.0,2024-03-17 03:56:22.000,8.5.1,339.0,33.0,34,False,,9.0,pyarmor,,,,167277.0,1181.0,1147.0,https://pypi.org/project/pyarmor,167277.0,,,,2.0,2024-03-17 03:56:09.000,34.0,,,,,,,,,,,,,,,,
61,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2024-03-18 22:13:25.000000,2024-03-17 20:49:57,1116.0,27.0,211.0,57.0,344.0,217.0,1253.0,2024-03-17 19:34:19.000,7.1.2,100.0,61.0,34,True,,147.0,pytest-bdd,conda-forge/pytest-bdd,['pytest'],,1206724.0,3600.0,3408.0,https://pypi.org/project/pytest-bdd,1201099.0,https://anaconda.org/conda-forge/pytest-bdd,2024-03-17 20:53:58.479,56253.0,2.0,2024-03-17 19:34:19.000,192.0,,,,,,,,,,,,,,,,
62,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/jazzband/prettytable,https://github.com/jazzband/prettytable,BSD-1-Clause,2016-01-15 02:39:17.000,2024-03-03 22:10:46.000000,2024-02-19 16:26:16,577.0,46.0,142.0,22.0,162.0,93.0,1226.0,2024-02-19 16:32:50.000,3.10.0,32.0,55.0,34,False,,45.0,prettytable,conda-forge/prettytable,,,13625402.0,57408.0,56113.0,https://pypi.org/project/prettytable,13590860.0,https://anaconda.org/conda-forge/prettytable,2024-02-19 20:20:46.344,1381713.0,2.0,2024-02-19 16:32:50.000,1295.0,,,,,,,,,,,,,,,,
63,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-2-Clause,2011-12-14 15:33:15.000,2024-03-18 16:58:33.000000,2024-01-31 00:34:09,1151.0,10.0,137.0,23.0,331.0,218.0,770.0,2024-01-28 23:44:12.000,0.14.1,31.0,77.0,34,True,,51.0,nose2,conda-forge/nose2,,,863486.0,25851.0,24718.0,https://pypi.org/project/nose2,861650.0,https://anaconda.org/conda-forge/nose2,2023-06-16 16:08:37.386,128568.0,2.0,2024-01-28 23:44:12.000,1133.0,,,,,,,,,,,,,,,,
64,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2024-03-07 23:37:35.000000,2024-03-04 14:39:58,10156.0,32.0,5621.0,1090.0,378.0,5079.0,30227.0,2024-03-01 10:22:29.000,1.8.3,103.0,135.0,33,True,,62.0,sqlmap,,,,10277.0,31.0,21.0,https://pypi.org/project/sqlmap,10277.0,,,,2.0,2024-03-01 10:22:29.000,10.0,,,,,,,,,,,,,,,,
65,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2024-03-19 19:32:14.000000,2024-03-19 19:31:38,3160.0,68.0,362.0,92.0,299.0,286.0,11005.0,2024-03-10 19:19:43.000,1.5.37,59.0,47.0,33,True,,152.0,scalene,,,,39617.0,600.0,600.0,https://pypi.org/project/scalene,39617.0,,,,2.0,,,,,,,,,,,,,,,,,,
66,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2024-03-19 15:47:08.000000,2024-02-18 17:35:24,363.0,4.0,370.0,56.0,182.0,108.0,5739.0,2024-02-18 18:23:06.000,0.5.0,43.0,66.0,33,True,,187.0,pipreqs,conda-forge/pipreqs,,,800968.0,28228.0,27832.0,https://pypi.org/project/pipreqs,800447.0,https://anaconda.org/conda-forge/pipreqs,2023-06-16 13:23:05.413,46923.0,3.0,2024-02-18 17:49:34.000,396.0,,,,,,,,,,,,,,,,
67,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2024-03-20 13:28:25.000000,2024-03-20 13:28:24,1163.0,11.0,167.0,36.0,515.0,406.0,3288.0,2024-02-18 16:53:47.000,3.15.1,167.0,35.0,33,True,,15.0,pyupgrade,conda-forge/pyupgrade,,,631313.0,208.0,,https://pypi.org/project/pyupgrade,617910.0,https://anaconda.org/conda-forge/pyupgrade,2024-02-18 19:17:10.684,616582.0,2.0,2024-02-18 16:53:47.000,208.0,,,,,,,,,,,,,,,,
68,pex,pantsbuild/pex,packaging,"A tool for generating .pex (Python EXecutable) files, lock files and venvs.",,https://github.com/pex-tool/pex,https://github.com/pex-tool/pex,Apache-2.0,2014-07-21 17:06:12.000,2024-03-18 09:52:18.000000,2024-03-17 02:58:14,1457.0,42.0,243.0,55.0,1240.0,948.0,2442.0,2024-02-29 06:00:51.000,2.2.2,100.0,119.0,33,True,pex-tool/pex,153.0,pex,,,3793505.0,1551905.0,571.0,571.0,https://pypi.org/project/pex,1400165.0,,,,2.0,,,,,,,,,,,,,,,,,,
69,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-09-24 19:23:46.000,2024-03-20 18:46:04.000000,2024-03-20 18:46:04,9025.0,110.0,300.0,62.0,1075.0,2757.0,1921.0,2024-03-18 00:55:38.000,4.7.0,21.0,159.0,33,True,,626.0,scons,conda-forge/scons,,1467.0,569279.0,,,https://pypi.org/project/scons,556628.0,https://anaconda.org/conda-forge/scons,2024-03-18 14:23:14.884,542998.0,2.0,,,,,,,,,,,,,,,,,,
70,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/landscapeio/prospector,https://github.com/landscapeio/prospector,GPL-2.0,2013-08-05 07:26:30.000,2024-02-21 19:45:27.000000,2023-10-18 06:21:56,1396.0,,174.0,35.0,281.0,316.0,1898.0,2023-10-18 06:23:27.000,1.10.3,125.0,90.0,33,True,landscapeio/prospector,59.0,prospector,conda-forge/prospector,,,974269.0,5505.0,4795.0,https://pypi.org/project/prospector,971734.0,https://anaconda.org/conda-forge/prospector,2023-10-19 14:14:48.980,101426.0,1.0,2023-10-18 06:23:27.000,710.0,,,,,,,,,,,,,,,,
71,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2024-03-21 14:18:25.000000,2024-03-20 18:24:32,2149.0,96.0,437.0,72.0,1651.0,1009.0,1717.0,2024-03-20 11:45:08.000,1.43.0,131.0,209.0,33,True,,166.0,sentry-sdk,conda-forge/sentry-sdk,,3849.0,30700242.0,,,https://pypi.org/project/sentry-sdk,30683723.0,https://anaconda.org/conda-forge/sentry-sdk,2024-03-20 15:34:58.749,738607.0,2.0,,,,,,,,,,,,,,,,,,
72,typeguard,agronholm/typeguard,type-checkers,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000,2024-03-18 18:02:48.000000,2024-02-05 20:16:07,588.0,7.0,97.0,23.0,124.0,281.0,1412.0,2023-09-11 07:31:39.000,4.1.5,66.0,34.0,33,True,,24.0,typeguard,conda-forge/typeguard,,,14034792.0,23579.0,21853.0,https://pypi.org/project/typeguard,14023695.0,https://anaconda.org/conda-forge/typeguard,2023-10-24 19:46:37.353,499382.0,3.0,2023-09-11 07:31:39.000,1726.0,,,,,,,,,,,,,,,,
73,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2023-11-06 17:25:08.000000,2016-03-04 01:16:26,1004.0,,387.0,48.0,262.0,466.0,1357.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,33,False,,452.0,nose,conda-forge/nose,,,6653935.0,197285.0,152489.0,https://pypi.org/project/nose,6621633.0,https://anaconda.org/conda-forge/nose,2023-06-16 13:17:32.308,3036427.0,2.0,2015-06-02 09:12:36.000,44796.0,,,,,,,,,,,,,,,,
74,asv,airspeed-velocity/asv,testing,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,,https://github.com/airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2024-03-20 01:00:01.000000,2024-02-25 17:17:16,2428.0,84.0,175.0,22.0,812.0,458.0,829.0,2024-02-25 18:39:48.000,0.6.3,22.0,81.0,33,True,,132.0,asv,conda-forge/asv,,287.0,126023.0,1168.0,1077.0,https://pypi.org/project/asv,109324.0,https://anaconda.org/conda-forge/asv,2024-02-25 21:52:51.865,768025.0,2.0,2024-02-25 18:39:41.000,91.0,,,,,,,,,,,,,,,,
75,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2024-02-05 14:29:49.000000,2024-01-13 17:27:19,317.0,4.0,941.0,229.0,118.0,106.0,16236.0,2024-01-05 13:51:59.000,1.2.0,24.0,27.0,32,True,,27.0,pysnooper,conda-forge/pysnooper,,,355762.0,1721.0,1721.0,https://pypi.org/project/pysnooper,354022.0,https://anaconda.org/conda-forge/pysnooper,2023-07-27 14:52:53.379,73082.0,1.0,,,,,,,,,,,,,,,,,,
76,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2024-03-13 01:00:11.000000,2024-03-13 01:00:10,1172.0,37.0,357.0,59.0,347.0,139.0,12401.0,2023-12-04 20:03:53.000,1.11.0,17.0,46.0,32,True,,18.0,memray,conda-forge/memray,,,426854.0,333.0,333.0,https://pypi.org/project/memray,422732.0,https://anaconda.org/conda-forge/memray,2024-02-15 20:29:16.364,94821.0,2.0,,,,,,,,,,,,,,,,,,
77,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2024-03-12 08:47:22.000000,2024-03-12 08:47:15,952.0,10.0,218.0,53.0,158.0,115.0,6049.0,2023-10-12 08:46:13.000,4.6.0,32.0,55.0,32,True,,24.0,pyinstrument,conda-forge/pyinstrument,,,936687.0,2128.0,2128.0,https://pypi.org/project/pyinstrument,929894.0,https://anaconda.org/conda-forge/pyinstrument,2024-01-26 23:44:31.158,292107.0,2.0,,,,,,,,,,,,,,,,,,
78,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2024-03-19 07:00:35.000000,2024-03-19 07:00:35,756.0,12.0,133.0,26.0,153.0,178.0,2966.0,2024-01-19 19:44:22.000,2.11,17.0,42.0,32,True,,23.0,vulture,conda-forge/vulture,,,588867.0,4405.0,4405.0,https://pypi.org/project/vulture,588005.0,https://anaconda.org/conda-forge/vulture,2023-06-16 13:24:21.364,78447.0,2.0,,,,,,,,,,,,,,,,,,
79,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2024-03-19 18:41:03.000000,2024-03-17 23:58:17,3915.0,251.0,309.0,45.0,885.0,591.0,2287.0,2024-02-06 06:05:56.000,0.3.17,27.0,138.0,32,True,,118.0,briefcase,,,254.0,7367.0,533.0,533.0,https://pypi.org/project/briefcase,7363.0,,,,2.0,,,,,,,,,,,,,,,,,,
80,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2024-03-01 10:47:36.000000,2024-03-01 10:47:35,1004.0,13.0,233.0,27.0,310.0,335.0,1781.0,2024-01-17 23:56:05.000,14.4.0,103.0,61.0,32,True,,19.0,pdoc,,,,224592.0,2981.0,2621.0,https://pypi.org/project/pdoc,224592.0,,,,2.0,2024-01-17 23:56:05.000,360.0,,,,,,,,,,,,,,,,
81,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2024-02-17 12:43:33.000000,2024-01-20 01:21:27,603.0,12.0,133.0,33.0,313.0,123.0,1612.0,2024-01-20 03:14:55.000,3.0.1,20.0,41.0,32,True,,67.0,safety,conda-forge/safety,,500393.0,1617395.0,13790.0,13790.0,https://pypi.org/project/safety,1604655.0,https://anaconda.org/conda-forge/safety,2024-02-02 00:53:23.094,90330.0,3.0,,,,,,,,,,,,,,,,,,
82,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2024-03-13 17:53:57.000000,2024-03-13 17:53:36,634.0,18.0,102.0,14.0,174.0,336.0,1530.0,2024-02-27 16:06:43.000,0.24.1,53.0,42.0,32,True,,47.0,mkdocstrings,conda-forge/mkdocstrings,['mkdocs'],,932276.0,12460.0,11933.0,https://pypi.org/project/mkdocstrings,929670.0,https://anaconda.org/conda-forge/mkdocstrings,2024-02-29 03:21:52.440,106867.0,2.0,2024-02-27 16:06:28.000,527.0,,,,,,,,,,,,,,,,
83,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,BSD-3-Clause,2013-06-25 21:09:27.000,2024-02-12 04:31:32.000000,2024-02-12 04:31:32,443.0,17.0,73.0,18.0,166.0,93.0,1227.0,2024-02-01 18:30:29.000,1.0.0,30.0,53.0,32,True,,22.0,pytest-sugar,conda-forge/pytest-sugar,['pytest'],16.0,1980714.0,27235.0,24370.0,https://pypi.org/project/pytest-sugar,1975231.0,https://anaconda.org/conda-forge/pytest-sugar,2024-02-05 11:11:27.904,230256.0,2.0,2024-02-01 18:30:29.000,2865.0,,,,,,,,,,,,,,,,
84,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2024-03-16 08:05:13.000000,2024-03-08 21:59:18,575.0,31.0,143.0,22.0,452.0,292.0,1200.0,2024-03-02 23:40:22.000,2024.03.02,26.0,95.0,32,True,wntrblm/nox,58.0,nox,conda-forge/nox,['pytest'],,2165705.0,5104.0,5104.0,https://pypi.org/project/nox,2159704.0,https://anaconda.org/conda-forge/nox,2024-03-10 17:03:28.150,270086.0,2.0,,,,,,,,,,,,,,,,,,
85,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2023-11-03 22:28:46.000000,2023-11-03 22:28:45,746.0,,182.0,19.0,318.0,225.0,1106.0,2023-01-17 20:28:28.000,6.3.0,17.0,92.0,32,True,,113.0,pydocstyle,conda-forge/pydocstyle,,69.0,6418233.0,63421.0,63421.0,https://pypi.org/project/pydocstyle,6399068.0,https://anaconda.org/conda-forge/pydocstyle,2023-06-16 13:18:02.967,1763248.0,2.0,,,,,,,,,,,,,,,,,,
