,name,github_id,category,description,resource,homepage,contributor_count,github_url,license,created_at,updated_at,fork_count,open_issue_count,star_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,last_commit_pushed_at,commit_count,recent_commit_count,watchers_count,pr_count,closed_issue_count,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,github_release_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,updated_github_id,conda_forge
46,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,197.0,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2026-05-25 22:28:37.000000,778.0,248.0,8091.0,30,True,bandit,conda-forge/bandit,,72089.0,68713.0,https://pypi.org/project/bandit,2026-02-25 06:44:13.000,2026-02-25 06:44:13.000,1.9.4,51.0,3376.0,27067302.0,27077680.0,https://anaconda.org/conda-forge/bandit,2026-02-25 10:39:26.216,736877.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
47,conda,conda/conda,dependency-managers,"A system-level, binary package and environment manager running on all major operating systems and platforms.",,https://github.com/conda/conda,505.0,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2026-09-08 14:24:41.589000,2218.0,660.0,7503.0,30,True,conda,conda-forge/conda,,51992.0,51909.0,https://pypi.org/project/conda,2017-04-22 23:43:59.218,2017-04-22 23:43:59.218,4.3.16,119.0,83.0,7545.0,1077557.0,https://anaconda.org/conda-forge/conda,2026-09-08 14:24:41.589,81320949.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
48,pytype,google/pytype,type-checkers,A static type analyzer for Python code.,,https://github.com/google/pytype,112.0,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2026-03-16 14:08:32.000000,288.0,204.0,5031.0,30,True,pytype,conda-forge/pytype,,231.0,,https://pypi.org/project/pytype,2024-10-11 08:28:27.000,2024-10-11 08:28:27.000,2024.10.11,204.0,231.0,824232.0,833158.0,https://anaconda.org/conda-forge/pytype,2025-04-22 14:57:26.233,669480.0,3.0,,,,,,2026-01-23 16:17:37,6969.0,,52.0,1202.0,745.0,4.0,,,,,,,,,,,,
49,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme from Read the Docs.,,https://github.com/readthedocs/sphinx_rtd_theme,122.0,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2026-07-29 08:40:54.298000,1814.0,266.0,5031.0,30,True,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],20329.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2026-01-12 16:03:28.000,2026-01-12 16:03:28.000,3.1.0,64.0,20313.0,9236111.0,9309376.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2026-07-29 08:40:54.298,5494943.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
50,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,63.0,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2026-04-07 16:34:39.989000,388.0,441.0,4730.0,30,True,invoke,conda-forge/invoke,,36153.0,34799.0,https://pypi.org/project/invoke,2026-04-07 15:17:46.000,2026-04-07 15:17:46.000,3.0.3,71.0,1354.0,72088553.0,72135784.0,https://anaconda.org/conda-forge/invoke,2026-04-07 16:34:39.989,3211731.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
51,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,353.0,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2026-09-10 07:33:45.177000,664.0,361.0,2202.0,30,True,sentry-sdk,conda-forge/sentry-sdk,,1947.0,,https://pypi.org/project/sentry-sdk,2026-09-08 14:18:18.000,2026-09-08 14:18:18.000,2.69.1,348.0,1947.0,148272772.0,148299393.0,https://anaconda.org/conda-forge/sentry-sdk,2026-09-10 07:33:45.177,1996582.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
52,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,88.0,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2025-06-21 07:47:51.807000,182.0,61.0,1448.0,30,False,pyflakes,conda-forge/pyflakes,,337632.0,336327.0,https://pypi.org/project/pyflakes,2025-06-20 18:45:26.000,2025-06-20 18:45:26.000,3.4.0,42.0,1305.0,54144227.0,54313378.0,https://anaconda.org/conda-forge/pyflakes,2025-06-21 07:47:51.807,11164012.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
53,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://setuptools-scm.readthedocs.io/en/latest/,165.0,,MIT,2020-05-25 12:53:29.627,2026-09-03 15:58:35.190000,245.0,,952.0,30,True,setuptools_scm,conda-forge/setuptools_scm,,36537.0,33798.0,https://pypi.org/project/setuptools_scm,2026-09-03 13:03:28.000,2026-09-03 13:03:28.000,10.2.3,109.0,2739.0,106438042.0,106551464.0,https://anaconda.org/conda-forge/setuptools_scm,2026-09-03 15:58:35.190,8620114.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
54,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,54.0,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2026-05-02 11:56:21.593000,116.0,11.0,673.0,30,True,parso,conda-forge/parso,,608137.0,606969.0,https://pypi.org/project/parso,2026-05-01 23:12:58.000,2026-05-01 23:12:58.000,0.8.7,30.0,1168.0,108338675.0,108890194.0,https://anaconda.org/conda-forge/parso,2026-05-02 11:56:21.593,40812457.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
55,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,673.0,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2026-09-09 15:50:58.000000,2488.0,565.0,34294.0,29,True,poetry,conda-forge/poetry,,939.0,,https://pypi.org/project/poetry,2026-09-05 08:59:13.000,2026-09-05 08:59:13.000,2.4.3,190.0,939.0,,112712.0,https://anaconda.org/conda-forge/poetry,2026-09-05 15:15:32.687,8453430.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
56,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4-3.14. You feed it your..",,https://github.com/Nuitka/Nuitka,212.0,https://github.com/Nuitka/Nuitka,AGPL-3.0,2013-04-23 15:40:33.000,2026-09-05 08:08:45.000000,789.0,205.0,15118.0,29,True,nuitka,conda-forge/nuitka,,4304.0,4038.0,https://pypi.org/project/nuitka,2026-09-05 08:08:19.000,2026-09-05 08:08:19.000,4.2.1,385.0,266.0,554076.0,602606.0,https://anaconda.org/conda-forge/nuitka,2026-06-24 07:37:38.433,3688289.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
57,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,52.0,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2026-05-18 21:26:38.373000,1254.0,534.0,10349.0,29,True,pyautogui,conda-forge/pyautogui,,58422.0,57388.0,https://pypi.org/project/pyautogui,2023-05-24 20:13:07.561,2023-05-24 20:13:07.561,0.9.54,51.0,1034.0,2850163.0,2857243.0,https://anaconda.org/conda-forge/pyautogui,2026-05-18 21:26:38.373,502718.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
58,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,78.0,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2026-09-04 11:04:47.583000,296.0,26.0,7990.0,29,True,pyinstrument,conda-forge/pyinstrument,,4958.0,4620.0,https://pypi.org/project/pyinstrument,2026-07-29 17:17:16.000,2026-07-29 17:17:16.000,5.1.3,56.0,338.0,10026039.0,10044885.0,https://anaconda.org/conda-forge/pyinstrument,2026-09-04 11:04:47.583,1375793.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
59,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,64.0,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2025-04-22 14:56:24.132000,289.0,124.0,4586.0,29,False,autopep8,conda-forge/autopep8,,233623.0,231936.0,https://pypi.org/project/autopep8,2025-01-14 14:46:15.000,2025-01-14 14:46:15.000,2.3.2,82.0,1687.0,8587673.0,8629947.0,https://anaconda.org/conda-forge/autopep8,2025-04-22 14:56:24.132,3170550.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
60,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,234.0,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2026-08-22 07:38:32.000000,428.0,13.0,2892.0,29,True,wemake-python-styleguide,,,17839.0,17711.0,https://pypi.org/project/wemake-python-styleguide,2026-08-22 07:38:32.000,2026-08-22 07:38:32.000,1.8.0,71.0,128.0,239801.0,239801.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
61,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,108.0,https://github.com/astanin/python-tabulate,MIT,2019-09-02 14:34:19.000,2026-03-11 08:45:56.000000,198.0,81.0,2579.0,29,True,tabulate,conda-forge/tabulate,,12252.0,,https://pypi.org/project/tabulate,2026-03-04 18:55:31.000,2026-03-04 18:55:31.000,0.10.0,28.0,12252.0,182484655.0,182698152.0,https://anaconda.org/conda-forge/tabulate,2026-03-05 17:47:04.179,14304321.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
62,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,174.0,https://github.com/SCons/scons,MIT,2017-09-24 19:23:46.000,2026-09-04 07:08:49.045000,357.0,656.0,2416.0,29,True,scons,conda-forge/scons,,4403.0,4338.0,https://pypi.org/project/scons,2026-08-27 04:33:12.000,2026-08-27 04:33:12.000,4.11.1,44.0,65.0,753178.0,774840.0,https://anaconda.org/conda-forge/scons,2026-09-04 07:08:49.045,1581391.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
63,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,89.0,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2026-08-05 10:53:58.168000,162.0,138.0,2251.0,29,True,flit,conda-forge/flit,,3999.0,2868.0,https://pypi.org/project/flit,2026-08-04 20:15:38.000,2026-08-04 20:15:38.000,4.0.2,55.0,1131.0,8752725.0,8759233.0,https://anaconda.org/conda-forge/flit,2026-08-05 10:53:58.168,468638.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
64,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,55.0,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2026-07-12 16:34:45.346000,125.0,8.0,2083.0,29,True,mkdocstrings,conda-forge/mkdocstrings,['mkdocs'],32550.0,30442.0,https://pypi.org/project/mkdocstrings,2026-07-11 19:38:04.000,2026-07-11 19:38:04.000,1.0.6,77.0,2108.0,7434486.0,7440419.0,https://anaconda.org/conda-forge/mkdocstrings,2026-07-12 16:34:45.346,421285.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
65,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,57.0,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2026-05-30 13:02:50.499000,183.0,62.0,1982.0,29,True,safety,conda-forge/safety,,21900.0,20460.0,https://pypi.org/project/safety,2026-05-29 15:09:31.000,2026-05-29 15:09:31.000,3.8.1,118.0,1440.0,3791356.0,3794206.0,https://anaconda.org/conda-forge/safety,2026-05-30 13:02:50.499,196685.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
66,pytest-benchmark,ionelmc/pytest-benchmark,testing,pytest fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,56.0,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2026-08-23 22:49:27.732000,137.0,119.0,1448.0,29,True,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],22273.0,18182.0,https://pypi.org/project/pytest-benchmark,2026-08-23 17:45:07.000,2026-08-23 17:45:07.000,5.3.0,51.0,4091.0,10909818.0,10962531.0,https://anaconda.org/conda-forge/pytest-benchmark,2026-08-23 22:49:27.732,3426366.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
67,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,96.0,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2026-09-09 21:51:20.000000,124.0,56.0,1116.0,29,True,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],44553.0,42806.0,https://pypi.org/project/flake8-bugbear,2026-09-09 21:51:20.000,2026-09-09 21:51:20.000,26.9.9,76.0,1747.0,3297563.0,3310891.0,https://anaconda.org/conda-forge/flake8-bugbear,2025-12-02 02:02:52.947,933025.0,2.0,,,,,,,,,,,,5.0,,,,,,,,,,,,
68,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,37.0,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2026-07-23 13:40:39.000000,99.0,,967.0,29,True,colorlog,conda-forge/colorlog,,71388.0,68186.0,https://pypi.org/project/colorlog,2026-07-23 13:40:39.000,2026-07-23 13:40:39.000,6.12.0,72.0,3202.0,52342054.0,52447457.0,https://anaconda.org/conda-forge/colorlog,2026-07-18 06:40:53.666,7799876.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
69,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,52.0,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2026-09-04 20:10:57.091000,74.0,35.0,684.0,29,True,griffe,conda-forge/griffe,,19287.0,18565.0,https://pypi.org/project/griffe,2026-09-04 15:08:14.000,2026-09-04 15:08:14.000,2.3.0,155.0,722.0,27029743.0,27049981.0,https://anaconda.org/conda-forge/griffe,2026-09-04 20:10:57.091,1092884.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
70,executing,alexmojaki/executing,ast,"Get information about what a Python frame is currently doing, particularly the AST node being executed.",,https://github.com/alexmojaki/executing,12.0,https://github.com/alexmojaki/executing,MIT,2019-05-25 08:22:26.000,2026-08-12 13:04:27.000000,38.0,22.0,401.0,29,True,executing,conda-forge/executing,,347928.0,347127.0,https://pypi.org/project/executing,2025-09-01 09:48:08.000,2025-09-01 09:48:08.000,2.2.1,36.0,801.0,113495323.0,113931641.0,https://anaconda.org/conda-forge/executing,2025-09-01 12:24:49.483,30978647.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
71,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,77.0,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2026-08-07 20:14:19.000000,457.0,27.0,15186.0,28,True,memray,conda-forge/memray,,230.0,24.0,https://pypi.org/project/memray,2026-08-07 20:14:19.000,2026-08-07 20:14:19.000,1.20.0,37.0,206.0,12336796.0,12351831.0,https://anaconda.org/conda-forge/memray,2026-04-08 21:39:29.068,796859.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
72,beartype,beartype/beartype,linters,Unbearably fast near-real-time pure-Python runtime-static type-checker.,,https://github.com/beartype/beartype,33.0,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2026-08-08 07:26:45.000000,80.0,115.0,3481.0,28,True,beartype,conda-forge/beartype,,15682.0,14430.0,https://pypi.org/project/beartype,2026-08-08 07:26:45.000,2025-12-13 06:50:28.000,0.22.9,65.0,1252.0,73363685.0,73374995.0,https://anaconda.org/conda-forge/beartype,2025-12-14 12:37:53.323,848251.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
73,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,87.0,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2026-09-01 11:11:57.211000,189.0,138.0,2231.0,28,True,rope,conda-forge/rope,,79557.0,79233.0,https://pypi.org/project/rope,2025-07-12 17:46:05.000,2025-07-12 17:46:05.000,1.14.0,95.0,324.0,1866421.0,1904737.0,https://anaconda.org/conda-forge/rope,2026-09-01 11:11:57.211,2720453.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
74,typeguard,agronholm/typeguard,type-checkers,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,54.0,https://github.com/agronholm/typeguard,,2015-12-27 23:15:37.000,2026-07-26 14:18:54.859000,134.0,25.0,1774.0,28,False,typeguard,conda-forge/typeguard,,50781.0,46957.0,https://pypi.org/project/typeguard,2026-07-26 08:40:21.000,2026-05-14 12:59:39.000,4.5.2,78.0,3824.0,59880981.0,59911258.0,https://anaconda.org/conda-forge/typeguard,2026-07-26 14:18:54.859,2270849.0,3.0,,,,,,,,,,,,4.0,,,,,,,,,,,,
75,prettytable,jazzband/prettytable,logging,A simple Python library for easily displaying tabular data in a visually appealing ASCII table format.,,https://github.com/prettytable/prettytable,73.0,,,2020-11-03 13:58:59.240,2026-06-24 17:09:24.467000,191.0,,1662.0,28,False,prettytable,conda-forge/prettytable,,86370.0,83215.0,https://pypi.org/project/prettytable,2026-06-22 16:07:48.000,2026-06-22 16:07:48.000,3.18.0,43.0,3155.0,49782551.0,49866344.0,https://anaconda.org/conda-forge/prettytable,2026-06-24 17:09:24.467,5865519.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
76,nox,theacodes/nox,testing,Flexible test automation.,,https://github.com/wntrblm/nox,128.0,,Apache-2.0,2020-06-01 17:26:06.894,2026-08-24 05:16:25.917000,187.0,,1552.0,28,True,nox,conda-forge/nox,['pytest'],10303.0,8457.0,https://pypi.org/project/nox,2026-08-18 03:09:55.000,2026-08-18 03:09:55.000,2026.8.17,36.0,1846.0,4911653.0,4920277.0,https://anaconda.org/conda-forge/nox,2026-08-24 05:16:25.917,646807.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
77,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the pytest runner.,,https://github.com/pytest-dev/pytest-bdd,71.0,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2026-08-31 21:48:53.000000,249.0,89.0,1461.0,28,True,pytest-bdd,conda-forge/pytest-bdd,['pytest'],5179.0,5073.0,https://pypi.org/project/pytest-bdd,2024-12-05 21:45:56.000,2024-12-05 21:45:56.000,8.1.0,106.0,106.0,3332723.0,3334721.0,https://anaconda.org/conda-forge/pytest-bdd,2026-07-03 23:47:55.993,79955.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
78,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,95.0,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2025-04-22 14:56:22.777000,391.0,451.0,1363.0,28,False,nose,conda-forge/nose,,174265.0,171570.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,2015-06-02 09:12:36.000,1.3.7,14.0,2695.0,8052539.0,8086018.0,https://anaconda.org/conda-forge/nose,2025-04-22 14:56:22.777,4151510.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
79,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,24.0,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2025-04-22 14:56:24.539000,63.0,10.0,680.0,28,True,mccabe,conda-forge/mccabe,,526943.0,526009.0,https://pypi.org/project/mccabe,2022-01-24 01:14:49.000,2022-01-24 01:14:49.000,0.7.0,13.0,934.0,79664850.0,79894051.0,https://anaconda.org/conda-forge/mccabe,2025-04-22 14:56:24.539,12835280.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
80,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,70.0,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2026-09-09 10:27:16.513000,113.0,,588.0,28,True,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],69474.0,61682.0,https://pypi.org/project/sphinx-autodoc-typehints,2026-09-08 22:16:43.000,2026-09-08 22:16:43.000,3.13.6,134.0,7792.0,5609907.0,5625348.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2026-09-09 10:27:16.513,1158116.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
81,python-coloredlogs,xolox/python-coloredlogs,logging,Colored terminal output for Pythons logging module.,,https://github.com/xolox/python-coloredlogs,17.0,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2026-09-02 09:32:26.556000,45.0,36.0,548.0,28,True,coloredlogs,anaconda/coloredlogs,,89723.0,87794.0,https://pypi.org/project/coloredlogs,2021-06-11 10:24:04.382,2021-06-11 10:24:04.382,15.0.1,63.0,1929.0,38337634.0,38337876.0,https://anaconda.org/anaconda/coloredlogs,2026-09-02 09:32:26.556,26170.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
82,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, macOS and Windows operating systems.",,https://github.com/nicolargo/glances,263.0,https://github.com/nicolargo/glances,,2011-12-04 08:49:15.000,2026-08-17 06:13:31.000000,1793.0,106.0,33366.0,27,False,glances,conda-forge/glances,,1249.0,1243.0,https://pypi.org/project/glances,2026-08-01 09:02:48.000,2026-08-01 09:02:48.000,4.5.6,138.0,6.0,107931.0,121410.0,https://anaconda.org/conda-forge/glances,2026-08-12 14:09:14.823,916595.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
83,icecream,gruns/icecream,debugging,Never use print() to debug again.,,https://github.com/gruns/icecream,40.0,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2026-07-06 18:45:38.000000,224.0,64.0,10056.0,27,True,icecream,conda-forge/icecream,,622.0,24.0,https://pypi.org/project/icecream,2026-04-03 17:42:50.000,2026-04-03 17:42:50.000,2.2.0,26.0,598.0,1462900.0,1464711.0,https://anaconda.org/conda-forge/icecream,2026-04-04 14:02:00.745,117760.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
84,xonsh,xonsh/xonsh,shell,"Python-powered shell. Full-featured, cross-platform and AI-friendly.",,https://github.com/xonsh/xonsh,395.0,https://github.com/xonsh/xonsh,BSD-1-Clause,2015-01-21 22:05:27.000,2026-08-23 15:40:25.000000,735.0,71.0,9615.0,27,False,xonsh,,,1088.0,905.0,https://pypi.org/project/xonsh,2026-08-23 15:40:25.000,2026-08-23 15:40:25.000,0.24.2,165.0,183.0,388290.0,388290.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
85,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,76.0,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2026-06-20 01:42:38.983000,416.0,216.0,7360.0,27,True,pipreqs,conda-forge/pipreqs,,40962.0,40639.0,https://pypi.org/project/pipreqs,2024-02-18 17:49:34.000,2024-02-18 17:49:34.000,0.5.0,43.0,323.0,788371.0,790747.0,https://anaconda.org/conda-forge/pipreqs,2026-06-20 01:42:38.983,125934.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
86,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,137.0,https://github.com/PyCQA/pycodestyle,MIT,2009-10-02 00:43:37.000,2025-12-22 21:54:22.000000,752.0,106.0,5156.0,27,True,pycodestyle,conda-forge/pycodestyle,,2210.0,,https://pypi.org/project/pycodestyle,2025-06-20 18:49:47.000,2025-03-29 17:33:29.000,2.13.0,23.0,2210.0,69416648.0,69591344.0,https://anaconda.org/conda-forge/pycodestyle,2025-06-22 18:14:44.520,11529940.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
87,mimesis,lk-geimfari/mimesis,testing,Mimesis is a fast Python library for generating fake data in multiple languages.,,https://github.com/lk-geimfari/mimesis,130.0,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2026-08-24 07:57:03.027000,359.0,20.0,4830.0,27,True,mimesis,conda-forge/mimesis,,2455.0,2353.0,https://pypi.org/project/mimesis,2026-07-16 13:09:34.000,2026-07-16 13:09:34.000,21.0.0,64.0,102.0,2448202.0,2453582.0,https://anaconda.org/conda-forge/mimesis,2026-08-24 07:57:03.027,398193.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
88,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,57.0,https://github.com/jendrikseipp/vulture,MIT,2017-03-06 08:00:18.000,2026-04-30 05:28:50.000000,202.0,71.0,4788.0,27,True,vulture,conda-forge/vulture,,8544.0,7881.0,https://pypi.org/project/vulture,2026-03-25 14:41:26.000,2023-08-21 14:26:43.000,2.9.1,56.0,663.0,13988366.0,13991897.0,https://anaconda.org/conda-forge/vulture,2026-03-26 01:59:07.768,261339.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
89,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,126.0,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2025-08-19 19:29:42.000000,288.0,146.0,4454.0,27,False,freezegun,conda-forge/freezegun,,1272.0,,https://pypi.org/project/freezegun,2025-08-09 10:39:06.000,2025-08-09 10:39:06.000,1.5.5,68.0,1272.0,52668482.0,52699910.0,https://anaconda.org/conda-forge/freezegun,2025-08-09 15:49:47.831,2262874.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
90,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,112.0,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000,2026-07-30 13:12:41.000000,546.0,55.0,2275.0,27,True,pyelftools,conda-forge/pyelftools,,13032.0,12667.0,https://pypi.org/project/pyelftools,2026-05-29 12:56:20.000,,,14.0,365.0,13604221.0,13630579.0,https://anaconda.org/conda-forge/pyelftools,2026-05-29 16:30:09.439,1871420.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
