,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
43,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2023-11-13 18:40:35.000,2023-11-13 18:40:35,3204.0,61.0,2845.0,382.0,1003.0,37.0,1625.0,34123.0,2023-11-12 15:53:29.000,2.3.32,88.0,432.0,35,True,,pyenv,,,22.0,21.0,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,1.0,13378.0,13378.0,,,,2.0,,,,,,,,,,,,,,,,,
44,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2023-11-15 10:31:13.000,2023-11-11 09:21:47,5237.0,86.0,1393.0,500.0,770.0,211.0,1501.0,23800.0,2023-05-18 15:52:21.000,3.4.0.2,96.0,177.0,35,True,,glances,conda-forge/glances,,799.0,748.0,https://pypi.org/project/glances,2022-05-26 08:29:00.000,51.0,145071.0,147359.0,https://anaconda.org/conda-forge/glances,2023-06-05 20:53:05.651,209167.0,1.0,1556.0,,,,,,,,,,,,,,,,
45,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2023-10-16 16:49:29.444,2023-06-07 11:16:23,408.0,,1098.0,187.0,157.0,434.0,227.0,8856.0,,,12.0,52.0,35,True,,pyautogui,conda-forge/pyautogui,,28547.0,28547.0,https://pypi.org/project/pyautogui,,,761605.0,767348.0,https://anaconda.org/conda-forge/pyautogui,2023-10-16 16:49:29.444,212520.0,2.0,,,,,,,,,,,,,,,,,
46,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2023-11-16 12:31:04.000,2023-11-16 12:29:34,2507.0,100.0,263.0,31.0,835.0,46.0,1277.0,5544.0,2023-11-16 12:14:02.000,2.10.3,100.0,151.0,35,True,,pdm,conda-forge/pdm,,189.0,189.0,https://pypi.org/project/pdm,,,603601.0,611725.0,https://anaconda.org/conda-forge/pdm,2023-11-07 03:41:42.771,211247.0,2.0,4.0,,,,,,,,,,,,,,,,
47,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2023-11-16 07:21:06.000,2023-11-16 06:17:20,1472.0,73.0,189.0,34.0,275.0,23.0,274.0,2829.0,2023-10-09 14:53:10.000,23.2.0,14.0,106.0,35,False,,structlog,conda-forge/structlog,,9963.0,9963.0,https://pypi.org/project/structlog,,,7802324.0,7812553.0,https://anaconda.org/conda-forge/structlog,2023-10-09 17:50:22.949,347796.0,2.0,,,,,,,,,,,,,,,,,
48,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2023-11-14 07:01:19.000,2023-11-14 07:01:16,2312.0,59.0,375.0,29.0,1706.0,111.0,962.0,2318.0,2023-05-31 14:30:27.000,0.18.0,56.0,183.0,35,True,,wemake-python-styleguide,,,15687.0,15640.0,https://pypi.org/project/wemake-python-styleguide,2020-01-19 11:56:48.000,47.0,166208.0,166208.0,,,,2.0,,,,,,,,,,,,,,,,,
49,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2023-10-26 03:07:36.000,2023-10-23 01:45:10,1083.0,4.0,288.0,38.0,537.0,50.0,426.0,1483.0,2022-12-01 01:51:31.000,4.0.2,25.0,117.0,35,True,,twine,conda-forge/twine,,97124.0,97124.0,https://pypi.org/project/twine,,,3908960.0,3919216.0,https://anaconda.org/conda-forge/twine,2023-06-16 13:23:13.063,892305.0,2.0,,,,,,,,,,,,,,,,,
50,mimesis,lk-geimfari/mimesis,testing,Mimesis is a powerful Python library that empowers developers to generate massive amounts of synthetic data efficiently.,,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2023-11-13 10:53:11.000,2023-11-12 00:14:56,2555.0,46.0,307.0,62.0,1077.0,9.0,319.0,4108.0,2023-08-19 20:40:36.000,11.1.0,51.0,117.0,34,True,,mimesis,conda-forge/mimesis,,1543.0,1543.0,https://pypi.org/project/mimesis,,,162006.0,166139.0,https://anaconda.org/conda-forge/mimesis,2023-08-19 22:03:10.196,165152.0,2.0,515.0,,,,,,,,,,,,,,,,
51,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2023-11-11 06:34:59.000,2023-11-11 06:34:37,4312.0,119.0,245.0,43.0,40.0,10.0,1319.0,2586.0,2023-11-08 02:17:14.000,8.4.3,333.0,31.0,34,False,,pyarmor,,,1042.0,1013.0,https://pypi.org/project/pyarmor,2023-11-08 02:16:55.000,29.0,160248.0,160248.0,,,,2.0,,,,,,,,,,,,,,,,,
52,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/landscapeio/prospector,https://github.com/landscapeio/prospector,GPL-2.0,2013-08-05 07:26:30.000,2023-11-10 05:37:29.000,2023-10-18 06:21:56,1396.0,12.0,174.0,35.0,274.0,56.0,312.0,1869.0,2023-10-18 06:23:27.000,1.10.3,125.0,90.0,34,True,landscapeio/prospector,prospector,conda-forge/prospector,,5331.0,4628.0,https://pypi.org/project/prospector,2023-10-18 06:23:27.000,703.0,934923.0,937551.0,https://anaconda.org/conda-forge/prospector,2023-10-19 14:14:48.980,94616.0,1.0,,,,,,,,,,,,,,,,,
53,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2023-11-09 10:24:24.435,2023-11-05 15:14:29,3212.0,60.0,150.0,28.0,359.0,83.0,235.0,1721.0,,,26.0,79.0,34,True,,rope,conda-forge/rope,,70244.0,70244.0,https://pypi.org/project/rope,,,810340.0,846758.0,https://anaconda.org/conda-forge/rope,2023-11-09 10:24:24.435,1347472.0,1.0,,,,,,,,,,,,,,,,,
54,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2023-11-14 11:42:38.000,2023-11-14 11:42:37,585.0,21.0,132.0,34.0,247.0,13.0,136.0,1675.0,2023-10-19 16:26:09.000,3.12.0,61.0,67.0,34,True,,pytest-mock,conda-forge/pytest-mock,['pytest'],75939.0,70594.0,https://pypi.org/project/pytest-mock,2023-10-19 16:25:55.000,5345.0,14828339.0,14886780.0,https://anaconda.org/conda-forge/pytest-mock,2023-10-19 18:22:47.849,2396085.0,2.0,12.0,,,,,,,,,,,,,,,,
55,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2023-11-16 12:52:38.000,2023-11-16 12:40:12,556.0,91.0,125.0,35.0,404.0,35.0,234.0,1231.0,2023-10-31 07:26:43.000,0.22.0,40.0,42.0,34,True,,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],1538.0,,https://pypi.org/project/pytest-asyncio,2023-11-16 12:52:38.000,1538.0,9086339.0,9129950.0,https://anaconda.org/conda-forge/pytest-asyncio,2023-10-31 14:09:09.565,1831400.0,2.0,154.0,,,,,,5.0,,,,,,,,,,
56,memray,bloomberg/memray,profiling,The endgame Python memory profiler.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2023-11-13 19:54:57.000,2023-11-13 19:54:56,1115.0,48.0,338.0,57.0,304.0,15.0,124.0,11419.0,2023-10-05 15:53:40.000,1.10.0,16.0,40.0,33,True,,memray,conda-forge/memray,,242.0,242.0,https://pypi.org/project/memray,,,354040.0,358308.0,https://anaconda.org/conda-forge/memray,2023-10-05 21:58:12.929,81092.0,2.0,,,,,,,,,,,,,,,,,
57,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2023-11-15 14:57:39.000,2023-11-15 14:57:39,591.0,15.0,327.0,75.0,479.0,146.0,482.0,7195.0,2023-10-23 10:48:58.000,1.2.1,53.0,107.0,33,True,,pipx,conda-forge/pipx,,1589.0,1573.0,https://pypi.org/project/pipx,2023-10-23 10:48:58.000,16.0,2370405.0,2372450.0,https://anaconda.org/conda-forge/pipx,2023-10-23 20:34:38.730,38662.0,3.0,18661.0,,,,,,,,,,,,,,,,
58,pyre-check,facebook/pyre-check,type-checkers,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2023-11-15 03:20:41.000,2023-11-15 03:15:07,14975.0,417.0,410.0,110.0,396.0,118.0,258.0,6536.0,2023-02-14 00:24:14.000,0.9.18,11.0,251.0,33,True,,pyre-check,,,21.0,21.0,https://pypi.org/project/pyre-check,,,81639.0,81639.0,,,,3.0,,,,,,,,,,,,,,,,,
59,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2023-11-05 09:05:39.000,2023-09-23 23:30:57,3698.0,2.0,348.0,93.0,246.0,309.0,402.0,4122.0,,,25.0,60.0,33,True,,invoke,conda-forge/invoke,,23171.0,23171.0,https://pypi.org/project/invoke,,,6875947.0,6903778.0,https://anaconda.org/conda-forge/invoke,2023-07-13 01:13:36.486,946282.0,2.0,,,,,,,,,,,,,,,,,
60,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2023-11-12 21:48:38.000,2023-10-16 17:39:16,1230.0,25.0,221.0,49.0,275.0,160.0,173.0,2782.0,2023-10-06 19:01:05.000,2023.1,77.0,93.0,33,True,,pudb,conda-forge/pudb,,6275.0,5516.0,https://pypi.org/project/pudb,2023-10-06 19:00:38.000,759.0,260736.0,263509.0,https://anaconda.org/conda-forge/pudb,2023-06-16 13:21:37.623,244087.0,1.0,,,,,,,,,,,,,,,,,
61,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2023-10-09 11:59:37.000,2023-02-28 17:40:55,262.0,,213.0,27.0,86.0,8.0,89.0,1575.0,2023-02-21 17:39:43.000,2.0.7,10.0,63.0,33,True,,python-json-logger,conda-forge/python-json-logger,,73071.0,73071.0,https://pypi.org/project/python-json-logger,,,20521686.0,20605138.0,https://anaconda.org/conda-forge/python-json-logger,2023-06-16 13:23:58.542,6592733.0,2.0,,,,,,,,,,,,,,,,,
62,typeguard,agronholm/typeguard,type-checkers,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,,2015-12-27 23:15:37.000,2023-11-13 18:00:07.000,2023-11-06 23:14:04,577.0,28.0,95.0,21.0,113.0,15.0,276.0,1336.0,2023-09-11 07:31:36.000,4.1.5,26.0,33.0,33,False,,typeguard,conda-forge/typeguard,,19055.0,19055.0,https://pypi.org/project/typeguard,,,10741601.0,10752635.0,https://anaconda.org/conda-forge/typeguard,2023-10-24 19:46:37.353,452421.0,3.0,,,,,,,,,,,,,,,,,
63,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2023-11-03 22:28:46.000,2023-11-03 22:28:45,746.0,3.0,187.0,19.0,318.0,121.0,225.0,1106.0,2023-01-17 20:31:11.783,6.3.0,23.0,92.0,33,True,,pydocstyle,conda-forge/pydocstyle,,63054.0,60270.0,https://pypi.org/project/pydocstyle,2023-01-17 20:31:11.783,2784.0,4243378.0,4262556.0,https://anaconda.org/conda-forge/pydocstyle,2023-06-16 13:18:02.967,1687689.0,2.0,69.0,,,,,,,,,,,,,,,,
64,asv,airspeed-velocity/asv,testing,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,,https://github.com/airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2023-11-16 14:02:24.000,2023-09-11 04:46:13,2341.0,85.0,161.0,22.0,794.0,131.0,426.0,809.0,2023-09-11 14:23:39.000,0.6.1,14.0,76.0,33,True,,asv,conda-forge/asv,,1021.0,1021.0,https://pypi.org/project/asv,,,87249.0,105213.0,https://anaconda.org/conda-forge/asv,2023-10-03 19:44:19.217,754482.0,2.0,160.0,,,,,,,,,,,,,,,,
65,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,,2015-04-14 19:22:42.000,2023-11-14 00:02:32.000,2023-11-07 15:33:42,507.0,24.0,214.0,25.0,368.0,133.0,240.0,629.0,2023-11-07 16:58:34.000,4.1.1,21.0,54.0,33,False,,pytest-html,conda-forge/pytest-html,['pytest'],40956.0,40956.0,https://pypi.org/project/pytest-html,,,4389776.0,4403478.0,https://anaconda.org/conda-forge/pytest-html,2023-06-28 12:16:30.274,493278.0,2.0,,,,,,,,,,,,,,,,,
66,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2023-06-18 23:54:48.000,2023-06-18 23:54:47,1112.0,,95.0,22.0,107.0,10.0,104.0,563.0,2021-11-30 21:07:01.473,0.8.3,26.0,46.0,33,True,,parso,conda-forge/parso,,371121.0,365093.0,https://pypi.org/project/parso,2021-11-30 21:07:01.473,6028.0,23151844.0,23388191.0,https://anaconda.org/conda-forge/parso,2023-06-16 13:24:17.757,16780694.0,2.0,,,,,,,,,,,,,,,,,
67,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2023-11-16 12:14:59.000,2023-11-10 22:26:32,483.0,8.0,376.0,110.0,308.0,137.0,190.0,11131.0,2022-09-07 22:01:08.223,0.3.14,38.0,36.0,32,True,,py-spy,conda-forge/py-spy,,3280.0,3234.0,https://pypi.org/project/py-spy,2022-09-07 22:00:23.982,45.0,2282725.0,2293359.0,https://anaconda.org/conda-forge/py-spy,2023-06-16 16:18:45.113,495082.0,2.0,14405.0,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2022-09-07 22:01:08.223,1.0,254.0,408281.0,
68,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2023-11-12 22:25:53.000,2023-11-12 22:25:53,3069.0,67.0,335.0,86.0,265.0,147.0,261.0,10321.0,2023-09-15 20:38:44.000,1.5.31.1,154.0,44.0,32,True,,scalene,,,551.0,546.0,https://pypi.org/project/scalene,2023-09-15 20:40:10.000,5.0,23895.0,23895.0,,,,2.0,,,,,,,,,,,,,,,,,
69,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2023-11-15 18:54:25.000,2023-11-15 18:54:24,684.0,24.0,752.0,124.0,774.0,36.0,1126.0,9639.0,2023-10-17 19:39:15.000,1.39.0,79.0,33.0,32,True,,playwright,,,21.0,21.0,https://pypi.org/project/playwright,,,2306700.0,2306700.0,,,,2.0,,,,,,,,,,,,,,,,,
70,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2023-11-08 12:47:37.000,2023-11-08 12:35:44,939.0,27.0,232.0,55.0,150.0,21.0,112.0,5650.0,2023-11-08 12:47:37.000,4.6.1,44.0,53.0,32,True,,pyinstrument,conda-forge/pyinstrument,,1939.0,1817.0,https://pypi.org/project/pyinstrument,2023-11-08 12:47:37.000,122.0,771210.0,778110.0,https://anaconda.org/conda-forge/pyinstrument,2023-10-13 07:38:06.601,269121.0,2.0,,,,,,,,,,,,,,,,,
71,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2023-11-15 19:10:50.000,2023-10-31 21:27:11,1476.0,19.0,1578.0,165.0,708.0,174.0,620.0,4495.0,,,21.0,115.0,32,True,,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],16.0,16.0,https://pypi.org/project/sphinx_rtd_theme,,,3961620.0,4050669.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-08-22 09:02:27.150,3651039.0,2.0,,,,,,,-6.0,,,,,,,,,,
72,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2023-11-13 18:06:51.000,2023-11-13 18:06:51,741.0,20.0,125.0,26.0,144.0,21.0,172.0,2817.0,2023-10-06 15:53:34.000,2.10,16.0,37.0,32,True,,vulture,conda-forge/vulture,,4146.0,4146.0,https://pypi.org/project/vulture,,,519748.0,520625.0,https://anaconda.org/conda-forge/vulture,2023-06-16 13:24:21.364,76312.0,2.0,,,,,,,,,,,,,,,,,
73,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2023-10-19 11:12:20.000,2023-04-30 10:08:19,610.0,,139.0,20.0,94.0,73.0,132.0,1826.0,,,13.0,84.0,32,True,,tabulate,conda-forge/tabulate,,148434.0,148434.0,https://pypi.org/project/tabulate,,,50877658.0,50944996.0,https://anaconda.org/conda-forge/tabulate,2023-06-16 13:16:13.524,6060465.0,2.0,,,,,,,,,,,,,,,,,
74,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000,2023-11-16 02:12:15.000,2023-11-16 02:12:15,667.0,22.0,489.0,68.0,285.0,71.0,163.0,1789.0,,,11.0,97.0,32,True,,pyelftools,conda-forge/pyelftools,,6928.0,6371.0,https://pypi.org/project/pyelftools,2023-09-06 23:43:51.000,557.0,2673561.0,2677524.0,https://anaconda.org/conda-forge/pyelftools,2023-09-23 20:45:10.696,146665.0,1.0,,,,,,,,,,,,,,,,,
75,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,,2010-07-22 10:13:12.000,2023-11-11 10:50:13.350,2023-11-10 23:20:45,1339.0,39.0,155.0,35.0,186.0,41.0,136.0,1449.0,2023-11-10 23:35:23.000,1.7.0.post0,6.0,79.0,32,False,,logbook,conda-forge/logbook,,5126.0,5126.0,https://pypi.org/project/logbook,,,4071107.0,4075032.0,https://anaconda.org/conda-forge/logbook,2023-11-11 10:50:13.350,160832.0,2.0,333.0,,,,,,,,,,,,,,,,
76,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2023-11-15 01:17:08.478,2023-11-14 17:46:07,616.0,28.0,97.0,14.0,170.0,44.0,324.0,1412.0,2023-11-14 17:46:28.000,0.24.0,18.0,40.0,32,True,,mkdocstrings,conda-forge/mkdocstrings,['mkdocs'],9821.0,9821.0,https://pypi.org/project/mkdocstrings,,,656983.0,659620.0,https://anaconda.org/conda-forge/mkdocstrings,2023-11-15 01:17:08.478,97571.0,2.0,,,,,,,,,,,,,,,,,
77,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2023-11-15 23:13:26.000,2023-11-14 06:56:02,1084.0,29.0,196.0,56.0,335.0,108.0,202.0,1224.0,2022-11-09 16:51:21.000,6.1.1,6.0,59.0,32,True,,pytest-bdd,conda-forge/pytest-bdd,['pytest'],3174.0,3174.0,https://pypi.org/project/pytest-bdd,,,788662.0,797932.0,https://anaconda.org/conda-forge/pytest-bdd,2023-10-10 21:40:59.858,55625.0,2.0,,,,,,,,,,,,,,,,,
78,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/jazzband/prettytable,https://github.com/jazzband/prettytable,BSD-1-Clause,2016-01-15 02:39:17.000,2023-10-17 07:08:40.000,2023-10-03 04:55:59,523.0,6.0,133.0,21.0,142.0,41.0,89.0,1156.0,2023-09-11 14:03:45.000,3.9.0,31.0,54.0,32,False,,prettytable,conda-forge/prettytable,,52007.0,50852.0,https://pypi.org/project/prettytable,2023-09-11 14:03:45.000,1155.0,11987147.0,12022376.0,https://anaconda.org/conda-forge/prettytable,2023-09-11 20:34:41.890,1268247.0,2.0,,,,,,,,,,,,,,,,,
79,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2023-11-13 16:51:03.000,2023-11-10 20:34:49,336.0,15.0,97.0,11.0,223.0,28.0,150.0,505.0,2023-11-11 00:29:39.000,1.25.2,43.0,54.0,32,True,,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],44609.0,44609.0,https://pypi.org/project/sphinx-autodoc-typehints,,,1667523.0,1682603.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2023-11-11 13:45:27.523,618294.0,2.0,,,,,,,,,,,,,,,,,
80,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2023-11-08 22:26:52.000,2023-10-08 03:21:32,337.0,1.0,365.0,55.0,172.0,180.0,104.0,5472.0,2023-04-14 07:11:09.000,0.4.13,42.0,60.0,31,True,,pipreqs,conda-forge/pipreqs,,24315.0,23934.0,https://pypi.org/project/pipreqs,2023-04-14 07:10:52.947,381.0,601121.0,601650.0,https://anaconda.org/conda-forge/pipreqs,2023-06-16 13:23:05.413,45508.0,3.0,,,,,,,,,,,,,,,,,
81,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-09-24 19:23:46.000,2023-11-07 17:30:47.000,2023-10-30 01:41:15,8880.0,99.0,284.0,62.0,1036.0,633.0,2738.0,1828.0,2023-03-21 16:25:11.000,4.5.2,18.0,155.0,31,True,,scons,conda-forge/scons,,,,https://pypi.org/project/scons,,,379212.0,392400.0,https://anaconda.org/conda-forge/scons,2023-09-22 18:37:33.979,513377.0,2.0,1405.0,,,,,,,,,,,,,,,,
82,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2023-10-21 22:19:38.000,2023-01-16 03:40:03,1483.0,,167.0,50.0,163.0,82.0,218.0,1716.0,,,10.0,65.0,31,True,,doit,conda-forge/doit,,1637.0,1637.0,https://pypi.org/project/doit,,,473527.0,476954.0,https://anaconda.org/conda-forge/doit,2023-06-16 13:22:52.551,243373.0,2.0,,,,,,,,,,,,,,,,,
83,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,,2011-12-13 19:36:32.000,2023-11-06 17:25:08.000,2016-03-04 01:16:26,1004.0,,379.0,48.0,262.0,401.0,465.0,1358.0,,,1.0,95.0,31,False,,nose,conda-forge/nose,,147518.0,147518.0,https://pypi.org/project/nose,,,4900203.0,4933432.0,https://anaconda.org/conda-forge/nose,2023-06-16 13:17:32.308,2990620.0,2.0,,,,,,,,,,,,,,,,,
84,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2023-11-16 11:49:34.000,2023-11-02 07:06:53,544.0,4.0,143.0,24.0,417.0,58.0,274.0,1138.0,2023-04-23 03:14:01.967,2023.4.22,25.0,91.0,31,True,wntrblm/nox,nox,conda-forge/nox,['pytest'],5075.0,4676.0,https://pypi.org/project/nox,2023-04-23 03:14:01.967,399.0,971359.0,977252.0,https://anaconda.org/conda-forge/nox,2023-09-25 20:41:36.795,241626.0,2.0,,,,,,,,,,,,,,,,,
85,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2023-11-13 21:55:51.000,2023-11-03 03:27:08,331.0,8.0,97.0,8.0,214.0,57.0,151.0,1000.0,2023-09-16 20:26:29.000,23.9.16,61.0,77.0,31,True,,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],35430.0,34985.0,https://pypi.org/project/flake8-bugbear,2023-09-16 20:26:29.000,445.0,2542449.0,2563449.0,https://anaconda.org/conda-forge/flake8-bugbear,2023-09-18 23:27:35.475,756028.0,2.0,,,,,,,,,,,,,,,,,
