,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
43,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,,2014-05-15 22:49:43.000,2023-12-31 15:31:03.000,2023-12-19 23:12:41,679.0,10.0,218.0,27.0,412.0,278.0,554.0,2023-10-01 13:50:29.000,23.2,19.0,104.0,36,False,,68.0,packaging,conda-forge/packaging,,1002773.0,1002773.0,https://pypi.org/project/packaging,,,228790169.0,229742287.0,https://anaconda.org/conda-forge/packaging,2023-10-01 23:22:47.528,41892615.0,2.0,752.0,,,,,,,,,,,,,,,,
44,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2023-12-31 19:32:20.000,2023-12-31 19:32:19,3230.0,47.0,2845.0,386.0,1018.0,1645.0,34840.0,2023-12-08 10:23:28.000,2.3.35,91.0,437.0,35,True,,36.0,pyenv,,,22.0,21.0,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,1.0,10652.0,10652.0,,,,2.0,,,,,,,,,,,,,,,,,
45,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2024-01-02 05:26:20.000,2023-12-01 19:06:35,3701.0,3.0,383.0,93.0,247.0,402.0,4158.0,2023-07-12 18:05:35.085,2.2.0,65.0,60.0,35,True,,391.0,invoke,conda-forge/invoke,,26597.0,23783.0,https://pypi.org/project/invoke,2023-07-12 18:05:35.085,2814.0,5775515.0,5801962.0,https://anaconda.org/conda-forge/invoke,2023-07-13 01:13:36.486,952093.0,2.0,,,,,,,,,,,,,,,,,
46,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2024-01-04 12:21:02.000,2024-01-04 09:25:15,1514.0,80.0,194.0,33.0,284.0,279.0,2903.0,2023-12-29 14:01:29.000,23.3.0,14.0,108.0,35,False,,23.0,structlog,conda-forge/structlog,,10384.0,10384.0,https://pypi.org/project/structlog,,,6848801.0,6858619.0,https://anaconda.org/conda-forge/structlog,2023-10-09 17:50:22.949,353466.0,2.0,,,,,,,,,,,,,,,,,
47,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-09-24 19:23:46.000,2024-01-03 05:28:08.000,2024-01-03 05:28:07,8925.0,82.0,293.0,62.0,1046.0,2749.0,1861.0,2023-11-20 02:03:13.000,4.6.0,35.0,156.0,35,True,,658.0,scons,conda-forge/scons,,62.0,,https://pypi.org/project/scons,2024-01-02 01:03:28.000,62.0,346145.0,358933.0,https://anaconda.org/conda-forge/scons,2024-01-02 02:37:29.147,523360.0,2.0,1442.0,,,,,,,,,,,,,,,,
48,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2023-12-25 07:46:21.000,2023-05-24 18:28:10,920.0,,201.0,41.0,243.0,241.0,1596.0,,,20.0,86.0,35,True,,140.0,pytest-cov,conda-forge/pytest-cov,['pytest'],292288.0,292288.0,https://pypi.org/project/pytest-cov,,,30256043.0,30363200.0,https://anaconda.org/conda-forge/pytest-cov,2023-06-16 13:15:36.736,10072816.0,2.0,,,,,,,,,,,,,,,,,
49,typeguard,agronholm/typeguard,type-checkers,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000,2023-12-25 23:21:58.000,2023-12-25 23:21:57,582.0,10.0,97.0,22.0,117.0,278.0,1369.0,2023-09-11 07:31:39.000,4.1.5,66.0,33.0,35,True,,20.0,typeguard,conda-forge/typeguard,,21798.0,20150.0,https://pypi.org/project/typeguard,2023-09-11 07:31:39.000,1648.0,11347542.0,11358408.0,https://anaconda.org/conda-forge/typeguard,2023-10-24 19:46:37.353,467274.0,3.0,,,,,,,,,,,,,,,,,
50,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,,2011-12-04 08:49:15.000,2024-01-04 13:47:19.000,2023-12-29 18:37:54,5278.0,94.0,1406.0,503.0,780.0,1512.0,24130.0,2023-05-18 15:52:21.000,3.4.0.2,34.0,178.0,34,False,,221.0,glances,conda-forge/glances,,775.0,775.0,https://pypi.org/project/glances,,,189835.0,192091.0,https://anaconda.org/conda-forge/glances,2023-06-05 20:53:05.651,210684.0,1.0,1570.0,,,,,,,,,,,,,,,,
51,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2023-10-16 16:49:29.444,2023-06-07 11:16:23,408.0,,1122.0,186.0,157.0,228.0,9065.0,,,12.0,52.0,34,True,,441.0,pyautogui,conda-forge/pyautogui,,29998.0,29998.0,https://pypi.org/project/pyautogui,,,705365.0,710866.0,https://anaconda.org/conda-forge/pyautogui,2023-10-16 16:49:29.444,214575.0,2.0,,,,,,,,,,,,,,,,,
52,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2024-01-04 10:39:38.000,2024-01-04 00:25:04,655.0,70.0,326.0,76.0,532.0,574.0,7690.0,2024-01-02 14:57:37.000,1.4.1,31.0,123.0,34,True,,57.0,pipx,conda-forge/pipx,,1724.0,1724.0,https://pypi.org/project/pipx,,,2526715.0,2528849.0,https://anaconda.org/conda-forge/pipx,2024-01-03 04:42:17.476,41105.0,3.0,25977.0,,,,,,,,,,,,,,,,
53,pyre-check,facebook/pyre-check,type-checkers,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2024-01-03 23:31:55.000,2024-01-03 23:24:34,15169.0,334.0,461.0,110.0,396.0,258.0,6591.0,2023-10-19 15:20:03.000,0.9.19,77.0,253.0,34,True,,142.0,pyre-check,,,75.0,21.0,https://pypi.org/project/pyre-check,2023-10-19 15:20:03.000,54.0,58461.0,58461.0,,,,3.0,,,,,,,,,,,,,,,,,
54,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2024-01-01 02:18:50.000,2023-12-25 07:34:54,2327.0,35.0,376.0,29.0,1734.0,962.0,2343.0,2023-05-31 14:30:27.000,0.18.0,55.0,183.0,34,True,,106.0,wemake-python-styleguide,,,15859.0,15859.0,https://pypi.org/project/wemake-python-styleguide,,,138590.0,138590.0,,,,1.0,,,,,,,,,,,,,,,,,
55,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2023-12-25 20:43:29.000,2023-12-20 15:05:10,592.0,19.0,132.0,36.0,252.0,139.0,1701.0,2023-10-19 16:26:09.000,3.12.0,40.0,68.0,34,True,,12.0,pytest-mock,conda-forge/pytest-mock,['pytest'],72630.0,72630.0,https://pypi.org/project/pytest-mock,,,11910292.0,11966808.0,https://anaconda.org/conda-forge/pytest-mock,2023-10-19 18:22:47.849,2430215.0,2.0,15.0,,,,,,,,,,,,,,,,
56,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2023-12-23 18:52:59.000,2023-02-28 17:40:55,262.0,,216.0,27.0,87.0,89.0,1607.0,2023-02-21 17:40:52.893,2.0.7,27.0,63.0,34,True,,12.0,python-json-logger,conda-forge/python-json-logger,,79913.0,79047.0,https://pypi.org/project/python-json-logger,2023-02-21 17:40:52.893,866.0,19738180.0,19822317.0,https://anaconda.org/conda-forge/python-json-logger,2023-06-16 13:23:58.542,6815112.0,2.0,,,,,,,,,,,,,,,,,
57,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2023-11-06 17:25:08.000,2016-03-04 01:16:26,1004.0,,387.0,48.0,262.0,465.0,1361.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,34,False,,452.0,nose,conda-forge/nose,,194168.0,149390.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,44778.0,4418193.0,4450880.0,https://anaconda.org/conda-forge/nose,2023-06-16 13:17:32.308,3007240.0,2.0,,,,,,,,,,,,,,,,,
58,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2023-12-16 01:26:56.000,2023-12-16 00:50:19,486.0,10.0,374.0,112.0,312.0,191.0,11320.0,2022-09-07 21:58:56.000,0.3.14,20.0,37.0,33,True,,141.0,py-spy,conda-forge/py-spy,,3433.0,3433.0,https://pypi.org/project/py-spy,,,2361639.0,2372046.0,https://anaconda.org/conda-forge/py-spy,2023-06-16 16:18:45.113,501556.0,2.0,14847.0,,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,299.0,408780.0,
59,mimesis,lk-geimfari/mimesis,testing,Mimesis is a powerful Python library that empowers developers to generate massive amounts of synthetic data efficiently.,,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2024-01-03 13:19:22.000,2023-11-12 00:14:56,2555.0,18.0,311.0,62.0,1093.0,322.0,4134.0,2023-08-19 20:40:36.000,11.1.0,51.0,117.0,33,True,,7.0,mimesis,conda-forge/mimesis,,1588.0,1588.0,https://pypi.org/project/mimesis,,,118575.0,122618.0,https://anaconda.org/conda-forge/mimesis,2023-08-19 22:03:10.196,169601.0,2.0,521.0,,,,,,,,,,,,,,,,
60,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,,2017-08-26 04:11:53.000,2023-12-31 03:46:08.000,2023-12-31 03:45:43,4353.0,95.0,247.0,45.0,41.0,1361.0,2675.0,2023-12-18 02:24:13.000,8.4.6,100.0,32.0,33,False,,8.0,pyarmor,,,1067.0,1067.0,https://pypi.org/project/pyarmor,,,137435.0,137435.0,,,,2.0,,,,,,,,,,,,,,,,,
61,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/landscapeio/prospector,https://github.com/landscapeio/prospector,GPL-2.0,2013-08-05 07:26:30.000,2023-12-04 15:55:07.000,2023-10-18 06:21:56,1396.0,4.0,174.0,35.0,277.0,312.0,1882.0,2023-10-18 06:23:27.000,1.10.3,125.0,90.0,33,True,landscapeio/prospector,59.0,prospector,conda-forge/prospector,,5411.0,4705.0,https://pypi.org/project/prospector,2023-10-18 06:23:27.000,706.0,580669.0,583226.0,https://anaconda.org/conda-forge/prospector,2023-10-19 14:14:48.980,97185.0,1.0,,,,,,,,,,,,,,,,,
62,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2023-12-20 13:33:36.000,2023-10-05 17:12:04,684.0,,191.0,37.0,166.0,136.0,1649.0,2023-05-12 08:13:47.000,1.8.0,72.0,93.0,33,True,,55.0,nodeenv,conda-forge/nodeenv,,70148.0,69189.0,https://pypi.org/project/nodeenv,2023-05-12 08:10:47.532,959.0,14673792.0,14718581.0,https://anaconda.org/conda-forge/nodeenv,2023-06-16 13:21:50.931,3404028.0,2.0,,,,,,,,,,,,,,,,,
63,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2023-09-27 11:36:48.000,2023-07-31 23:20:08,562.0,,171.0,29.0,295.0,464.0,1316.0,,,16.0,84.0,33,True,,39.0,pyflakes,conda-forge/pyflakes,,261677.0,261677.0,https://pypi.org/project/pyflakes,,,22844458.0,23050563.0,https://anaconda.org/conda-forge/pyflakes,2023-07-29 18:48:34.199,7007578.0,2.0,,,,,,,,,,,,,,,,,
64,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2023-12-25 20:43:43.000,2023-12-02 21:07:41,1089.0,30.0,208.0,57.0,338.0,205.0,1234.0,2023-12-02 20:50:57.000,7.0.1,97.0,60.0,33,True,,145.0,pytest-bdd,conda-forge/pytest-bdd,['pytest'],3473.0,3282.0,https://pypi.org/project/pytest-bdd,2023-12-02 20:50:57.000,191.0,706118.0,713099.0,https://anaconda.org/conda-forge/pytest-bdd,2023-12-02 22:25:37.629,55853.0,2.0,,,,,,,,,,,,,,,,,
65,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,,2015-04-14 19:22:42.000,2024-01-01 20:24:58.000,2023-12-10 16:21:44,509.0,15.0,214.0,23.0,370.0,249.0,634.0,2023-11-07 16:58:34.000,4.1.1,22.0,54.0,33,False,,134.0,pytest-html,conda-forge/pytest-html,['pytest'],42060.0,42060.0,https://pypi.org/project/pytest-html,,,4164665.0,4177833.0,https://anaconda.org/conda-forge/pytest-html,2023-11-23 18:39:24.921,500404.0,2.0,,,,,,,,,,,,,,,,,
66,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2024-01-03 14:54:18.000,2023-12-18 22:54:56,1135.0,38.0,378.0,58.0,321.0,127.0,11724.0,2023-12-04 20:37:33.000,1.11.0,19.0,42.0,32,True,,16.0,memray,conda-forge/memray,,297.0,280.0,https://pypi.org/project/memray,2023-12-04 20:37:33.000,17.0,336415.0,340514.0,https://anaconda.org/conda-forge/memray,2023-10-05 21:58:12.929,86087.0,2.0,,,,,,,,,,,,,,,,,
67,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2024-01-03 00:51:37.000,2024-01-03 00:46:56,3096.0,32.0,339.0,86.0,278.0,269.0,10463.0,2024-01-03 00:51:37.000,1.5.33,154.0,44.0,32,True,,149.0,scalene,,,574.0,568.0,https://pypi.org/project/scalene,2023-09-15 20:40:10.000,6.0,18195.0,18195.0,,,,2.0,,,,,,,,,,,,,,,,,
68,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2024-01-04 03:33:55.000,2024-01-03 19:44:29,698.0,32.0,766.0,127.0,790.0,1157.0,9899.0,2023-11-21 21:03:58.000,1.40.0,80.0,34.0,32,True,,35.0,playwright,,,21.0,21.0,https://pypi.org/project/playwright,,,1906652.0,1906652.0,,,,2.0,,,,,,,,,,,,,,,,,
69,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2023-12-15 14:56:55.000,2023-11-26 12:37:59,942.0,12.0,232.0,53.0,153.0,114.0,5755.0,2023-11-08 12:47:37.000,4.6.1,44.0,55.0,32,True,,21.0,pyinstrument,conda-forge/pyinstrument,,2052.0,1923.0,https://pypi.org/project/pyinstrument,2023-11-08 12:47:37.000,129.0,607665.0,614437.0,https://anaconda.org/conda-forge/pyinstrument,2023-11-18 02:43:45.664,277684.0,2.0,,,,,,,,,,,,,,,,,
70,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2024-01-03 11:19:51.000,2024-01-03 11:19:50,1480.0,10.0,1575.0,165.0,710.0,620.0,4522.0,,,22.0,115.0,32,True,,176.0,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],16.0,16.0,https://pypi.org/project/sphinx_rtd_theme,,,3480348.0,3565881.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-11-28 15:01:30.175,3677923.0,2.0,,,,,,,,,,,,,,,,,
71,pytype,google/pytype,type-checkers,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2024-01-04 03:01:34.000,2024-01-04 03:01:31,6423.0,148.0,280.0,57.0,887.0,525.0,4441.0,2023-12-18 21:23:41.000,2023.12.18,194.0,100.0,32,True,,146.0,pytype,conda-forge/pytype,,151.0,,https://pypi.org/project/pytype,2023-12-18 21:23:41.000,151.0,404186.0,408481.0,https://anaconda.org/conda-forge/pytype,2023-12-19 04:00:25.145,184717.0,3.0,,,,,,,,,,,,6.0,,,,,
72,pex,pantsbuild/pex,packaging,"A tool for generating .pex (Python EXecutable) files, lock files and venvs.",,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2023-12-31 02:49:44.000,2023-12-24 04:29:13,1418.0,31.0,246.0,56.0,1200.0,930.0,2405.0,2023-12-24 04:34:37.000,2.1.155,244.0,118.0,32,True,,156.0,pex,,,140.0,,https://pypi.org/project/pex,2023-12-24 04:34:27.000,140.0,1302317.0,1450388.0,,,,2.0,3849863.0,,,,,,,,,,,,,,,,
73,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2024-01-03 22:45:21.000,2024-01-01 02:44:04,3673.0,226.0,298.0,45.0,811.0,563.0,2197.0,2023-10-20 05:20:58.000,0.3.16,50.0,135.0,32,True,,117.0,briefcase,,,524.0,505.0,https://pypi.org/project/briefcase,2023-10-20 05:20:58.000,19.0,7185.0,7189.0,,,,2.0,227.0,,,,,,,,,,,,,,,,
74,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2024-01-03 03:35:57.000,2023-04-30 10:08:19,610.0,,143.0,21.0,98.0,133.0,1875.0,2022-10-06 17:23:25.701,0.9.0,27.0,84.0,32,True,,83.0,tabulate,conda-forge/tabulate,,8365.0,,https://pypi.org/project/tabulate,2022-10-06 17:23:25.701,8365.0,44820508.0,44887730.0,https://anaconda.org/conda-forge/tabulate,2023-06-16 13:16:13.524,6184490.0,2.0,,,,,,,,,,,,8.0,,,,,
75,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2023-12-22 17:12:06.000,2023-11-14 17:46:07,616.0,10.0,99.0,14.0,171.0,328.0,1456.0,2023-11-14 17:46:28.000,0.24.0,52.0,40.0,32,True,,44.0,mkdocstrings,conda-forge/mkdocstrings,['mkdocs'],11037.0,10556.0,https://pypi.org/project/mkdocstrings,2023-11-14 17:46:17.000,481.0,562001.0,564591.0,https://anaconda.org/conda-forge/mkdocstrings,2023-11-15 01:17:08.478,101023.0,2.0,,,,,,,,,,,,,,,,,
76,cx_Freeze,marcelotduarte/cx_Freeze,packaging,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",,https://github.com/marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,PSF-2.0,2017-01-22 04:25:52.000,2024-01-02 02:11:22.000,2024-01-02 01:51:00,1814.0,73.0,208.0,28.0,1161.0,852.0,1188.0,2023-12-18 06:46:31.000,6.15.12,83.0,109.0,32,True,,48.0,cx_freeze,conda-forge/cx_freeze,,53.0,,https://pypi.org/project/cx_freeze,2023-12-18 06:46:31.000,53.0,107426.0,113878.0,https://anaconda.org/conda-forge/cx_freeze,2023-12-18 07:35:53.008,283889.0,2.0,,,,,,,,,,,,5.0,,,,,
77,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/jazzband/prettytable,https://github.com/jazzband/prettytable,,2016-01-15 02:39:17.000,2024-01-01 17:59:33.000,2024-01-01 17:59:31,536.0,13.0,137.0,22.0,147.0,91.0,1177.0,2023-09-11 14:02:21.000,3.9.0,21.0,55.0,32,False,,33.0,prettytable,conda-forge/prettytable,,53005.0,53005.0,https://pypi.org/project/prettytable,,,9748146.0,9781901.0,https://anaconda.org/conda-forge/prettytable,2023-09-11 20:34:41.890,1282720.0,2.0,,,,,,,,,,,,,,,,,
78,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2023-12-26 15:33:31.000,2023-12-26 15:33:30,350.0,21.0,99.0,8.0,232.0,157.0,1013.0,2023-12-02 22:58:43.000,23.12.2,44.0,81.0,32,True,,54.0,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],35660.0,35660.0,https://pypi.org/project/flake8-bugbear,,,2228160.0,2248171.0,https://anaconda.org/conda-forge/flake8-bugbear,2023-12-04 18:33:44.282,760443.0,2.0,,,,,,,,,,,,,,,,,
79,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme.",,https://github.com/sphinx-doc/alabaster,https://github.com/sphinx-doc/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2023-10-19 23:30:15.000,2023-10-04 23:10:27,384.0,,187.0,32.0,90.0,56.0,707.0,2023-01-13 06:44:02.021,0.7.13,26.0,30.0,32,True,sphinx-doc/alabaster,66.0,alabaster,conda-forge/alabaster,['sphinx'],124601.0,116850.0,https://pypi.org/project/alabaster,2023-01-13 06:44:02.021,7751.0,5957188.0,6034284.0,https://anaconda.org/conda-forge/alabaster,2023-06-16 13:24:00.075,6938721.0,2.0,,,,,,,,,,,,,,,,,
80,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2024-01-04 00:23:50.000,2024-01-04 00:23:49,342.0,14.0,99.0,11.0,230.0,152.0,512.0,2023-11-11 00:30:22.000,1.25.2,73.0,54.0,32,True,,28.0,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],47659.0,45617.0,https://pypi.org/project/sphinx-autodoc-typehints,2023-11-11 00:30:22.000,2042.0,1327170.0,1341833.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2023-11-11 13:45:27.523,630549.0,2.0,,,,,,,,,,,,,,,,,
81,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,,2012-06-26 09:52:15.000,2024-01-03 22:31:48.000,2024-01-03 22:22:44,10129.0,27.0,5300.0,1090.0,363.0,5019.0,29509.0,2024-01-03 22:20:06.000,1.8,9.0,131.0,31,False,,49.0,sqlmap,,,21.0,21.0,https://pypi.org/project/sqlmap,,,9667.0,9667.0,,,,2.0,,,,,,,,,,,,,,,,,
82,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2023-12-10 23:03:40.000,2023-10-08 03:21:32,337.0,1.0,359.0,56.0,176.0,108.0,5559.0,2023-04-14 07:11:09.000,0.4.13,6.0,60.0,31,True,,145.0,pipreqs,conda-forge/pipreqs,,25831.0,25831.0,https://pypi.org/project/pipreqs,,,1139024.0,1139547.0,https://anaconda.org/conda-forge/pipreqs,2023-06-16 13:23:05.413,46061.0,3.0,,,,,,,,,,,,,,,,,
83,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2024-01-01 13:12:10.000,2024-01-01 13:12:10,746.0,6.0,140.0,26.0,149.0,176.0,2862.0,2023-10-06 15:53:34.000,2.10,50.0,40.0,31,True,,21.0,vulture,conda-forge/vulture,,4529.0,4252.0,https://pypi.org/project/vulture,2023-10-06 15:53:22.000,277.0,452731.0,453597.0,https://anaconda.org/conda-forge/vulture,2023-06-16 13:24:21.364,77097.0,2.0,,,,,,,,,,,,,,,,,
84,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2023-12-16 18:29:03.000,2023-12-09 12:48:14,1182.0,11.0,125.0,33.0,275.0,276.0,2053.0,2023-05-14 14:50:50.819,3.9.0,49.0,70.0,31,True,,132.0,flit,conda-forge/flit,,2189.0,1675.0,https://pypi.org/project/flit,2023-05-14 14:50:50.819,514.0,240088.0,242187.0,https://anaconda.org/conda-forge/flit,2023-06-16 13:24:46.150,174230.0,3.0,,,,,,,,,,,,,,,,,
85,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,,2010-07-22 10:13:12.000,2023-12-15 12:50:05.000,2023-12-14 19:36:04,1345.0,14.0,155.0,35.0,190.0,136.0,1451.0,2023-11-10 23:35:23.000,1.7.0.post0,6.0,79.0,31,False,,41.0,logbook,conda-forge/logbook,,5329.0,5329.0,https://pypi.org/project/logbook,,,3191091.0,3194905.0,https://anaconda.org/conda-forge/logbook,2023-11-11 10:50:13.350,163897.0,2.0,333.0,,,,,,,,,,,,,,,,
