,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
43,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2023-08-09 06:25:26.000,2023-08-09 06:25:23,2248.0,59.0,371.0,29.0,1645.0,99.0,960.0,2257.0,2023-05-31 14:30:27.000,0.18.0,55.0,182.0,36,True,,wemake-python-styleguide,,,15071.0,15071.0,https://pypi.org/project/wemake-python-styleguide,274369.0,274369.0,,,,2.0,,,,,,,,,,,,,,,,,,,
44,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2023-07-31 23:20:09.000,2023-07-31 23:20:08,562.0,6.0,174.0,29.0,295.0,56.0,452.0,1287.0,2023-07-29 17:00:40.000,3.1.0,37.0,84.0,36,True,,pyflakes,conda-forge/pyflakes,,252214.0,238456.0,https://pypi.org/project/pyflakes,22211826.0,22436467.0,https://anaconda.org/conda-forge/pyflakes,2023-07-29 18:48:34.199,6514589.0,2.0,,2023-07-29 17:00:40.000,13758.0,,,,,,,,,,,,,,,,
45,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,,2011-12-04 08:49:15.000,2023-08-10 02:06:50.000,2023-08-06 09:44:48,5131.0,190.0,1376.0,501.0,741.0,205.0,1476.0,23273.0,2023-05-18 15:52:21.000,3.4.0.2,34.0,175.0,35,False,,glances,conda-forge/glances,,696.0,696.0,https://pypi.org/project/glances,159071.0,161370.0,https://anaconda.org/conda-forge/glances,2023-06-05 20:53:05.651,203307.0,1.0,1467.0,,,,,,,,,,,,,,,,,,
46,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2023-08-09 08:54:48.000,2023-08-09 08:53:30,2405.0,137.0,237.0,31.0,757.0,32.0,1168.0,5031.0,2023-07-31 06:42:22.000,2.8.2,172.0,129.0,35,True,,pdm,conda-forge/pdm,,201.0,160.0,https://pypi.org/project/pdm,437817.0,445596.0,https://anaconda.org/conda-forge/pdm,2023-08-07 20:42:34.237,178929.0,2.0,4.0,2023-07-31 06:42:18.000,41.0,,,,,,,,,,,,,,,,
47,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2023-07-13 14:14:49.000,2023-07-12 18:04:56,3696.0,11.0,345.0,91.0,245.0,299.0,400.0,4037.0,,,25.0,60.0,35,True,,invoke,conda-forge/invoke,,21736.0,21736.0,https://pypi.org/project/invoke,6108325.0,6138035.0,https://anaconda.org/conda-forge/invoke,2023-07-13 01:13:36.486,921027.0,2.0,,,,,,,,,,,,,,,,,,,
48,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2023-08-09 05:24:20.000,2023-08-09 05:24:13,1399.0,66.0,183.0,33.0,255.0,28.0,256.0,2695.0,2023-04-06 12:17:40.000,23.1.0,13.0,101.0,35,False,,structlog,conda-forge/structlog,,9067.0,9067.0,https://pypi.org/project/structlog,7842091.0,7845851.0,https://anaconda.org/conda-forge/structlog,2023-06-09 16:58:07.029,319633.0,2.0,,,,,,,,,,,,,,,,,,,
49,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2023-08-09 13:56:55.000,2023-07-30 21:33:52,8765.0,104.0,285.0,62.0,1002.0,658.0,2726.0,1749.0,2023-03-21 16:25:11.000,4.5.2,32.0,149.0,35,True,,scons,conda-forge/scons,,59.0,,https://pypi.org/project/scons,423576.0,429765.0,https://anaconda.org/conda-forge/scons,2023-06-16 13:25:22.382,474684.0,2.0,1348.0,2022-07-30 21:23:00.222,59.0,,,,,,,,,,,,,,,,
50,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2023-06-19 14:39:45.000,2023-05-06 14:40:18,1079.0,,284.0,37.0,532.0,46.0,416.0,1448.0,2022-12-01 01:51:31.000,4.0.2,25.0,116.0,35,True,,twine,conda-forge/twine,,93088.0,93088.0,https://pypi.org/project/twine,3835558.0,3845313.0,https://anaconda.org/conda-forge/twine,2023-06-16 13:23:13.063,819427.0,2.0,,,,,,,,,,,,,,,,,,,
51,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2023-08-07 05:00:48.000,2023-08-07 05:00:47,3140.0,49.0,2773.0,380.0,972.0,26.0,1596.0,32895.0,2023-07-22 13:09:54.000,2.3.23,79.0,422.0,34,True,,pyenv,,,4.0,4.0,https://pypi.org/project/pyenv,10163.0,10163.0,,,,2.0,,,,,,,,,,,,,,,,,,,
52,pyre-check,facebook/pyre-check,type-checkers,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2023-08-10 13:55:43.000,2023-08-09 21:53:46,14522.0,331.0,412.0,112.0,377.0,137.0,248.0,6439.0,2023-02-14 01:01:23.450,0.9.18,76.0,250.0,34,True,,pyre-check,,,49.0,4.0,https://pypi.org/project/pyre-check,75331.0,75331.0,,,,3.0,,2023-02-14 01:01:23.450,45.0,,,,,,,,,,,,,,,,
53,mimesis,lk-geimfari/mimesis,testing,Mimesis is a powerful Python library that empowers developers to generate massive amounts of synthetic data efficiently.,,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2023-08-09 20:05:07.000,2023-08-09 20:05:01,2509.0,60.0,312.0,61.0,1037.0,5.0,312.0,4016.0,2023-08-06 18:18:41.000,10.2.1,49.0,116.0,34,True,,mimesis,conda-forge/mimesis,,1504.0,1435.0,https://pypi.org/project/mimesis,118123.0,121978.0,https://anaconda.org/conda-forge/mimesis,2023-08-06 20:37:54.598,142476.0,2.0,455.0,2023-08-06 18:18:41.000,69.0,,,,,,,,,,,,,,,,
54,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2023-08-07 02:54:00.000,2023-08-07 01:48:09,4175.0,185.0,239.0,46.0,40.0,9.0,1179.0,2380.0,2023-08-03 13:23:19.000,8.3.1,319.0,31.0,34,False,,pyarmor,,,931.0,904.0,https://pypi.org/project/pyarmor,134334.0,134334.0,,,,2.0,,2023-08-03 13:23:13.000,27.0,,,,,,,,,,,,,,,,
55,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/landscapeio/prospector,https://github.com/landscapeio/prospector,GPL-2.0,2013-08-05 07:26:30.000,2023-07-15 04:39:38.000,2023-07-15 04:39:30,1383.0,11.0,170.0,36.0,261.0,54.0,310.0,1840.0,2023-05-25 01:30:01.451,1.10.2,124.0,89.0,34,True,landscapeio/prospector,prospector,conda-forge/prospector,,5104.0,4417.0,https://pypi.org/project/prospector,803327.0,804310.0,https://anaconda.org/conda-forge/prospector,2023-06-16 13:23:52.144,82625.0,1.0,,2023-05-25 01:30:01.451,687.0,,,,,,,,,,,,,,,,
56,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2023-07-30 17:47:29.000,2023-04-30 10:08:19,610.0,,141.0,21.0,90.0,83.0,131.0,1732.0,2022-10-06 17:23:25.701,0.9.0,27.0,84.0,34,True,,tabulate,conda-forge/tabulate,,140686.0,132815.0,https://pypi.org/project/tabulate,49462260.0,49524512.0,https://anaconda.org/conda-forge/tabulate,2023-06-16 13:16:13.524,5415965.0,2.0,,2022-10-06 17:23:25.701,7871.0,,,,,,,,,,,,,,,,
57,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2023-07-11 10:57:24.000,2023-07-11 10:57:24,563.0,13.0,131.0,34.0,232.0,11.0,132.0,1623.0,2023-06-16 00:00:00.984,3.11.1,60.0,66.0,34,True,,pytest-mock,conda-forge/pytest-mock,['pytest'],71365.0,66284.0,https://pypi.org/project/pytest-mock,11791166.0,11849045.0,https://anaconda.org/conda-forge/pytest-mock,2023-06-16 11:09:53.662,2199431.0,2.0,5.0,2023-06-16 00:00:00.984,5081.0,,,,,,,,,,,,,,,,
58,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2023-07-31 16:43:00.000,2023-05-12 08:01:49,682.0,,184.0,35.0,157.0,55.0,134.0,1613.0,2023-05-12 08:13:47.000,1.8.0,72.0,91.0,34,True,,nodeenv,conda-forge/nodeenv,,54183.0,53252.0,https://pypi.org/project/nodeenv,13493382.0,13534582.0,https://anaconda.org/conda-forge/nodeenv,2023-06-16 13:21:50.931,2925217.0,2.0,,2023-05-12 08:10:47.532,931.0,,,,,,,,,,,,,,,,
59,typeguard,agronholm/typeguard,type-checkers,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000,2023-08-08 09:59:59.000,2023-08-08 09:59:58,540.0,20.0,95.0,19.0,93.0,17.0,258.0,1256.0,2023-07-29 22:20:45.000,4.1.0,61.0,30.0,34,True,,typeguard,conda-forge/typeguard,,18414.0,16901.0,https://pypi.org/project/typeguard,9988046.0,9997567.0,https://anaconda.org/conda-forge/typeguard,2023-07-30 08:44:03.718,361826.0,3.0,,2023-07-29 22:20:45.000,1513.0,,,,,,,,,,,,,,,,
60,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2023-07-27 14:52:53.379,2023-07-15 15:04:46,313.0,5.0,946.0,234.0,117.0,25.0,104.0,15980.0,2023-07-15 15:06:01.470,1.2.0,59.0,27.0,33,True,,pysnooper,conda-forge/pysnooper,,1537.0,1484.0,https://pypi.org/project/pysnooper,554770.0,556706.0,https://anaconda.org/conda-forge/pysnooper,2023-07-27 14:52:53.379,67782.0,1.0,,2023-07-15 15:06:01.470,53.0,,,,,,,,,,,,,,,,
61,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2023-08-07 20:33:52.000,2023-08-03 21:07:38,475.0,13.0,359.0,111.0,294.0,118.0,187.0,10680.0,2022-09-07 21:58:56.000,0.3.14,20.0,34.0,33,True,,py-spy,conda-forge/py-spy,,2912.0,2912.0,https://pypi.org/project/py-spy,2672461.0,2683411.3333333335,https://anaconda.org/conda-forge/py-spy,2023-06-16 16:18:45.113,464447.0,2.0,13478.0,,,,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,579.3333333333334,407400.0,
62,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2023-08-10 10:29:20.000,2023-08-10 10:29:19,576.0,18.0,308.0,74.0,450.0,137.0,456.0,6758.0,2023-03-12 06:23:00.522,1.2.0,52.0,100.0,33,True,,pipx,conda-forge/pipx,,1390.0,1374.0,https://pypi.org/project/pipx,1405234.0,1406970.0,https://anaconda.org/conda-forge/pipx,2023-06-16 19:28:18.672,31723.0,3.0,7225.0,2023-03-12 06:23:00.522,16.0,,,,,,,,,,,,,,,,
63,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2023-08-02 22:25:18.000,2023-04-14 07:08:49,336.0,,351.0,60.0,149.0,169.0,98.0,5301.0,2023-04-14 07:11:09.000,0.4.13,42.0,59.0,33,True,,pipreqs,conda-forge/pipreqs,,21927.0,21555.0,https://pypi.org/project/pipreqs,487764.0,488242.0,https://anaconda.org/conda-forge/pipreqs,2023-06-16 13:23:05.413,39689.0,3.0,,2023-04-14 07:10:52.947,372.0,,,,,,,,,,,,,,,,
64,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2023-06-16 13:17:16.464,2023-02-22 05:49:22,592.0,,254.0,33.0,219.0,139.0,178.0,3757.0,2022-08-12 12:25:03.405,1.2.2,59.0,109.0,33,True,,freezegun,conda-forge/freezegun,,4565.0,,https://pypi.org/project/freezegun,6531367.0,6546155.0,https://anaconda.org/conda-forge/freezegun,2023-06-16 13:17:16.464,1316157.0,2.0,,2022-08-12 12:25:03.405,4565.0,,,,,,,,,,,7.0,,,,,
65,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2023-08-01 15:55:38.000,2023-08-01 15:55:37,1097.0,61.0,163.0,38.0,484.0,17.0,371.0,2767.0,2023-07-30 23:59:01.000,3.10.1,159.0,34.0,33,True,,pyupgrade,conda-forge/pyupgrade,,153.0,,https://pypi.org/project/pyupgrade,448502.0,463183.0,https://anaconda.org/conda-forge/pyupgrade,2023-07-31 03:46:27.643,572563.0,1.0,,2023-07-30 23:59:01.000,153.0,,,,,,,,,,,,,,,,
66,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2023-07-04 07:05:55.000,2023-02-28 17:40:55,262.0,,210.0,27.0,84.0,12.0,89.0,1528.0,2023-02-21 17:40:52.893,2.0.7,27.0,63.0,33,True,,python-json-logger,conda-forge/python-json-logger,,59770.0,58959.0,https://pypi.org/project/python-json-logger,19923711.0,19989801.0,https://anaconda.org/conda-forge/python-json-logger,2023-06-16 13:23:58.542,5022888.0,2.0,,2023-02-21 17:40:52.893,811.0,,,,,,,,,,,,,,,,
67,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,,2010-07-22 10:13:12.000,2023-07-31 08:36:53.455,2023-07-30 20:10:13,1287.0,91.0,153.0,35.0,171.0,40.0,136.0,1440.0,2023-07-30 20:22:26.000,1.6.0,4.0,77.0,33,False,,logbook,conda-forge/logbook,,4750.0,4750.0,https://pypi.org/project/logbook,3175858.0,3179686.0,https://anaconda.org/conda-forge/logbook,2023-07-31 08:36:53.455,145364.0,2.0,320.0,,,,,,,,,,,,,,,,,,
68,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2023-08-02 18:59:08.000,2023-07-12 15:07:37,1519.0,34.0,201.0,24.0,395.0,91.0,401.0,742.0,2023-07-20 15:35:38.874,1.12.0,80.0,119.0,33,True,,setuptools_scm,conda-forge/setuptools_scm,,639.0,,https://pypi.org/project/setuptools_scm,16905066.0,16925728.0,https://anaconda.org/conda-forge/setuptools_scm,2023-06-16 13:24:17.147,1838979.0,3.0,,2023-07-20 15:35:38.874,639.0,,,,,,,,,,,,,,,,
69,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2023-08-09 09:51:27.000,2023-08-09 09:51:25,1065.0,60.0,328.0,57.0,270.0,17.0,110.0,10987.0,2023-08-01 23:22:17.000,1.9.1,17.0,37.0,32,True,,memray,conda-forge/memray,,194.0,186.0,https://pypi.org/project/memray,242053.0,245652.0,https://anaconda.org/conda-forge/memray,2023-08-02 04:02:48.763,57584.0,2.0,,2023-08-01 23:22:17.000,8.0,,,,,,,,,,,,,,,,
70,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2023-08-09 08:26:23.000,2023-08-04 10:02:57,888.0,38.0,204.0,55.0,141.0,17.0,105.0,5466.0,2023-06-05 21:27:40.000,4.5.0,28.0,52.0,32,True,,pyinstrument,conda-forge/pyinstrument,,1618.0,1618.0,https://pypi.org/project/pyinstrument,569621.0,576114.0,https://anaconda.org/conda-forge/pyinstrument,2023-07-23 00:53:24.914,233750.0,2.0,,,,,,,,,,,,,,,,,,,
71,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2023-08-10 10:50:57.000,2023-08-04 00:49:54,1457.0,10.0,1564.0,164.0,685.0,171.0,606.0,4430.0,,,20.0,115.0,32,True,,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],16.0,16.0,https://pypi.org/project/sphinx_rtd_theme,4558780.0,4600307.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-06-09 10:27:20.086,3488276.0,2.0,,,,,,,,,,,,,,-5.0,,,,,
72,pytype,google/pytype,type-checkers,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2023-08-04 23:56:47.000,2023-08-04 23:56:44,6121.0,142.0,277.0,57.0,838.0,141.0,505.0,4305.0,2023-07-28 21:50:35.000,2023.7.28,179.0,94.0,32,True,,pytype,conda-forge/pytype,,134.0,,https://pypi.org/project/pytype,252718.0,257175.0,https://anaconda.org/conda-forge/pytype,2023-07-24 02:35:54.635,169380.0,3.0,,2023-07-28 21:50:35.000,134.0,,,,,,,,,,,,,,,,
73,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2023-06-29 17:22:42.966,2023-06-29 12:24:48,3152.0,11.0,144.0,27.0,347.0,76.0,230.0,1657.0,,,24.0,77.0,32,True,,rope,conda-forge/rope,,66537.0,66537.0,https://pypi.org/project/rope,774413.0,810532.0,https://anaconda.org/conda-forge/rope,2023-06-29 17:22:42.966,1228050.0,2.0,,,,,,,,,,,,,,,,,,,
74,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2023-08-01 08:50:48.000,2023-07-23 20:07:36,1053.0,30.0,188.0,56.0,323.0,104.0,195.0,1192.0,2022-11-09 16:51:21.000,6.1.1,5.0,58.0,32,True,,pytest-bdd,conda-forge/pytest-bdd,['pytest'],2982.0,2982.0,https://pypi.org/project/pytest-bdd,717206.0,718270.0,https://anaconda.org/conda-forge/pytest-bdd,2023-06-16 16:15:16.989,54264.0,2.0,,,,,,,,,,,,,,,,,,,
75,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2023-08-01 19:50:30.000,2023-07-16 13:59:19,540.0,16.0,137.0,23.0,410.0,53.0,272.0,1099.0,2023-04-23 01:43:49.000,2023.04.22,25.0,91.0,32,True,wntrblm/nox,nox,conda-forge/nox,['pytest'],4317.0,4317.0,https://pypi.org/project/nox,1007615.0,1011139.0,https://anaconda.org/conda-forge/nox,2023-06-16 16:11:40.627,204443.0,2.0,,,,,,,,,,,,,,,,,,,
76,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2023-07-26 16:58:11.000,2023-07-26 16:58:11,323.0,13.0,93.0,8.0,205.0,50.0,149.0,956.0,2023-07-10 16:29:13.000,23.7.10,40.0,76.0,32,True,,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],33455.0,33455.0,https://pypi.org/project/flake8-bugbear,2218505.0,2240494.0,https://anaconda.org/conda-forge/flake8-bugbear,2023-07-17 21:14:51.714,725643.0,2.0,,,,,,,,,,,,,,,,,,,
77,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2023-06-16 13:18:55.458,2023-03-18 11:25:49,975.0,,97.0,22.0,67.0,11.0,200.0,821.0,2022-10-26 13:47:55.000,4.2.0,44.0,42.0,32,True,,progressbar2,conda-forge/progressbar2,,30110.0,30110.0,https://pypi.org/project/progressbar2,18023048.0,18035090.0,https://anaconda.org/conda-forge/progressbar2,2023-06-16 13:18:55.458,985221.0,2.0,2054.0,,,,,,,,,,,,,,,,,,
78,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,,2015-04-14 19:22:42.000,2023-08-01 08:50:33.000,2023-07-28 15:28:57,478.0,16.0,207.0,25.0,339.0,126.0,215.0,615.0,2022-11-11 08:16:56.000,3.2.0,21.0,49.0,32,False,,pytest-html,conda-forge/pytest-html,['pytest'],36759.0,36759.0,https://pypi.org/project/pytest-html,3489192.0,3502924.0,https://anaconda.org/conda-forge/pytest-html,2023-06-28 12:16:30.274,453175.0,2.0,,,,,,,,,,,,,,,,,,,
79,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2023-06-18 23:54:48.000,2023-06-18 23:54:47,1112.0,2.0,94.0,22.0,107.0,10.0,104.0,558.0,2021-11-30 21:07:01.473,0.8.3,26.0,46.0,32,True,,parso,conda-forge/parso,,336173.0,330145.0,https://pypi.org/project/parso,20473170.0,20697102.0,https://anaconda.org/conda-forge/parso,2023-06-16 13:24:17.757,15227418.0,2.0,,2021-11-30 21:07:01.473,6028.0,,,,,,,,,,,,,,,,
80,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2023-08-09 22:43:23.000,2023-08-09 22:31:15,2995.0,42.0,250.0,71.0,229.0,146.0,234.0,8114.0,2023-08-09 21:34:47.000,1.5.24.2,43.0,42.0,31,True,,scalene,,,480.0,480.0,https://pypi.org/project/scalene,17318.0,17318.0,,,,2.0,,,,,,,,,,,,,,,,,,,
81,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2023-08-02 13:04:44.000,2023-08-02 13:04:44,984.0,9.0,378.0,41.0,480.0,195.0,391.0,3161.0,2023-07-19 09:04:00.000,3.3.0,43.0,127.0,31,True,,factory_boy,conda-forge/factory_boy,,805.0,,https://pypi.org/project/factory_boy,3014566.0,3018364.0,https://anaconda.org/conda-forge/factory_boy,2023-07-19 13:42:09.417,132932.0,2.0,,2023-07-19 09:04:00.000,805.0,,,,,,,,,,,6.0,,,,,
82,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2023-06-16 13:22:52.551,2023-01-16 03:40:03,1483.0,,170.0,51.0,162.0,85.0,218.0,1650.0,2022-04-22 15:33:23.000,0.36.0,48.0,65.0,31,True,,doit,conda-forge/doit,,1870.0,1579.0,https://pypi.org/project/doit,417115.0,420346.0,https://anaconda.org/conda-forge/doit,2023-06-16 13:22:52.551,219761.0,3.0,,2022-04-22 15:33:23.000,291.0,,,,,,,,,,,,,,,,
83,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,,2011-12-13 19:36:32.000,2023-06-16 13:17:32.308,2016-03-04 01:16:26,1004.0,,376.0,49.0,261.0,400.0,465.0,1360.0,,,1.0,95.0,31,False,,nose,conda-forge/nose,,144556.0,144556.0,https://pypi.org/project/nose,4810875.0,4843994.0,https://anaconda.org/conda-forge/nose,2023-06-16 13:17:32.308,2881419.0,2.0,,,,,,,,,,,,,,,,,,,
84,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2023-08-02 20:24:01.000,2023-08-02 20:24:00,588.0,19.0,94.0,13.0,161.0,46.0,304.0,1298.0,2023-01-19 23:00:14.000,0.20.0,16.0,37.0,31,True,,mkdocstrings,conda-forge/mkdocstrings,['mkdocs'],8689.0,8689.0,https://pypi.org/project/mkdocstrings,563319.0,565692.0,https://anaconda.org/conda-forge/mkdocstrings,2023-07-04 10:51:48.275,80702.0,2.0,,,,,,,,,,,,,,,,,,,
85,asv,airspeed-velocity/asv,testing,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,,https://github.com/airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2023-08-07 04:37:46.000,2023-08-06 19:56:44,2221.0,63.0,159.0,22.0,777.0,134.0,404.0,790.0,2022-02-06 14:17:08.000,0.5.1,13.0,76.0,31,True,,asv,conda-forge/asv,,965.0,965.0,https://pypi.org/project/asv,32689.0,41968.0,https://anaconda.org/conda-forge/asv,2023-06-16 13:24:19.355,733108.0,2.0,,,,,,,,,,,,,,,,,,,
