,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,conda_id,labels,pypi_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_monthly_downloads,cargo_total_downloads,conda_forge
40,wheel,https://github.com/pypa/wheel,,The official binary distribution format for Python.,build-tools,35,True,pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580000,2022-01-11 18:10:02.000000,2022-01-11 10:42:59.000000,781.0,41.0,103.0,23.0,111.0,301.0,290.0,2021-12-22 12:22:00.000000,0.37.1,66.0,64.0,29.0,conda-forge/wheel,,wheel,34659.0,,https://pypi.org/project/wheel,2021-12-22 12:22:00.000000,34659.0,96781443.0,97154608.0,https://anaconda.org/conda-forge/wheel,2021-12-22 18:22:48.622000,24628897.0,1.0,,,,,,,,,,,,,,,,,,,
41,numpydoc,https://github.com/numpy/numpydoc,,Numpys Sphinx extensions.,documentation,34,True,numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000000,2022-01-10 21:46:29.000000,2022-01-10 21:46:29.000000,460.0,14.0,6348.0,35.0,199.0,102.0,19284.0,2020-07-01 21:59:00.000000,1.1.0,13.0,70.0,58.0,conda-forge/numpydoc,['sphinx'],numpydoc,33898.0,29628.0,https://pypi.org/project/numpydoc,2020-07-01 21:59:00.000000,4270.0,213343.0,228414.0,https://anaconda.org/conda-forge/numpydoc,2020-10-01 19:37:54.384000,904269.0,2.0,,,,,,,,,,,,,,,,,,,
42,pyright,https://github.com/microsoft/pyright,,Static type checker for Python.,linters,34,True,Microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000000,2022-01-12 22:15:22.000000,2022-01-12 22:10:42.000000,4391.0,404.0,408.0,78.0,340.0,2309.0,7544.0,2022-01-12 22:15:22.000000,1.1.208,289.0,69.0,3.0,,,,185.0,182.0,,,,,205211.0,,,,2.0,,,,,,,,,pyright,https://www.npmjs.com/package/pyright,2022-01-12 22:11:28.133000,3.0,205211.0,,,,,,
43,pip-tools,https://github.com/jazzband/pip-tools,,A set of tools to keep your pinned Python dependencies fresh.,dependency-managers,34,True,jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000000,2022-01-10 17:31:18.000000,2021-11-12 05:03:34.000000,1670.0,8.0,478.0,97.0,735.0,665.0,5441.0,2021-10-12 16:00:05.000000,6.4.0,97.0,163.0,135.0,conda-forge/pip-tools,,pip-tools,1790.0,,https://pypi.org/project/pip-tools,2021-10-12 16:00:05.000000,1790.0,3248738.0,3249792.0,https://anaconda.org/conda-forge/pip-tools,2021-10-12 21:23:33.029000,22147.0,2.0,,,,,,,,,,,,,,,,,,,
44,sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,,Sphinx theme for readthedocs.org.,documentation,34,True,readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000000,2022-01-10 12:04:38.000000,2021-10-19 23:03:00.000000,1347.0,1.0,1611.0,153.0,584.0,542.0,3931.0,2018-10-05 13:20:49.000000,0.4.2,23.0,108.0,195.0,conda-forge/sphinx_rtd_theme,['sphinx'],sphinx_rtd_theme,11910.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2018-10-05 13:20:49.000000,11894.0,1718751.0,1750183.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2021-09-17 07:30:33.268000,2043131.0,2.0,,,,,,,,,,,,,,,,,,,
45,bandit,https://github.com/PyCQA/bandit,,Bandit is a tool designed to find common security issues in Python code.,security,34,True,PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000000,2022-01-11 01:46:42.000000,2021-11-13 01:35:32.000000,1181.0,4.0,391.0,65.0,234.0,373.0,3797.0,2021-11-12 12:25:41.000000,1.7.1,32.0,137.0,187.0,conda-forge/bandit,,bandit,11684.0,10226.0,https://pypi.org/project/bandit,2021-11-12 12:25:41.000000,1458.0,1648101.0,1651322.0,https://anaconda.org/conda-forge/bandit,2021-11-13 09:57:40.313000,102989.0,1.0,,139.0,,,,,,,,,,,,,,,,,
46,structlog,https://github.com/hynek/structlog,,Structured Logging for Python.,logging,34,True,hynek/structlog,https://github.com/hynek/structlog,Apache-2.0,2013-08-13 15:55:58.000000,2022-01-12 08:47:19.000000,2022-01-12 08:47:19.000000,1000.0,123.0,151.0,30.0,185.0,181.0,1890.0,2021-12-16 12:54:47.000000,21.5.0,27.0,84.0,26.0,conda-forge/structlog,,structlog,896.0,,https://pypi.org/project/structlog,2021-12-16 12:48:09.000000,896.0,2724823.0,2727218.0,https://anaconda.org/conda-forge/structlog,2022-01-06 16:55:04.638000,158111.0,2.0,,,,,,,,,,,,,,,,,,,
47,loguru,https://github.com/Delgan/loguru,,Python logging made (stupidly) simple.,logging,33,True,Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000000,2022-01-02 09:56:20.000000,2021-09-09 07:14:10.000000,562.0,,470.0,114.0,57.0,416.0,10779.0,2020-09-20 07:56:32.000000,0.5.3,17.0,30.0,94.0,conda-forge/loguru,,loguru,14444.0,13313.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000000,1131.0,1864556.0,1874383.0,https://anaconda.org/conda-forge/loguru,2021-11-02 13:32:36.476000,343972.0,2.0,,,,,,,,,,,,,,,,,,,
48,pyautogui,https://github.com/asweigart/pyautogui,,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,testing,33,True,asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000000,2022-01-11 00:07:55.000000,2021-09-14 17:41:07.000000,402.0,,801.0,178.0,128.0,197.0,6086.0,2021-07-07 17:05:04.000000,0.9.53,50.0,51.0,342.0,conda-forge/pyautogui,,pyautogui,12766.0,12222.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000000,544.0,468399.0,471222.0,https://anaconda.org/conda-forge/pyautogui,2021-11-11 10:15:02.687000,141166.0,2.0,,,,,,,,,,,,,,,,,,,
49,pyre-check,https://github.com/facebook/pyre-check,,Performant type-checking for python.,linters,33,True,facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000000,2022-01-13 00:30:33.000000,2022-01-13 00:30:31.000000,10799.0,665.0,379.0,100.0,251.0,208.0,5736.0,2022-01-11 04:31:32.000000,0.9.10,68.0,188.0,95.0,,,pyre-check,32.0,,https://pypi.org/project/pyre-check,2022-01-11 04:25:03.000000,32.0,22800.0,22800.0,,,,2.0,,,,,,,,,,,,,,,,,,,
50,pytype,https://github.com/google/pytype,,A static type analyzer for Python code.,linters,33,True,google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000000,2022-01-08 00:25:04.000000,2022-01-08 00:25:02.000000,4995.0,251.0,227.0,56.0,630.0,377.0,3579.0,2022-01-07 21:52:23.000000,2022.1.7,123.0,71.0,97.0,conda-forge/pytype,,pytype,87.0,,https://pypi.org/project/pytype,2022-01-07 21:52:23.000000,87.0,125865.0,129140.0,https://anaconda.org/conda-forge/pytype,2022-01-08 00:24:45.376000,65514.0,2.0,,,,,,,,,,,,,,,,,,,
51,pudb,https://github.com/inducer/pudb,,Full-screen console debugger for Python.,debugging,33,True,inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000000,2022-01-11 21:31:34.620000,2022-01-07 17:50:00.000000,1148.0,27.0,191.0,45.0,220.0,150.0,2295.0,2021-11-01 21:53:28.000000,2021.2.2,73.0,81.0,140.0,conda-forge/pudb,,pudb,3528.0,2795.0,https://pypi.org/project/pudb,2022-01-07 17:48:07.000000,733.0,147584.0,149299.0,https://anaconda.org/conda-forge/pudb,2022-01-11 21:31:34.620000,113219.0,1.0,,,,,,,,,,,,,,,,,,,
52,nose,https://github.com/nose-devs/nose,,nose is nicer testing for python.,testing,33,False,nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000000,2021-10-25 05:23:45.000000,2016-03-04 01:16:26.000000,1004.0,,366.0,47.0,261.0,462.0,1345.0,2015-06-02 09:12:36.000000,1.3.7,14.0,95.0,447.0,conda-forge/nose,,nose,163682.0,119166.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000000,44516.0,3490037.0,3519630.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277000,2012338.0,2.0,,,,,,,,,,,,,,,,,,,
53,pytest-mock,https://github.com/pytest-dev/pytest-mock,,Thin-wrapper around the mock package for easier use with pytest.,testing,33,True,pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000000,2022-01-10 22:02:21.000000,2022-01-10 22:02:18.000000,448.0,14.0,100.0,35.0,161.0,94.0,1254.0,2021-05-18 11:53:27.000000,3.6.1,52.0,54.0,13.0,conda-forge/pytest-mock,['pytest'],pytest-mock,26391.0,22241.0,https://pypi.org/project/pytest-mock,2021-05-06 19:21:18.000000,4150.0,4417829.0,4438143.0,https://anaconda.org/conda-forge/pytest-mock,2021-05-07 01:15:17.653000,1340733.0,2.0,,,,,,,,,,,,,,,,,,,
54,progressbar2,https://github.com/WoLpH/python-progressbar,,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,logging,33,True,WoLpH/python-progressbar,https://github.com/WoLpH/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000000,2022-01-05 13:41:47.000000,2022-01-05 13:41:29.000000,905.0,12.0,100.0,21.0,63.0,188.0,744.0,2022-01-05 13:43:27.000000,4.0.0,99.0,40.0,10.0,conda-forge/progressbar2,,progressbar2,15830.0,14351.0,https://pypi.org/project/progressbar2,2022-01-05 13:41:41.000000,1479.0,3916630.0,3922745.0,https://anaconda.org/conda-forge/progressbar2,2020-09-09 14:31:33.844000,383373.0,2.0,,1634.0,,,,,,,,,,,,,,,,,
55,pyenv,https://github.com/pyenv/pyenv,,Simple Python version management.,virtual-envs,32,True,pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000000,2022-01-08 10:56:56.000000,2022-01-08 10:56:56.000000,2790.0,57.0,2263.0,377.0,768.0,1349.0,25790.0,2021-12-22 06:48:56.000000,2.2.3,53.0,355.0,32.0,,,pyenv,1.0,,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000000,1.0,6126.0,6126.0,,,,2.0,,,,,,,,,,,,,,,,,,,
56,Nuitka,https://github.com/Nuitka/Nuitka,,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.3, 3.4, 3.5, 3.6, 3.7,..",packaging,32,True,Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000000,2022-01-12 12:37:57.000000,2022-01-11 10:36:10.000000,8753.0,619.0,358.0,119.0,214.0,978.0,6291.0,2022-01-09 12:48:34.000000,0.6.19,174.0,109.0,175.0,conda-forge/nuitka,,nuitka,35.0,,https://pypi.org/project/nuitka,2022-01-11 09:28:00.000000,35.0,21564.0,26308.0,https://anaconda.org/conda-forge/nuitka,2022-01-11 14:21:45.488000,327376.0,2.0,,,,,,,,,,,,,,,,,,,
57,invoke,https://github.com/pyinvoke/invoke,,Pythonic task management & command execution.,build-tools,32,True,pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000000,2021-12-15 13:50:39.978000,2021-10-16 04:43:50.000000,3523.0,2.0,298.0,99.0,207.0,364.0,3489.0,2021-07-09 21:42:28.000000,1.6.0,54.0,56.0,338.0,conda-forge/invoke,,invoke,12532.0,9960.0,https://pypi.org/project/invoke,2021-12-15 13:50:39.978000,2572.0,2141165.0,2148326.0,https://anaconda.org/conda-forge/invoke,2021-07-10 12:55:00.642000,494114.0,2.0,,,,,,,,,,,,,,,,,,,
58,mimesis,https://github.com/lk-geimfari/mimesis,,"Mimesis is a high-performance fake data generator for Python, which provides data for a variety of purposes in a..",testing,32,True,lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000000,2022-01-13 13:53:04.000000,2022-01-13 13:52:54.000000,2127.0,85.0,280.0,68.0,837.0,297.0,3452.0,2021-12-11 10:48:13.000000,5.2.1,33.0,110.0,2.0,,,mimesis,57.0,,https://pypi.org/project/mimesis,2021-12-11 10:48:13.000000,57.0,88171.0,88173.0,,,,2.0,,188.0,,,,,,,,,,,,,,,,,
59,freezegun,https://github.com/spulec/freezegun,,Let your Python tests travel through time.,testing,32,True,spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000000,2021-11-22 22:50:40.000000,2021-08-25 15:42:15.000000,541.0,,215.0,32.0,195.0,168.0,3135.0,2021-01-20 07:45:20.000000,1.1.0,56.0,97.0,90.0,conda-forge/freezegun,,freezegun,4426.0,,https://pypi.org/project/freezegun,2021-01-20 07:45:20.000000,4426.0,2884005.0,2888346.0,https://anaconda.org/conda-forge/freezegun,2021-01-20 09:23:22.014000,303905.0,2.0,,,,,,,,,,,,,,,,,,,
60,logbook,https://github.com/getlogbook/logbook,,A cool logging replacement for Python.,logging,32,False,getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000000,2021-12-31 17:49:47.000000,2019-10-16 17:48:40.000000,1195.0,,157.0,37.0,148.0,125.0,1411.0,2019-10-16 18:14:55.000000,1.5.3,41.0,76.0,56.0,conda-forge/logbook,,logbook,4051.0,2868.0,https://pypi.org/project/logbook,2019-10-16 18:14:55.000000,1183.0,728279.0,729925.0,https://anaconda.org/conda-forge/logbook,2021-11-19 00:37:39.705000,55889.0,2.0,,279.0,,,,,,,,,,,,,,,,,
61,scons,https://github.com/SCons/scons,,SCons - a software construction tool.,build-tools,32,True,SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579000,2022-01-12 18:37:28.000000,2022-01-08 17:18:51.000000,7677.0,162.0,254.0,58.0,783.0,2662.0,1311.0,2021-08-05 19:31:22.000000,4.2.0,14.0,139.0,655.0,conda-forge/scons,,scons,37.0,,https://pypi.org/project/scons,2019-12-17 02:49:51.000000,37.0,177501.0,181879.0,https://anaconda.org/conda-forge/scons,2021-11-17 22:33:26.201000,253335.0,2.0,,389.0,,,,,,,,,,,,,,,,,
62,doit,https://github.com/pydoit/doit,,task management & automation tool.,build-tools,32,True,pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000000,2022-01-12 05:50:09.000000,2022-01-11 17:28:29.000000,1410.0,42.0,145.0,49.0,152.0,201.0,1274.0,2022-01-12 04:51:07.000000,0.34.1,45.0,62.0,64.0,conda-forge/doit,,doit,1127.0,847.0,https://pypi.org/project/doit,2022-01-12 04:51:07.000000,280.0,137501.0,138967.0,https://anaconda.org/conda-forge/doit,2021-12-12 01:24:04.853000,71844.0,2.0,,,,,,,,,,,,,,,,,,,
63,python-json-logger,https://github.com/madzak/python-json-logger,,Json Formatter for the standard python logger.,logging,32,True,madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000000,2021-07-27 23:18:51.000000,2021-07-27 23:18:45.000000,196.0,,167.0,22.0,56.0,46.0,1158.0,2021-07-27 23:09:33.000000,2.0.2,22.0,46.0,24.0,conda-forge/python-json-logger,,python-json-logger,20273.0,19584.0,https://pypi.org/project/python-json-logger,2021-07-27 23:09:33.000000,689.0,4012820.0,4031110.0,https://anaconda.org/conda-forge/python-json-logger,2020-10-12 23:31:31.855000,1042560.0,2.0,,,,,,,,,,,,,,,,,,,
64,setuptools_scm,https://github.com/pypa/setuptools_scm,,the blessed package to manage your versions by scm tags.,build-tools,32,True,pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000000,2022-01-13 08:17:56.000000,2022-01-13 08:17:56.000000,1233.0,34.0,148.0,21.0,293.0,293.0,534.0,2021-09-11 19:20:03.000000,6.3.2,47.0,98.0,81.0,conda-forge/setuptools_scm,,setuptools_scm,380.0,,https://pypi.org/project/setuptools_scm,2018-08-09 06:35:57.000000,380.0,11016337.0,11028487.0,https://anaconda.org/conda-forge/setuptools_scm,2021-09-11 22:03:30.037000,850534.0,2.0,,,,,,,,,,,,,,,,,,,
65,pylint-django,https://github.com/PyCQA/pylint-django,,Pylint plugin for improving code analysis for when using Django.,linters,32,True,PyCQA/pylint-django,https://github.com/PyCQA/pylint-django,GPL-2.0,2013-10-01 06:35:15.000000,2022-01-10 10:53:19.629000,2022-01-08 21:32:39.000000,591.0,44.0,105.0,17.0,161.0,156.0,490.0,2022-01-02 12:01:55.000000,2.5.0,50.0,62.0,31.0,conda-forge/pylint-django,['pylint'],pylint-django,17256.0,16092.0,https://pypi.org/project/pylint-django,2022-01-02 12:00:47.000000,1164.0,538648.0,540019.0,https://anaconda.org/conda-forge/pylint-django,2022-01-10 10:53:19.629000,88687.0,2.0,,204.0,,,,,,,,,,,,,,,,,
66,playwright-python,https://github.com/microsoft/playwright-python,,Python version of the Playwright testing and automation library.,testing,31,True,microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000000,2022-01-13 09:47:53.000000,2022-01-13 09:47:52.000000,461.0,32.0,503.0,103.0,503.0,517.0,5681.0,2021-12-02 23:05:00.000000,1.17.2,67.0,22.0,27.0,,,playwright,712.0,677.0,https://pypi.org/project/playwright,2021-12-02 23:05:00.000000,35.0,180255.0,180255.0,,,,2.0,,,,,,,,,,,,,,,,,,,
67,pyinstrument,https://github.com/joerick/pyinstrument,,Call stack profiler for Python. Shows you why your code is slow!.,profiling,31,True,joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000000,2022-01-05 17:15:38.000000,2021-12-17 14:51:42.000000,666.0,72.0,165.0,51.0,80.0,80.0,4060.0,2021-11-14 19:24:48.000000,4.1.1,36.0,38.0,15.0,conda-forge/pyinstrument,,pyinstrument,576.0,479.0,https://pypi.org/project/pyinstrument,2021-11-14 19:24:48.000000,97.0,209771.0,211226.0,https://anaconda.org/conda-forge/pyinstrument,2021-11-15 12:40:54.294000,93145.0,2.0,,,,,,,,,,,,,,,,,,,
68,flit,https://github.com/pypa/flit,,Simplified packaging of Python modules.,build-tools,31,True,takluyver/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000000,2022-01-10 10:08:24.000000,2022-01-10 10:08:21.000000,1033.0,74.0,87.0,31.0,219.0,202.0,1611.0,2021-12-27 17:13:25.000000,3.6.0,44.0,50.0,85.0,conda-forge/flit,,flit,203.0,,https://pypi.org/project/flit,2021-12-27 17:13:25.000000,203.0,255172.0,256868.0,https://anaconda.org/conda-forge/flit,2021-12-28 13:17:38.802000,100119.0,3.0,,,,,,,,pypa/flit,,,,,,,,,,,
69,pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,,Pytest support for asyncio.,testing,31,True,pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000000,2022-01-13 12:36:12.000000,2022-01-13 12:36:11.000000,221.0,44.0,95.0,38.0,90.0,129.0,854.0,2022-01-13 11:09:03.000000,0.17.0,25.0,34.0,42.0,conda-forge/pytest-asyncio,['pytest'],pytest-asyncio,1804.0,,https://pypi.org/project/pytest-asyncio,2022-01-13 11:09:00.000000,1804.0,1869412.0,1882829.0,https://anaconda.org/conda-forge/pytest-asyncio,2021-10-18 14:13:21.673000,751395.0,2.0,,,,,,,,,,,,,,,,,,,
70,pydocstyle,https://github.com/PyCQA/pydocstyle,,docstring style checker.,linters,31,True,PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000000,2022-01-10 07:19:57.000000,2021-12-30 21:16:07.000000,719.0,5.0,152.0,20.0,289.0,199.0,837.0,2021-05-17 20:37:45.000000,6.1.1,17.0,77.0,81.0,conda-forge/pydocstyle,,pydocstyle,24533.0,22138.0,https://pypi.org/project/pydocstyle,2021-05-17 20:37:45.000000,2395.0,1611911.0,1619484.0,https://anaconda.org/conda-forge/pydocstyle,2021-05-18 22:35:13.379000,499844.0,2.0,,56.0,,,,,,,,,,,,,,,,,
71,alabaster,https://github.com/bitprophet/alabaster,,"Lightweight, configurable Sphinx theme. Now the Sphinx default!.",documentation,31,True,bitprophet/alabaster,https://github.com/bitprophet/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000000,2021-12-15 14:50:58.488000,2021-09-24 20:53:41.000000,351.0,,176.0,20.0,77.0,54.0,637.0,2018-10-03 01:39:17.000000,0.7.12,25.0,28.0,84.0,conda-forge/alabaster,['sphinx'],alabaster,64568.0,56910.0,https://pypi.org/project/alabaster,2018-10-03 01:39:17.000000,7658.0,3474034.0,3525397.0,https://anaconda.org/conda-forge/alabaster,2018-10-03 15:29:30.017000,3389990.0,2.0,,,,,,,,,,,,,,,,,,,
72,breathe,https://github.com/michaeljones/breathe,,ReStructuredText and Sphinx bridge to Doxygen.,documentation,31,True,michaeljones/breathe,https://github.com/michaeljones/breathe,BSD-3-Clause,2009-02-03 18:52:25.000000,2021-12-29 13:22:24.000000,2021-12-28 13:09:32.000000,1573.0,30.0,147.0,17.0,304.0,357.0,568.0,2021-09-14 23:59:31.000000,4.31.0,60.0,99.0,121.0,conda-forge/breathe,,breathe,6715.0,5687.0,https://pypi.org/project/breathe,2021-09-14 23:57:53.000000,1028.0,171321.0,175347.0,https://anaconda.org/conda-forge/breathe,2021-09-15 02:02:02.185000,252462.0,2.0,,179.0,,,,,,,,,,,,,,,,,
73,buildout,https://github.com/buildout/buildout,,Buildout is a deployment automation tool written in and extended with Python.,build-tools,31,False,buildout/buildout,https://github.com/buildout/buildout,ZPL-2.1,2012-03-25 21:47:18.000000,2021-12-16 22:17:03.000000,2021-12-16 22:16:57.000000,1650.0,21.0,172.0,54.0,260.0,217.0,527.0,2021-11-25 21:08:56.000000,2.13.6,117.0,90.0,133.0,,,zc.buildout,1067.0,,https://pypi.org/project/zc.buildout,2021-12-16 22:16:31.000000,1067.0,124457.0,124457.0,,,,3.0,,,,,,,,,,,,,,,,,,,
74,parso,https://github.com/davidhalter/parso,,A Python Parser.,linters,31,True,davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000000,2021-12-01 05:04:36.494000,2021-11-30 21:03:35.000000,1096.0,2.0,79.0,20.0,99.0,96.0,470.0,2021-11-30 21:05:47.000000,0.8.3,26.0,43.0,7.0,conda-forge/parso,,parso,175979.0,170076.0,https://pypi.org/project/parso,2021-11-30 21:05:47.000000,5903.0,15821884.0,15944997.0,https://anaconda.org/conda-forge/parso,2021-12-01 05:04:36.494000,6032572.0,2.0,,,,,,,,,,,,,,,,,,,
75,coveralls-python,https://github.com/TheKevJames/coveralls-python,,Show coverage stats online via coveralls.io.,testing,31,True,TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000000,2021-12-31 03:34:56.000000,2021-11-11 20:58:33.000000,444.0,10.0,185.0,6.0,191.0,143.0,465.0,2021-11-11 21:00:03.000000,3.3.1,42.0,63.0,5.0,,['pytest'],coveralls,29222.0,20070.0,https://pypi.org/project/coveralls,2021-11-11 21:00:03.000000,9152.0,416739.0,416739.0,,,,2.0,,,,,,,,,,,,,,,,,,,
76,sqlmap,https://github.com/sqlmapproject/sqlmap,,Automatic SQL injection and database takeover tool.,security,30,True,sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000000,2022-01-11 10:24:18.000000,2022-01-03 10:41:51.000000,9890.0,31.0,4568.0,1046.0,303.0,4491.0,22137.0,2022-01-03 10:35:57.000000,1.6,75.0,110.0,51.0,,,sqlmap,6.0,,https://pypi.org/project/sqlmap,2022-01-03 10:39:29.000000,6.0,6137.0,6137.0,,,,2.0,,,,,,,,,,,,,,,,,,,
77,PySnooper,https://github.com/cool-RR/PySnooper,,Never use print for debugging again.,debugging,30,True,cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000000,2021-09-14 17:19:37.000000,2021-09-11 09:46:36.000000,300.0,,915.0,238.0,109.0,95.0,14847.0,2021-09-11 09:50:56.000000,1.0.0,55.0,26.0,18.0,conda-forge/pysnooper,,pysnooper,583.0,537.0,https://pypi.org/project/pysnooper,2021-09-11 09:50:56.000000,46.0,154988.0,156342.0,https://anaconda.org/conda-forge/pysnooper,2021-05-19 12:14:49.747000,43339.0,1.0,,,,,,,,,,,,,,,,,,,
78,py-spy,https://github.com/benfred/py-spy,,Sampling profiler for Python programs.,profiling,30,True,benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000000,2022-01-06 17:56:00.000000,2022-01-06 17:55:59.000000,434.0,10.0,283.0,101.0,238.0,167.0,7800.0,2021-11-13 01:56:30.544000,0.3.11,34.0,29.0,71.0,,,py-spy,35.0,,https://pypi.org/project/py-spy,2021-11-13 01:54:19.000000,35.0,475324.0,501946.6666666667,,,,2.0,,7349.0,,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2021-11-13 01:56:30.544000,26378.666666666668,395448.0,
79,Scalene,https://github.com/plasma-umass/scalene,,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python.",profiling,30,True,plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000000,2022-01-12 20:53:07.000000,2022-01-12 20:53:07.000000,2180.0,193.0,171.0,64.0,146.0,129.0,5077.0,2022-01-12 17:14:24.000000,1.4.0,116.0,24.0,37.0,,,scalene,80.0,77.0,https://pypi.org/project/scalene,2022-01-12 17:14:24.000000,3.0,4292.0,4292.0,,,,2.0,,,,,,,,,,,,,,,,,,,
80,pipreqs,https://github.com/bndr/pipreqs,,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,dependency-managers,30,True,bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000000,2022-01-13 10:27:44.000000,2021-10-23 09:17:21.000000,311.0,2.0,269.0,60.0,118.0,91.0,3960.0,2021-10-23 09:23:42.000000,0.4.11,40.0,51.0,101.0,conda-forge/pipreqs,,pipreqs,8734.0,8409.0,https://pypi.org/project/pipreqs,2021-10-23 09:15:35.000000,325.0,263380.0,263740.0,https://anaconda.org/conda-forge/pipreqs,2019-11-14 14:53:43.131000,23076.0,3.0,,,,,,,,,,,,,,,,,,,
